Time	MypongaWtp.Cl(t)	MypongaFws.Cl(t)	MypongaFws.Cl(t-17)	CactusCyn.Temp(t-13)	AldingaRd.Cl(t)	AldingaRd.Cl(t-1)	AldingaRd.Cl(t-3)	AldingaRd.Cl(t-24)	AldingaRd.Cl(t-27)	AldingaRd.Cl(t-47)	AldingaRd.Cl(t+24)
2003-02-18 23	3.315	2.006666667	1.8325	20.15833333	0.378333333	0.379166667	0.403333333	0.36	0.368333333	0.403333333	0.479166667
2003-02-19 00	3.305	2.004166667	1.795	20.83333333	0.38	0.378333333	0.379166667	0.355	0.37	0.404166667	0.485
2003-02-19 01	3.3425	2.004166667	1.729166667	21.43333333	0.379166667	0.38	0.379166667	0.343333333	0.365	0.400833333	0.470833333
2003-02-19 02	3.2975	1.99	1.659166667	22.075	0.3775	0.379166667	0.378333333	0.338333333	0.36	0.400833333	0.463333333
2003-02-19 03	3.3525	1.974166667	1.621666667	22.70833333	0.375833333	0.3775	0.38	0.331666667	0.355	0.393333333	0.465833333
2003-02-19 04	3.2925	1.978333333	1.588333333	22.96666667	0.3675	0.375833333	0.379166667	0.326666667	0.343333333	0.385833333	0.473333333
2003-02-19 05	3.4325	2.003333333	1.550833333	22.94166667	0.365833333	0.3675	0.3775	0.320833333	0.338333333	0.380833333	0.475833333
2003-02-19 06	3.385	1.99	1.660833333	22.36666667	0.371666667	0.365833333	0.375833333	0.3275	0.331666667	0.389166667	0.48
2003-02-19 07	3.3475	1.979166667	1.765833333	21.875	0.391666667	0.371666667	0.3675	0.344166667	0.326666667	0.39	0.485833333
2003-02-19 08	3.34	2.0125	1.781666667	21.425	0.41	0.391666667	0.365833333	0.36	0.320833333	0.39	0.5025
2003-02-19 09	3.3975	2.013333333	1.800833333	21.11666667	0.415833333	0.41	0.371666667	0.363333333	0.3275	0.3925	0.508333333
2003-02-19 10	3.3225	1.956666667	1.86	20.85833333	0.4325	0.415833333	0.391666667	0.365	0.344166667	0.396666667	0.500833333
2003-02-19 11	3.3875	1.900833333	1.87	20.60833333	0.48	0.4325	0.41	0.37	0.36	0.401666667	0.489166667
2003-02-19 12	3.315	1.83	1.91	20.425	0.499166667	0.48	0.415833333	0.370833333	0.363333333	0.395	0.4875
2003-02-19 13	3.2075	1.874166667	1.925833333	20.43333333	0.509166667	0.499166667	0.4325	0.37	0.365	0.39	0.48
2003-02-19 14	3.2175	1.893333333	1.966666667	20.39166667	0.496666667	0.509166667	0.48	0.371666667	0.37	0.390833333	0.468333333
2003-02-19 15	3.145	1.850833333	1.991666667	20.21666667	0.4825	0.496666667	0.499166667	0.396666667	0.370833333	0.386666667	0.4625
2003-02-19 16	3.165	1.8975	2.006666667	20.10833333	0.483333333	0.4825	0.509166667	0.400833333	0.37	0.373333333	0.4525
2003-02-19 17	3.205	1.97	2.004166667	20.00833333	0.491666667	0.483333333	0.496666667	0.3975	0.371666667	0.3625	0.448333333
2003-02-19 18	3.1275	1.983333333	2.004166667	20.01666667	0.470833333	0.491666667	0.4825	0.424166667	0.396666667	0.365	0.438333333
2003-02-19 19	3.175	2.044166667	1.99	20.00833333	0.4525	0.470833333	0.483333333	0.423333333	0.400833333	0.368333333	0.424166667
2003-02-19 20	3.14	2.081666667	1.974166667	20.1	0.45	0.4525	0.491666667	0.403333333	0.3975	0.37	0.415
2003-02-19 21	3.1575	2.096666667	1.978333333	20.3	0.4725	0.45	0.470833333	0.379166667	0.424166667	0.365	0.41
2003-02-19 22	3.21	2.08	2.003333333	20.56666667	0.481666667	0.4725	0.4525	0.379166667	0.423333333	0.36	0.416666667
2003-02-19 23	3.2025	2.073333333	1.99	21.00833333	0.479166667	0.481666667	0.45	0.378333333	0.403333333	0.355	0.4125
2003-02-20 00	3.19	2.079166667	1.979166667	21.7	0.485	0.479166667	0.4725	0.38	0.379166667	0.343333333	0.405833333
2003-02-20 01	3.17	2.084166667	2.0125	22.05	0.470833333	0.485	0.481666667	0.379166667	0.379166667	0.338333333	0.3975
2003-02-20 02	3.1675	2.0875	2.013333333	22.725	0.463333333	0.470833333	0.479166667	0.3775	0.378333333	0.331666667	0.388333333
2003-02-20 03	3.195	2.066666667	1.956666667	22.84166667	0.465833333	0.463333333	0.485	0.375833333	0.38	0.326666667	0.38
2003-02-20 04	3.11	2.020833333	1.900833333	22.60833333	0.473333333	0.465833333	0.470833333	0.3675	0.379166667	0.320833333	0.370833333
2003-02-20 05	3.1375	1.971666667	1.83	22.625	0.475833333	0.473333333	0.463333333	0.365833333	0.3775	0.3275	0.365833333
2003-02-20 06	3.155	1.9	1.874166667	22.5	0.48	0.475833333	0.465833333	0.371666667	0.375833333	0.344166667	0.36
2003-02-20 07	3.15	1.824166667	1.893333333	22.41666667	0.485833333	0.48	0.473333333	0.391666667	0.3675	0.36	0.36
2003-02-20 08	3.3025	1.775833333	1.850833333	22.23333333	0.5025	0.485833333	0.475833333	0.41	0.365833333	0.363333333	0.35
2003-02-20 09	3.3475	1.728333333	1.8975	22.10833333	0.508333333	0.5025	0.48	0.415833333	0.371666667	0.365	0.348333333
2003-02-20 10	3.9475	1.6875	1.97	21.8	0.500833333	0.508333333	0.485833333	0.4325	0.391666667	0.37	0.348333333
2003-02-20 11	3.3125	1.816666667	1.983333333	21.60833333	0.489166667	0.500833333	0.5025	0.48	0.41	0.370833333	0.34
2003-02-20 12	3.2075	1.875	2.044166667	21.59166667	0.4875	0.489166667	0.508333333	0.499166667	0.415833333	0.37	0.339166667
2003-02-20 13	3.29	1.818333333	2.081666667	21.48333333	0.48	0.4875	0.500833333	0.509166667	0.4325	0.371666667	0.274166667
2003-02-20 14	3.275	1.769166667	2.096666667	21.18333333	0.468333333	0.48	0.489166667	0.496666667	0.48	0.396666667	0.255833333
2003-02-20 15	3.19	1.814166667	2.08	20.94166667	0.4625	0.468333333	0.4875	0.4825	0.499166667	0.400833333	0.25
2003-02-20 16	3.2125	1.771666667	2.073333333	21.06666667	0.4525	0.4625	0.48	0.483333333	0.509166667	0.3975	0.246666667
2003-02-20 17	3.18	1.7125	2.079166667	20.81666667	0.448333333	0.4525	0.468333333	0.491666667	0.496666667	0.424166667	0.2425
2003-02-20 18	3.23	1.685833333	2.084166667	20.53333333	0.438333333	0.448333333	0.4625	0.470833333	0.4825	0.423333333	0.236666667
2003-02-20 19	3.145	1.639166667	2.0875	20.425	0.424166667	0.438333333	0.4525	0.4525	0.483333333	0.403333333	0.225833333
2003-02-20 20	3.19	1.5975	2.066666667	20.36666667	0.415	0.424166667	0.448333333	0.45	0.491666667	0.379166667	0.22
2003-02-20 21	3.18	1.558333333	2.020833333	20.24166667	0.41	0.415	0.438333333	0.4725	0.470833333	0.379166667	0.22
2003-02-20 22	3.19	1.525	1.971666667	20.19166667	0.416666667	0.41	0.424166667	0.481666667	0.4525	0.378333333	0.214166667
2003-02-20 23	3.2225	1.506666667	1.9	20.13333333	0.4125	0.416666667	0.415	0.479166667	0.45	0.38	0.21
2003-02-21 00	3.2225	1.4575	1.824166667	20.10833333	0.405833333	0.4125	0.41	0.485	0.4725	0.379166667	0.208333333
2003-02-21 01	3.2225	1.425	1.775833333	20.24166667	0.3975	0.405833333	0.416666667	0.470833333	0.481666667	0.3775	0.201666667
2003-02-21 02	3.2	1.398333333	1.728333333	20.4	0.388333333	0.3975	0.4125	0.463333333	0.479166667	0.375833333	0.2
2003-02-21 03	3.2125	1.373333333	1.6875	20.4	0.38	0.388333333	0.405833333	0.465833333	0.485	0.3675	0.2
2003-02-21 04	3.41	1.3525	1.816666667	20.41666667	0.370833333	0.38	0.3975	0.473333333	0.470833333	0.365833333	0.198333333
2003-02-21 05	3.285	1.333333333	1.875	20.48333333	0.365833333	0.370833333	0.388333333	0.475833333	0.463333333	0.371666667	0.19
2003-02-21 06	4.58	1.3025	1.818333333	20.5	0.36	0.365833333	0.38	0.48	0.465833333	0.391666667	0.19
2003-02-21 07	1.8675	1.2525	1.769166667	20.5	0.36	0.36	0.370833333	0.485833333	0.473333333	0.41	0.19
2003-02-21 08	0	1.233333333	1.814166667	20.5	0.35	0.36	0.365833333	0.5025	0.475833333	0.415833333	0.189166667
2003-02-21 09	0.8975	1.215833333	1.771666667	20.5	0.348333333	0.35	0.36	0.508333333	0.48	0.4325	0.184166667
2003-02-21 10	2.1625	1.110833333	1.7125	20.5	0.348333333	0.348333333	0.36	0.500833333	0.485833333	0.48	0.18
2003-02-21 11	3.5825	1.028333333	1.685833333	20.5	0.34	0.348333333	0.35	0.489166667	0.5025	0.499166667	0.18
2003-02-21 12	3.385	1.0875	1.639166667	20.6	0.339166667	0.34	0.348333333	0.4875	0.508333333	0.509166667	0.18
2003-02-21 13	3.1775	1.215	1.5975	20.6	0.274166667	0.339166667	0.348333333	0.48	0.500833333	0.496666667	0.18
2003-02-21 14	3.1375	1.36	1.558333333	20.6	0.255833333	0.274166667	0.34	0.468333333	0.489166667	0.4825	0.18
2003-02-21 15	3.1	1.458333333	1.525	20.6	0.25	0.255833333	0.339166667	0.4625	0.4875	0.483333333	0.175833333
2003-02-21 16	2.9875	1.5025	1.506666667	20.59166667	0.246666667	0.25	0.274166667	0.4525	0.48	0.491666667	0.17
2003-02-21 17	2.9125	1.495	1.4575	20.53333333	0.2425	0.246666667	0.255833333	0.448333333	0.468333333	0.470833333	0.169166667
2003-02-21 18	2.9425	1.560833333	1.425	20.50833333	0.236666667	0.2425	0.25	0.438333333	0.4625	0.4525	0.165833333
2003-02-21 19	2.885	1.69	1.398333333	20.53333333	0.225833333	0.236666667	0.246666667	0.424166667	0.4525	0.45	0.163333333
2003-02-21 20	2.905	1.656666667	1.373333333	20.5	0.22	0.225833333	0.2425	0.415	0.448333333	0.4725	0.155833333
2003-02-21 21	2.915	1.703333333	1.3525	20.46666667	0.22	0.22	0.236666667	0.41	0.438333333	0.481666667	0.1375
2003-02-21 22	3.0025	1.729166667	1.333333333	20.46666667	0.214166667	0.22	0.225833333	0.416666667	0.424166667	0.479166667	0.131666667
2003-02-21 23	3.045	1.7425	1.3025	20.59166667	0.21	0.214166667	0.22	0.4125	0.415	0.485	0.13
2003-02-22 00	2.915	1.768333333	1.2525	20.61666667	0.208333333	0.21	0.22	0.405833333	0.41	0.470833333	0.13
2003-02-22 01	2.97	1.796666667	1.233333333	20.79166667	0.201666667	0.208333333	0.214166667	0.3975	0.416666667	0.463333333	0.13
2003-02-22 02	2.8875	1.795833333	1.215833333	21.08333333	0.2	0.201666667	0.21	0.388333333	0.4125	0.465833333	0.13
2003-02-22 03	2.975	1.78	1.110833333	21.40833333	0.2	0.2	0.208333333	0.38	0.405833333	0.473333333	0.1425
2003-02-22 04	3.1475	1.688333333	1.028333333	21.375	0.198333333	0.2	0.201666667	0.370833333	0.3975	0.475833333	0.136666667
2003-02-22 05	2.95	1.645	1.0875	21.41666667	0.19	0.198333333	0.2	0.365833333	0.388333333	0.48	0.13
2003-02-22 06	3.0525	1.613333333	1.215	21.36666667	0.19	0.19	0.2	0.36	0.38	0.485833333	0.135
2003-02-22 07	3.0925	1.571666667	1.36	21.23333333	0.19	0.19	0.198333333	0.36	0.370833333	0.5025	0.149166667
2003-02-22 08	3.0425	1.534166667	1.458333333	21.14166667	0.189166667	0.19	0.19	0.35	0.365833333	0.508333333	0.15
2003-02-22 09	3.0225	1.499166667	1.5025	20.94166667	0.184166667	0.189166667	0.19	0.348333333	0.36	0.500833333	0.15
2003-02-22 10	3.08	1.535	1.495	20.83333333	0.18	0.184166667	0.19	0.348333333	0.36	0.489166667	0.15
2003-02-22 11	3.0025	1.630833333	1.560833333	20.68333333	0.18	0.18	0.189166667	0.34	0.35	0.4875	0.150833333
2003-02-22 12	2.8175	1.669166667	1.69	20.59166667	0.18	0.18	0.184166667	0.339166667	0.348333333	0.48	0.150833333
2003-02-22 13	2.8975	1.741666667	1.656666667	20.50833333	0.18	0.18	0.18	0.274166667	0.348333333	0.468333333	0.15
2003-02-22 14	2.6725	1.73	1.703333333	20.45833333	0.18	0.18	0.18	0.255833333	0.34	0.4625	0.15
2003-02-22 15	2.6325	1.728333333	1.729166667	20.4	0.175833333	0.18	0.18	0.25	0.339166667	0.4525	0.15
2003-02-22 16	2.5625	1.741666667	1.7425	20.375	0.17	0.175833333	0.18	0.246666667	0.274166667	0.448333333	0.149166667
2003-02-22 17	2.5225	1.756666667	1.768333333	20.275	0.169166667	0.17	0.18	0.2425	0.255833333	0.438333333	0.146666667
2003-02-22 18	2.58	1.791666667	1.796666667	20.20833333	0.165833333	0.169166667	0.175833333	0.236666667	0.25	0.424166667	0.145
2003-02-22 19	2.4525	1.838333333	1.795833333	20.2	0.163333333	0.165833333	0.17	0.225833333	0.246666667	0.415	0.141666667
2003-02-22 20	2.4625	1.8425	1.78	20.3	0.155833333	0.163333333	0.169166667	0.22	0.2425	0.41	0.14
2003-02-22 21	2.48	1.87	1.688333333	20.38333333	0.1375	0.155833333	0.165833333	0.22	0.236666667	0.416666667	0.14
2003-02-22 22	2.48	1.845	1.645	20.525	0.131666667	0.1375	0.163333333	0.214166667	0.225833333	0.4125	0.14
2003-02-22 23	2.4725	1.874166667	1.613333333	20.64166667	0.13	0.131666667	0.155833333	0.21	0.22	0.405833333	0.130833333
2003-02-23 00	2.495	1.880833333	1.571666667	20.925	0.13	0.13	0.1375	0.208333333	0.22	0.3975	0.125833333
2003-02-23 01	2.5175	1.891666667	1.534166667	21.25833333	0.13	0.13	0.131666667	0.201666667	0.214166667	0.388333333	0.12
2003-02-23 02	2.46	1.8475	1.499166667	21.53333333	0.13	0.13	0.13	0.2	0.21	0.38	0.12
2003-02-23 03	2.49	1.823333333	1.535	21.99166667	0.1425	0.13	0.13	0.2	0.208333333	0.370833333	0.125833333
2003-02-23 04	2.455	1.730833333	1.630833333	24.06666667	0.136666667	0.1425	0.13	0.198333333	0.201666667	0.365833333	0.13
2003-02-23 05	2.5	1.675833333	1.669166667	22.99166667	0.13	0.136666667	0.13	0.19	0.2	0.36	0.128333333
2003-02-23 06	2.4225	1.629166667	1.741666667	22.10833333	0.135	0.13	0.1425	0.19	0.2	0.36	0.13
2003-02-23 07	2.505	1.584166667	1.73	21.85833333	0.149166667	0.135	0.136666667	0.19	0.198333333	0.35	0.133333333
2003-02-23 08	2.41	1.551666667	1.728333333	21.60833333	0.15	0.149166667	0.13	0.189166667	0.19	0.348333333	0.14
2003-02-23 09	2.435	1.535833333	1.741666667	21.15	0.15	0.15	0.135	0.184166667	0.19	0.348333333	0.14
2003-02-23 10	2.455	1.543333333	1.756666667	20.8	0.15	0.15	0.149166667	0.18	0.19	0.34	0.14
2003-02-23 11	2.4325	1.6225	1.791666667	20.41666667	0.150833333	0.15	0.15	0.18	0.189166667	0.339166667	0.149166667
2003-02-23 12	2.445	1.661666667	1.838333333	20.225	0.150833333	0.150833333	0.15	0.18	0.184166667	0.274166667	0.163333333
2003-02-23 13	2.435	1.735	1.8425	20.10833333	0.15	0.150833333	0.15	0.18	0.18	0.255833333	0.179166667
2003-02-23 14	2.47	1.726666667	1.87	20.15	0.15	0.15	0.150833333	0.18	0.18	0.25	0.189166667
2003-02-23 15	2.41	1.6725	1.845	20.1	0.15	0.15	0.150833333	0.175833333	0.18	0.246666667	0.2175
2003-02-23 16	2.4275	1.735	1.874166667	20.11666667	0.149166667	0.15	0.15	0.17	0.18	0.2425	0.23
2003-02-23 17	2.4475	1.696666667	1.880833333	20.11666667	0.146666667	0.149166667	0.15	0.169166667	0.18	0.236666667	0.23
2003-02-23 18	2.435	1.660833333	1.891666667	20.15	0.145	0.146666667	0.15	0.165833333	0.175833333	0.225833333	0.235
2003-02-23 19	2.4675	1.583333333	1.8475	20.1	0.141666667	0.145	0.149166667	0.163333333	0.17	0.22	0.24
2003-02-23 20	2.5075	1.528333333	1.823333333	20.14166667	0.14	0.141666667	0.146666667	0.155833333	0.169166667	0.22	0.238333333
2003-02-23 21	2.445	1.483333333	1.730833333	20.34166667	0.14	0.14	0.145	0.1375	0.165833333	0.214166667	0.23
2003-02-23 22	2.4425	1.450833333	1.675833333	20.975	0.14	0.14	0.141666667	0.131666667	0.163333333	0.21	0.22
2003-02-23 23	2.4675	1.4275	1.629166667	21.34166667	0.130833333	0.14	0.14	0.13	0.155833333	0.208333333	0.22
2003-02-24 00	2.435	1.4	1.584166667	21.725	0.125833333	0.130833333	0.14	0.13	0.1375	0.201666667	0.215
2003-02-24 01	2.41	1.368333333	1.551666667	22.45	0.12	0.125833333	0.14	0.13	0.131666667	0.2	0.214166667
2003-02-24 02	2.425	1.400833333	1.535833333	22.83333333	0.12	0.12	0.130833333	0.13	0.13	0.2	0.22
2003-02-24 03	2.51	1.371666667	1.543333333	23.125	0.125833333	0.12	0.125833333	0.1425	0.13	0.198333333	0.22
2003-02-24 04	2.45	1.3275	1.6225	23.54166667	0.13	0.125833333	0.12	0.136666667	0.13	0.19	0.220833333
2003-02-24 05	2.4425	1.311666667	1.661666667	24.625	0.128333333	0.13	0.12	0.13	0.13	0.19	0.2275
2003-02-24 06	2.4925	1.295833333	1.735	23.91666667	0.13	0.128333333	0.125833333	0.135	0.1425	0.19	0.23
2003-02-24 07	2.4225	1.269166667	1.726666667	23.83333333	0.133333333	0.13	0.13	0.149166667	0.136666667	0.189166667	0.243333333
2003-02-24 08	2.51	1.2675	1.6725	23.40833333	0.14	0.133333333	0.128333333	0.15	0.13	0.184166667	0.256666667
2003-02-24 09	2.495	1.243333333	1.735	22.95	0.14	0.14	0.13	0.15	0.135	0.18	0.265833333
2003-02-24 10	3.0375	1.234166667	1.696666667	22.79166667	0.14	0.14	0.133333333	0.15	0.149166667	0.18	0.27
2003-02-24 11	3.085	1.21	1.660833333	22.55833333	0.149166667	0.14	0.14	0.150833333	0.15	0.18	0.2725
2003-02-24 12	3.205	1.208333333	1.583333333	22.44166667	0.163333333	0.149166667	0.14	0.150833333	0.15	0.18	0.27
2003-02-24 13	3.1125	1.255833333	1.528333333	22.325	0.179166667	0.163333333	0.14	0.15	0.15	0.18	0.265833333
2003-02-24 14	3.1175	1.341666667	1.483333333	22.225	0.189166667	0.179166667	0.149166667	0.15	0.150833333	0.175833333	0.2575
2003-02-24 15	3.1975	1.3475	1.450833333	21.88333333	0.2175	0.189166667	0.163333333	0.15	0.150833333	0.17	0.25
2003-02-24 16	3.2425	1.349166667	1.4275	21.15833333	0.23	0.2175	0.179166667	0.149166667	0.15	0.169166667	0.241666667
2003-02-24 17	3.07	1.366666667	1.4	21.19166667	0.23	0.23	0.189166667	0.146666667	0.15	0.165833333	0.233333333
2003-02-24 18	3.1425	1.455	1.368333333	21.13333333	0.235	0.23	0.2175	0.145	0.15	0.163333333	0.2275
2003-02-24 19	3.1175	1.545	1.400833333	21.03333333	0.24	0.235	0.23	0.141666667	0.149166667	0.155833333	0.216666667
2003-02-24 20	3.035	1.551666667	1.371666667	20.58333333	0.238333333	0.24	0.23	0.14	0.146666667	0.1375	0.2075
2003-02-24 21	3.1725	1.556666667	1.3275	20.05833333	0.23	0.238333333	0.235	0.14	0.145	0.131666667	0.209166667
2003-02-24 22	3.0175	1.506666667	1.311666667	20.41666667	0.22	0.23	0.24	0.14	0.141666667	0.13	0.2
2003-02-24 23	3.19	1.5625	1.295833333	21.09166667	0.22	0.22	0.238333333	0.130833333	0.14	0.13	0.1975
2003-02-25 00	3.1125	1.563333333	1.269166667	21.83333333	0.215	0.22	0.23	0.125833333	0.14	0.13	0.19
2003-02-25 01	3.075	1.625	1.2675	22.53333333	0.214166667	0.215	0.22	0.12	0.14	0.13	0.19
2003-02-25 02	3.0425	1.665	1.243333333	23.31666667	0.22	0.214166667	0.22	0.12	0.130833333	0.1425	0.19
2003-02-25 03	3.1075	1.669166667	1.234166667	23.38333333	0.22	0.22	0.215	0.125833333	0.125833333	0.136666667	0.19
2003-02-25 04	3.0275	1.678333333	1.21	23.66666667	0.220833333	0.22	0.214166667	0.13	0.12	0.13	0.19
2003-02-25 05	3.13	1.686666667	1.208333333	24.45833333	0.2275	0.220833333	0.22	0.128333333	0.12	0.135	0.188333333
2003-02-25 06	3.01	1.709166667	1.255833333	24.85	0.23	0.2275	0.22	0.13	0.125833333	0.149166667	0.1825
2003-02-25 07	3.04	1.718333333	1.341666667	24.51666667	0.243333333	0.23	0.220833333	0.133333333	0.13	0.15	0.1875
2003-02-25 08	3.1325	1.729166667	1.3475	23.1	0.256666667	0.243333333	0.2275	0.14	0.128333333	0.15	0.19
2003-02-25 09	3.145	1.740833333	1.349166667	21.84166667	0.265833333	0.256666667	0.23	0.14	0.13	0.15	0.186666667
2003-02-25 10	3.1175	1.745833333	1.366666667	21.35833333	0.27	0.265833333	0.243333333	0.14	0.133333333	0.150833333	0.180833333
2003-02-25 11	3.0125	1.7625	1.455	20.99166667	0.2725	0.27	0.256666667	0.149166667	0.14	0.150833333	0.19
2003-02-25 12	3.195	1.738333333	1.545	20.59166667	0.27	0.2725	0.265833333	0.163333333	0.14	0.15	0.19
2003-02-25 13	3.06	1.725	1.551666667	20.375	0.265833333	0.27	0.27	0.179166667	0.14	0.15	0.186666667
2003-02-25 14	3.1675	1.684166667	1.556666667	20.23333333	0.2575	0.265833333	0.2725	0.189166667	0.149166667	0.15	0.186666667
2003-02-25 15	3.0575	1.656666667	1.506666667	20.14166667	0.25	0.2575	0.27	0.2175	0.163333333	0.149166667	0.19
2003-02-25 16	3.13	1.675	1.5625	20.06666667	0.241666667	0.25	0.265833333	0.23	0.179166667	0.146666667	0.196666667
2003-02-25 17	3.0475	1.69	1.563333333	20	0.233333333	0.241666667	0.2575	0.23	0.189166667	0.145	0.211666667
2003-02-25 18	3.0125	1.680833333	1.625	19.91666667	0.2275	0.233333333	0.25	0.235	0.2175	0.141666667	0.245833333
2003-02-25 19	3.085	1.62	1.665	19.86666667	0.216666667	0.2275	0.241666667	0.24	0.23	0.14	0.275
2003-02-25 20	3.0775	1.5975	1.669166667	19.83333333	0.2075	0.216666667	0.233333333	0.238333333	0.23	0.14	0.28
2003-02-25 21	3.1	1.5725	1.678333333	20.09166667	0.209166667	0.2075	0.2275	0.23	0.235	0.14	0.278333333
2003-02-25 22	3.1825	1.546666667	1.686666667	20.65833333	0.2	0.209166667	0.216666667	0.22	0.24	0.130833333	0.29
2003-02-25 23	3.1025	1.528333333	1.709166667	21.19166667	0.1975	0.2	0.2075	0.22	0.238333333	0.125833333	0.29
2003-02-26 00	3.1475	1.4925	1.718333333	21.69166667	0.19	0.1975	0.209166667	0.215	0.23	0.12	0.2925
2003-02-26 01	3.8875	1.455	1.729166667	22.20833333	0.19	0.19	0.2	0.214166667	0.22	0.12	0.255
2003-02-26 02	6.23	1.4375	1.740833333	22.69166667	0.19	0.19	0.1975	0.22	0.22	0.125833333	0.220833333
2003-02-26 03	2.32	1.410833333	1.745833333	22.99166667	0.19	0.19	0.19	0.22	0.215	0.13	0.243333333
2003-02-26 04	0.2825	1.381666667	1.7625	23.08333333	0.19	0.19	0.19	0.220833333	0.214166667	0.128333333	0.210833333
2003-02-26 05	0.625	1.359166667	1.738333333	23.1	0.188333333	0.19	0.19	0.2275	0.22	0.13	0.276666667
2003-02-26 06	3.055	1.333333333	1.725	23.1	0.1825	0.188333333	0.19	0.23	0.22	0.133333333	0.280833333
2003-02-26 07	3.64	1.309166667	1.684166667	22.80833333	0.1875	0.1825	0.19	0.243333333	0.220833333	0.14	0.2875
2003-02-26 08	4.6025	1.339166667	1.656666667	22.09166667	0.19	0.1875	0.188333333	0.256666667	0.2275	0.14	0.280833333
2003-02-26 09	3.305	1.503333333	1.675	21.45833333	0.186666667	0.19	0.1825	0.265833333	0.23	0.14	0.273333333
2003-02-26 10	3.2225	1.5575	1.69	21.18333333	0.180833333	0.186666667	0.1875	0.27	0.243333333	0.149166667	0.27
2003-02-26 11	3.2	1.625	1.680833333	20.65833333	0.19	0.180833333	0.19	0.2725	0.256666667	0.163333333	0.2725
2003-02-26 12	3.265	1.7225	1.62	19.88333333	0.19	0.19	0.186666667	0.27	0.265833333	0.179166667	0.28
2003-02-26 13	3.215	1.726666667	1.5975	19.675	0.186666667	0.19	0.180833333	0.265833333	0.27	0.189166667	0.28
2003-02-26 14	3.2625	1.683333333	1.5725	19.7	0.186666667	0.186666667	0.19	0.2575	0.2725	0.2175	0.290833333
2003-02-26 15	3.185	1.74	1.546666667	19.69166667	0.19	0.186666667	0.19	0.25	0.27	0.23	0.296666667
2003-02-26 16	3.345	1.763333333	1.528333333	19.6	0.196666667	0.19	0.186666667	0.241666667	0.265833333	0.23	0.3
2003-02-26 17	3.1425	1.770833333	1.4925	19.35833333	0.211666667	0.196666667	0.186666667	0.233333333	0.2575	0.235	0.3
2003-02-26 18	3.045	1.8025	1.455	19.1	0.245833333	0.211666667	0.19	0.2275	0.25	0.24	0.3
2003-02-26 19	3.2275	1.8075	1.4375	18.925	0.275	0.245833333	0.196666667	0.216666667	0.241666667	0.238333333	0.290833333
2003-02-26 20	3.16	1.789166667	1.410833333	18.9	0.28	0.275	0.211666667	0.2075	0.233333333	0.23	0.299166667
2003-02-26 21	3.2975	1.830833333	1.381666667	19.125	0.278333333	0.28	0.245833333	0.209166667	0.2275	0.22	0.305
2003-02-26 22	3.3875	1.848333333	1.359166667	19.5	0.29	0.278333333	0.275	0.2	0.216666667	0.22	0.300833333
2003-02-26 23	2.6925	1.873333333	1.333333333	20.56666667	0.29	0.29	0.28	0.1975	0.2075	0.215	0.3
2003-02-27 00	0	1.888333333	1.309166667	21.49166667	0.2925	0.29	0.278333333	0.19	0.209166667	0.214166667	0.295833333
2003-02-27 01	0	1.8925	1.339166667	22.18333333	0.255	0.2925	0.29	0.19	0.2	0.22	0.291666667
2003-02-27 02	0	1.8925	1.503333333	22.83333333	0.220833333	0.255	0.29	0.19	0.1975	0.22	0.29
2003-02-27 03	0.0025	1.865833333	1.5575	23.24166667	0.243333333	0.220833333	0.2925	0.19	0.19	0.220833333	0.281666667
2003-02-27 04	0.235	1.901666667	1.625	23.5	0.210833333	0.243333333	0.255	0.19	0.19	0.2275	0.265
2003-02-27 05	2.7575	1.879166667	1.7225	23.74166667	0.276666667	0.210833333	0.220833333	0.188333333	0.19	0.23	0.269166667
2003-02-27 06	2.87	1.825833333	1.726666667	23.73333333	0.280833333	0.276666667	0.243333333	0.1825	0.19	0.243333333	0.261666667
2003-02-27 07	3.4375	1.8125	1.683333333	23.41666667	0.2875	0.280833333	0.210833333	0.1875	0.19	0.256666667	0.266666667
2003-02-27 08	3.575	1.761666667	1.74	22.2	0.280833333	0.2875	0.276666667	0.19	0.188333333	0.265833333	0.276666667
2003-02-27 09	3.8375	1.716666667	1.763333333	21.35833333	0.273333333	0.280833333	0.280833333	0.186666667	0.1825	0.27	0.284444444
2003-03-14 12	3.35	1.435	1.468333333	19.65833333	0.545	0.535833333	0.51	0.670833333	0.645833333	0.52	0.375972222
2003-03-14 13	3.2	1.4975	1.405833333	19.375	0.546666667	0.545	0.520833333	0.660833333	0.668333333	0.569166667	0.4675
2003-03-14 14	3.2525	1.531666667	1.334166667	19.03333333	0.539166667	0.546666667	0.535833333	0.669166667	0.676666667	0.595833333	0.453333333
2003-03-14 15	3.28	1.576666667	1.273333333	18.39166667	0.531666667	0.539166667	0.545	0.661666667	0.670833333	0.6175	0.445833333
2003-03-14 16	3.125	1.539166667	1.213333333	18.19166667	0.536666667	0.531666667	0.546666667	0.641666667	0.660833333	0.63	0.4575
2003-03-14 17	3.1275	1.4775	1.145833333	18.40833333	0.526666667	0.536666667	0.539166667	0.6125	0.669166667	0.645833333	0.48
2003-03-14 18	3.08	1.536666667	1.120833333	18.68333333	0.5025	0.526666667	0.531666667	0.5775	0.661666667	0.685	0.491666667
2003-03-14 19	3.1675	1.575	1.114166667	18.74166667	0.479166667	0.5025	0.536666667	0.505	0.641666667	0.719166667	0.493333333
