n	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	y1
154	-3.50513	0.796225	-2.48856	0.292625	0.30609	-2.54883	0.453026	0.844695	-4.45184	-0.771958	0.642683	4.25304	1.81267	4.10314	3.81472	-0.112423
155	3.54029	-2.40532	-3.75758	3.87325	3.19732	-2.42489	-2.88499	-2.1289	4.91319	-4.08432	-1.49948	-2.57749	1.36949	0.885836	-1.64816	-0.2883
156	4.14807	-0.693875	-2.32666	-0.545844	1.7573	3.12636	-4.70115	2.30546	-2.6456	0.941534	1.5585	4.16708	0.0446764	0.373227	2.70737	-0.151336
157	2.63935	1.61564	1.58062	0.836678	4.19076	3.69563	3.70777	4.10394	4.61131	-2.79171	-3.47354	0.980805	3.09413	-0.121702	2.77549	0.123604
158	-2.91839	3.14817	3.48052	3.83891	1.27453	3.77937	1.14437	3.62894	-0.279096	-2.29712	2.79601	4.76558	3.0761	0.503381	2.40493	-0.435055
159	-0.308254	-2.91599	-1.75839	-1.1175	-4.22036	-3.05061	-2.01355	-4.60905	-0.842322	-0.487097	1.37175	-2.74819	4.3912	-0.852762	2.72664	-0.0801863
160	0.874814	-3.10192	0.0677614	-2.85065	-4.32255	-3.78787	-4.22172	0.398357	-1.08499	3.5743	0.163937	-3.00889	-0.922322	-2.43113	1.68286	0.092103
161	1.16168	0.810485	-4.43464	1.94132	2.75987	-1.44819	2.33226	-3.08245	3.06471	-1.29598	-0.830644	2.45591	2.85125	-3.104	-4.12653	0.651367
162	-2.22844	4.14787	4.92016	-1.55099	-4.64	-4.30156	3.84737	-0.724991	4.27274	-0.988695	1.26612	-1.64958	1.58018	-2.05102	4.5121	-0.0731495
163	-2.60934	-1.48566	1.45342	-4.84947	2.06615	-1.21432	-2.93192	0.130859	2.4897	1.23744	-2.41323	0.340954	3.13344	-1.53976	4.42106	0.174988
164	3.56892	0.82441	4.68081	3.92892	1.52286	3.52818	-1.79607	0.795596	-2.46051	4.47005	4.14601	4.11966	-2.58097	3.65812	-3.48968	0.039573
165	0.933375	0.111536	-3.33914	-2.00048	3.89722	-1.27106	3.13038	1.38692	4.96638	-4.28285	-3.27213	3.09982	-0.822605	-3.85107	-0.995929	0.953105
166	3.61819	-3.14929	-2.85307	-3.84232	-3.67924	-3.70705	-4.72266	-1.2602	4.95106	-3.21233	4.67317	0.0625993	-1.55147	-2.32731	-1.04018	-0.172896
167	2.17747	-4.19692	-4.65326	2.14385	-3.47977	-2.92539	0.243672	0.697623	-1.77645	4.24774	1.10682	-2.0586	4.07622	1.19683	-3.41182	0.0713087
168	-1.56111	2.57449	0.972701	-0.240348	3.86744	1.25004	3.49945	3.8185	3.03771	3.17262	-1.1189	-3.51377	-4.15468	2.84092	3.6637	-0.0790329
169	-3.35161	3.18766	0.807554	-1.83138	-4.73773	-3.94877	3.86624	-1.51418	-4.70103	-0.0269371	1.42722	4.37519	-3.83011	3.0154	-0.197249	-0.185743
170	-2.62276	-3.04238	1.21394	-3.75532	3.20766	-0.286611	-4.93682	1.24537	-2.11399	-1.05572	2.7316	-1.26868	-3.21479	1.3953	0.379717	-0.297812
171	4.97287	-2.79714	3.54834	-4.76486	-1.74592	2.41458	-1.27904	-1.44695	-2.61236	-4.85182	-2.07176	-1.44246	3.16358	2.73099	4.54245	-0.207348
172	-3.64708	4.70773	-4.4548	-3.5839	0.953093	-1.56879	0.360387	-1.31531	2.16253	2.14559	-4.92	-2.45775	2.11846	-2.71715	-3.90941	-0.0275664
173	2.3536	0.536938	3.50517	-3.92544	4.08999	-4.10719	-3.77726	-2.98177	-0.549656	4.38632	4.74923	-1.0072	4.00419	4.85746	0.492863	0.270933
174	0.20059	0.381196	-2.37351	-3.84632	3.8124	2.98687	-0.161623	0.974935	0.132465	-0.0816249	3.51718	-2.74908	2.20123	4.60777	4.60452	0.864343
175	-2.26183	3.11293	-4.32092	-3.17184	4.00574	-3.09818	-1.15361	-1.54392	-3.71186	-1.40438	2.44888	-4.70767	-1.54692	-2.05826	0.12833	-0.183095
176	-4.49047	2.28995	4.29602	4.32193	0.276824	-0.865606	0.296864	-4.59071	4.05277	-1.18595	-2.33979	1.254	-1.57818	-2.73527	3.99217	-0.0530985
177	-3.46525	-2.05619	-4.17968	-4.45951	-0.154369	-0.333288	-1.00343	1.13377	3.26233	-3.55455	1.4261	-3.28459	-0.612802	-3.44557	1.37887	-0.258756
178	-1.33118	-3.17445	-3.61411	3.94565	0.959941	1.68275	4.35494	0.0127104	-4.5032	-2.98485	-3.73329	-1.08138	-0.720121	-4.74112	0.453365	-0.164773
179	2.22369	-3.9208	0.993854	-2.93068	0.74591	4.99043	3.20309	-0.991763	-3.56412	-0.370802	0.723646	0.82308	1.18363	-2.89748	3.35261	-0.0935179
180	-4.82184	4.63348	-0.283007	1.1381	1.31624	-0.92807	-3.84919	1.81304	1.08708	-2.58248	-4.26835	-4.63304	-2.3236	1.18502	2.59065	0.0881713
181	-1.24441	-2.82113	4.65997	4.5015	-2.8307	2.86306	-1.49026	-1.39481	-2.50774	4.23339	4.42827	3.67589	-3.66409	2.78088	1.92348	0.084439
182	1.55697	-3.17576	-0.902864	-2.1268	0.896173	0.247946	4.68624	-3.01675	2.66547	-4.58211	-2.64979	-4.65814	1.60291	4.94085	-0.902546	-0.0167956
183	3.78179	4.60082	-1.40104	-4.04891	2.46388	2.1087	-0.443725	4.95614	1.34208	-1.01546	3.63204	2.67799	-3.23458	0.55552	-0.214761	0.100668
184	-0.0143107	-2.49434	4.06954	-0.32807	-0.511094	1.735	0.0898245	1.83911	2.07686	-3.30726	1.77997	-3.82568	-4.52547	1.38079	-0.226726	0.128468
185	-3.57438	-1.15533	-3.11803	0.981892	-1.19918	3.22405	4.96643	-2.56714	0.902042	-3.26815	2.98838	-4.31272	-3.5437	-4.89914	2.29676	0.168444
186	4.80242	-0.652571	4.75848	-0.708675	-3.91757	-0.151694	-3.86956	3.15929	1.54104	2.91041	4.33361	2.01557	-0.708806	-0.893117	3.44119	-0.104187
187	3.13587	0.988853	-0.57692	-3.06331	-0.787094	-0.610486	-0.630458	-4.88505	1.12136	-2.64208	-4.19777	2.57767	-2.54122	3.09899	-2.14444	0.0227126
188	2.20299	2.30381	-2.80726	3.28542	-2.84788	-1.67682	1.44471	3.69316	-3.76642	0.778324	0.708734	0.524775	4.88521	-0.850078	-1.33936	0.0620686
189	0.87406	3.573	0.59733	-4.91303	-2.03748	4.96687	-4.79809	4.08388	-2.67521	-3.99586	1.66155	-0.21643	4.10314	4.51711	-2.6711	-0.0177725
190	4.63271	4.19729	0.00552704	-3.21517	-2.47954	-3.54976	-4.522	-1.24596	2.22857	1.18673	4.27882	2.11377	-4.66335	-2.06054	-2.01217	0.0989481
191	3.90966	3.53679	-1.9252	-3.12783	3.50366	-1.72329	-4.04395	-4.17155	-0.719142	2.6176	0.612021	-1.616	2.13472	2.94092	-4.61146	-0.222333
192	4.58583	3.86035	4.35847	-2.89371	-4.68941	4.83647	0.860335	2.53916	1.0232	0.139152	-0.347072	1.35985	3.07861	2.64076	0.269508	0.0908955
193	1.6154	-4.28444	2.14168	0.119064	-1.00773	3.09773	0.947515	3.27313	0.715337	-3.44046	-3.34288	-2.14995	4.50046	-2.95433	1.70488	-0.165699
194	0.565225	1.43257	-1.26221	0.875816	1.26904	4.59813	-1.58503	-2.70776	-0.262718	3.0679	3.65209	-2.18411	0.708661	-1.0784	4.4313	0.5666
195	1.42422	-3.93672	-0.44964	-4.58351	4.16101	-4.50212	3.68962	-0.123654	-2.94259	-4.65325	2.7264	-3.44213	-2.60758	-0.568725	3.63197	-0.202983
196	0.872316	-3.66642	2.35984	4.28729	-1.37419	-2.90288	2.35519	-2.7221	-0.0869828	-1.93615	1.1995	-0.655686	4.48807	2.26277	3.89467	-0.00170469
197	4.90456	1.42378	4.39255	3.59418	-3.69987	-3.55004	3.94093	4.02653	-1.99217	-3.66666	-1.5422	-3.3602	0.357261	-1.5457	1.70434	-0.199975
198	3.03792	-4.52119	3.61391	-3.33627	-2.42406	0.969095	-1.05837	2.48895	4.03294	-4.85887	-3.16673	3.52101	2.4039	-4.27206	3.42557	-0.0920286
199	-1.17232	-4.87951	2.01975	0.127811	-3.42955	0.960682	-0.845661	-0.421714	2.29403	2.61214	1.21809	-2.34871	-3.93355	-2.07757	0.77026	-0.165112
200	-2.37592	3.82501	-0.0239345	1.56571	1.31396	-0.990991	1.70684	3.14723	-2.46998	-0.889265	3.87517	-4.04441	2.93842	3.99566	2.97535	-0.137341
201	-1.93377	-4.43389	-1.06397	2.22057	0.144398	-3.76995	-0.167289	-3.63751	-1.11866	0.899156	-0.715081	4.6516	1.29222	0.245268	0.900674	-0.189739
202	-0.274317	-4.72474	-0.564945	-3.96036	-0.715734	-3.85811	4.18687	1.81429	0.252626	3.06204	2.76988	-1.80896	2.0577	0.745225	1.25727	-0.0637353
203	2.62382	4.68125	-1.52216	-2.23178	-4.08869	3.31055	-0.869297	-0.207352	-0.790291	3.41562	-0.555752	-4.49807	-1.33911	-4.65508	0.801121	-0.268718
204	1.07638	0.965293	1.11025	-4.63936	2.10718	0.297124	2.17493	-2.64019	-1.64083	-0.0551897	0.550852	-4.58313	-4.30996	-3.19187	3.04069	0.688715
205	-4.62871	0.285966	-4.1911	-3.71741	-1.40348	-0.0603927	1.07524	2.80623	-1.64477	-4.48051	3.30816	2.01612	-4.13559	-0.890722	3.54636	-0.209727
206	-0.488349	-2.95473	-4.4537	-3.38117	2.34239	2.72123	-1.02136	-4.29844	-2.33396	4.5295	-3.88157	-1.64392	-3.66238	4.15912	-1.27263	0.0215404
207	1.62359	4.96802	0.00996093	-4.77989	-0.0923701	-3.9148	3.02633	3.26286	-3.39531	1.33449	0.27898	-2.53089	-4.55623	-1.17466	3.40412	-0.0775116
208	3.49334	-3.437	-1.53604	4.61177	-0.0809221	-0.198419	3.77088	3.64644	-3.57483	3.73891	-1.34359	-3.35473	-1.35346	-0.258392	4.67161	-0.224805
209	-3.0906	1.3463	1.00609	2.18838	3.81541	1.44986	-3.98629	2.21953	2.07929	4.3507	2.66892	3.25501	4.30653	0.460699	2.15197	-0.229962
210	3.71497	1.70495	-1.4342	-1.36595	-3.49347	-2.66332	-2.71951	-2.0683	-3.92441	0.936895	-0.423028	-0.277874	-4.3215	-0.751422	1.63152	-0.295032
211	2.02481	-4.74533	-1.1801	0.840213	1.70453	-0.166389	-1.94026	-1.21618	-0.815686	-4.27134	-2.96117	-1.50916	1.18936	4.1908	1.73183	-0.321321
212	-3.46019	-0.0566861	1.04588	-1.1797	2.87501	2.12147	4.7572	-2.54801	-3.1564	-4.5643	1.70056	3.47512	2.4605	1.95524	-2.70499	-0.211633
213	-1.69928	-1.34023	2.12863	1.36046	2.44359	-3.68706	2.08913	4.48242	-0.196221	-1.72151	3.67322	-3.46439	-1.57811	1.57898	-0.0276093	0.44282
214	4.9157	-1.82304	-3.0609	2.79072	-4.70157	-3.30371	-4.7573	-2.85797	-2.86801	1.94327	-4.38285	4.5925	-1.1015	-2.08784	-2.10678	-0.0770784
215	2.55827	-4.95921	4.25368	0.00186265	-3.64627	1.34281	-0.515717	1.15751	4.6213	-1.8425	2.69311	-1.95681	4.73649	-2.33449	-4.82573	-0.0337061
216	-1.64877	4.79438	-4.62807	-1.35033	-3.50932	-4.38537	0.791697	-1.37733	2.5579	1.40884	-1.78483	-3.5436	4.32101	1.10839	4.01468	-0.254357
217	4.36179	0.362069	-0.983462	-4.28448	-3.29512	3.50082	1.87303	-3.67383	-3.34168	-0.43386	-0.63064	-3.60519	2.23165	-0.456371	4.25009	-0.250452
218	-0.84218	3.35732	-1.25493	2.37299	4.81372	-1.93392	-1.51862	3.82839	-2.57213	3.84345	-2.15507	-1.85661	-4.45168	-3.65425	-4.98359	-0.071499
219	-3.1255	-1.99592	-0.417446	1.24386	-0.601115	-3.1858	-4.21251	-1.35102	-3.37295	3.68235	-2.30655	-3.18816	-4.77312	-1.7714	-2.38875	-0.0574497
220	-4.03143	-3.69182	-0.240593	-4.21771	-0.625744	3.24079	4.61068	1.80212	2.08423	-2.54439	4.94551	2.63256	-1.19863	4.96193	4.50706	-0.0520193
221	1.80544	-0.45552	0.750917	-3.79567	1.35868	1.53841	-0.146694	2.98573	0.220757	2.54676	4.79757	0.447638	-4.22465	-2.59117	-1.98925	0.618406
222	-0.681074	-2.07882	-0.840316	3.69318	-3.83804	-1.22963	0.495306	3.2462	1.22598	0.440818	0.878755	-4.97265	0.402744	0.385813	1.83279	0.319555
223	4.94722	-3.86327	3.03712	1.3059	2.67514	-2.10957	-0.708364	-2.10411	-4.56281	-0.910792	3.34353	-3.78746	1.49803	-3.64572	4.37431	0.0238963
224	-2.70451	-0.964886	-0.633616	-1.54255	2.80548	4.86169	-3.29635	-0.968538	0.302508	2.58241	-0.941189	-4.29475	-2.03178	-4.10839	-4.34752	0.0963654
225	-0.895052	3.92873	1.95838	-3.21992	-3.18084	-3.74998	-0.324023	-2.74365	0.339224	-1.98049	-1.53112	-3.16274	-0.626215	-2.15681	-3.28731	-0.211526
226	0.747802	-0.586628	3.59613	-1.44672	-0.724938	-4.70022	2.58474	4.57757	2.88219	-3.35645	-4.71718	-4.14959	-2.46484	-4.0647	-0.0446447	0.856632
227	-3.53611	2.89368	1.73544	-1.71695	4.14369	-3.58858	0.539394	-0.517082	-0.569076	4.00828	1.32018	3.80471	-3.14853	3.03286	3.8517	-0.0677647
228	-1.73493	0.58629	2.33395	2.54013	0.886074	-0.0813095	2.1177	-1.23174	1.56225	2.40052	-0.38133	4.09741	3.33582	4.57403	-4.43871	0.436429
229	1.2295	1.30946	-1.15566	0.373193	2.72088	4.38374	4.85611	-2.8482	3.39202	1.17629	-4.04349	-4.75651	-0.79085	4.80821	2.23364	0.640752
230	-2.18007	0.323763	-4.38659	3.70601	-4.75755	2.73111	-2.52573	1.8047	0.131627	2.09294	0.902103	-1.53255	1.66697	1.4634	4.69695	0.302547
231	-2.02357	-4.69226	0.0701389	-4.30269	4.69148	-0.0737502	-2.15088	3.08349	-3.89746	-1.19437	3.32698	0.311687	-1.38616	0.560628	-1.6985	-0.133154
232	3.62526	2.30052	2.08657	3.86772	0.0316274	4.56084	0.672416	-4.83675	1.65378	-3.42548	-1.3693	-1.67925	3.03792	-1.67235	1.29718	-0.118051
233	3.34566	3.39779	1.99449	3.03714	-1.67596	4.8436	1.12063	-0.573427	-1.35077	-0.552385	4.73826	2.26307	-4.99176	-1.96024	-1.04981	-0.177401
234	-3.74929	0.475374	-4.46725	1.28233	0.0362135	1.20516	1.44559	-3.31001	2.77968	-4.92371	0.0107399	0.817598	-1.59606	-3.69208	-0.836744	-0.189004
235	-3.19827	3.3024	-2.79961	0.125763	3.14601	3.32102	4.55234	-3.20476	-2.23136	4.2906	4.05831	-2.22312	-2.66964	-1.9915	-3.83431	-0.405705
236	1.64106	-0.471867	-4.45846	-3.32273	-4.26671	1.98713	-1.63273	3.51298	2.06342	3.37801	-0.669426	-4.53264	4.68592	3.49383	-2.73092	0.440338
237	2.98833	-4.30578	2.39485	1.13434	4.01525	1.94718	2.92958	-3.21611	1.23778	1.98789	-0.439233	3.56814	4.99639	0.726453	-2.43647	-0.207001
238	2.09166	-0.202871	-0.955214	2.82495	-3.21574	2.41205	1.33793	3.84767	0.79006	-4.3315	4.31503	0.475984	4.16233	-3.41588	-1.53569	0.260958
239	4.85655	3.97896	4.59865	3.8718	0.926145	2.52823	-4.34431	-2.83608	-0.483884	0.216453	-4.26794	-0.487497	-4.05709	-1.70441	3.76809	-0.00990518
240	-1.43478	2.3552	3.2122	0.349478	-0.232744	-0.449873	-0.802847	-4.44268	0.21863	-1.48781	1.0333	-0.619038	0.0963014	4.49761	-0.762484	0.110807
241	-0.924736	4.09626	-1.89068	-4.99859	1.62449	-1.235	-2.83467	-3.8594	3.98146	-2.1026	0.653106	4.92436	1.19299	-0.578801	-1.76522	-0.148913
242	-4.41002	-0.207569	-1.6641	0.357239	4.34256	2.53305	0.914555	-0.438812	-3.95476	-3.05214	3.94215	1.14154	-3.55453	-1.82033	-4.7832	-0.105885
243	-4.45827	1.28898	-4.78179	2.16621	-4.94601	-2.61645	3.30682	4.03544	0.280943	-1.04008	3.9598	-3.52607	3.38112	-2.80542	3.05416	-0.130062
244	-2.15341	4.70344	3.1418	-2.81085	2.23649	-0.943642	1.75034	3.28173	1.00421	0.69249	-0.576732	2.44968	3.87216	-0.359929	2.99141	-0.31065
245	0.161141	-0.141718	0.157622	0.215128	2.24183	-1.53556	-0.74943	-2.47723	2.42436	-1.78963	-1.0033	0.805485	0.404956	-2.94914	-2.82697	1.1263
246	-3.12353	1.33132	2.08661	4.11296	-4.61232	-1.16305	2.39469	1.39189	4.52944	-3.18204	-1.15843	3.40159	1.45803	-3.16702	-1.43727	-0.078262
247	-3.68369	1.9906	3.77786	3.55814	-4.54496	-1.97157	-3.91909	2.87941	1.23881	0.0776135	-1.31511	-3.35624	2.12848	0.857919	4.83328	-0.27461
248	1.16461	4.11254	1.84735	1.55229	-2.05052	-0.757959	-2.05582	-2.52108	1.06	1.78576	-4.11948	-2.48197	3.61874	-0.556749	-1.16566	-0.14936
249	0.609341	-1.77889	-2.60752	1.06438	1.24955	-1.5266	-1.05621	-2.51165	3.55101	2.62868	-0.867885	0.679487	-1.5134	-1.0346	2.70542	0.565794
250	1.68229	4.76744	-2.68962	4.62647	-2.75364	3.37038	1.41223	-1.87312	-4.11159	0.0309649	2.57013	-0.277245	-4.35969	-4.20876	2.11524	-0.0862545
251	1.70469	2.04079	-4.41136	-4.35152	4.52914	4.13965	3.27716	-1.33875	-0.180865	-3.23624	2.62665	-2.47545	-2.01525	2.75666	4.34251	0.0802565
252	4.10995	-1.63653	-0.93458	-3.64369	-3.26615	-4.52235	-0.516817	-2.37774	0.508613	-2.94669	2.34502	1.14892	-2.15545	-0.539743	-2.14639	-0.230098
253	4.88534	0.0488945	-1.49791	4.41447	-0.811457	-3.22075	-1.92427	4.00768	-1.45699	-4.29762	-3.46777	1.52777	3.45904	-4.12526	2.58086	-0.259687
254	-3.65901	-2.32182	2.44105	0.824172	0.300439	-2.05033	2.87748	-2.35454	4.09858	-4.27797	2.10571	-3.04781	-4.39263	-2.84539	0.454281	-0.186284
255	-4.97816	1.34315	2.23353	-1.90243	0.350828	-4.22345	-1.20005	1.88306	2.30431	-2.74101	2.75779	-0.11483	0.156976	2.74248	0.829497	-0.178123
256	3.50767	4.56143	-0.0923614	-1.19189	-2.4889	-2.21488	1.45357	-3.39032	-1.49285	-1.44072	-1.43812	-0.885477	0.713892	4.01616	-0.863634	-0.0835009
257	-2.94296	1.24969	2.23394	2.40787	2.02624	-3.96611	-0.70907	-0.66945	-1.70712	-2.95128	4.21572	3.44986	4.7912	0.045217	-4.42976	0.0641873
258	-4.86832	-1.21769	2.36101	-2.35723	1.56743	-1.18542	-0.747541	-4.92542	2.37386	2.81434	-0.810897	-1.91225	1.83049	3.32547	0.144797	-0.220495
259	-1.91982	0.559409	-2.44733	-4.89358	1.5933	1.8436	-0.56303	4.88619	3.89232	-1.34731	3.33605	3.68352	3.69791	3.90629	2.55819	0.437628
260	-3.6595	4.6118	-3.31926	2.90792	-1.57362	0.933197	2.98251	-4.19976	-1.25247	-2.82839	-1.112	-4.42197	-4.50292	4.03279	-1.34179	-0.0402776
261	1.05649	-3.41454	-1.23537	-2.35021	3.42906	3.2016	-2.46403	2.32138	-3.14571	-4.12798	1.00491	-4.4478	4.77831	-1.4369	-2.197	-0.0134461
262	-2.5852	-4.50299	-2.18848	0.841183	1.4302	-4.20598	1.64143	-4.82226	-2.03437	-4.47058	-4.24424	-1.53729	4.56221	-0.586026	4.5192	-0.173458
263	-3.85232	3.17861	-2.83101	4.57674	1.38021	-0.29504	1.89812	3.2345	0.576981	-2.09698	3.78669	0.355289	1.46612	-3.41031	-0.828441	-0.295082
264	-0.331433	-0.818767	4.84568	-3.90123	-0.024744	1.4871	-3.72349	2.94089	2.01652	-2.96773	-3.5964	1.57874	1.44625	-4.07721	2.72641	0.846761
265	-0.37515	-1.90822	2.30315	-3.99494	2.79674	-0.798734	4.23955	-1.62628	2.10429	3.02625	3.72901	-1.42959	4.61594	-2.09943	-0.0598745	0.409193
266	4.12136	-1.53389	3.66791	-0.903386	4.95321	4.94442	-2.9625	1.96973	-3.02331	-1.5589	-1.45153	3.42293	-0.636106	-3.72512	-1.95222	-0.0868366
267	2.45567	3.57803	-0.947161	0.252416	-2.22071	-1.70761	3.62614	4.88358	-3.68136	2.35515	-1.54601	-4.06542	-4.74428	3.39412	-0.444986	-0.135709
268	3.02112	1.49276	-3.38791	2.97433	1.43718	-1.35041	-0.0559408	3.41387	2.09069	3.49253	1.8368	-3.54541	4.7674	4.88458	3.91026	0.00312663
269	3.34543	-1.06258	-0.837321	-3.87527	2.22981	-2.21118	-3.99169	3.54845	-4.85603	-0.537695	4.48303	-4.60032	-2.14358	-0.961953	3.22454	-0.115844
270	-4.9665	-3.84552	0.633591	-0.0224437	4.56835	-2.27572	-1.52992	1.40514	-0.821126	-1.76251	1.28972	-1.91086	-3.41708	-4.77286	2.25182	-0.141271
271	-2.29236	2.45695	-4.95937	-1.28405	1.00541	-4.8154	3.17826	0.488439	-4.41572	-3.96532	4.52649	3.80882	-3.59341	-3.41435	-1.47388	-0.110792
272	-0.319397	4.02417	1.59671	-0.751051	-3.25154	-4.93321	-4.34591	0.927333	-1.69572	1.94382	4.01647	-0.112805	2.17096	1.26829	2.59484	-0.290419
273	-0.372088	1.30892	-3.68921	-4.36668	1.49352	4.48905	1.12176	2.0778	-4.47626	0.648243	0.886622	-3.06967	2.2339	4.41274	0.320909	0.812826
274	-0.654917	0.449754	3.3423	1.09354	0.516543	3.99639	-2.97913	3.82082	0.940206	-3.96266	-1.29199	-1.88884	2.30563	-3.69715	2.73908	0.875929
275	-1.38545	-2.38635	3.37239	-4.89193	-2.8973	-0.505848	2.18587	-2.37356	-4.85761	-1.92751	-0.443233	2.37629	-2.51476	4.87768	1.22934	0.318537
276	-3.32091	-0.0791184	-4.6837	2.19564	-1.08273	-2.66282	1.01645	4.85748	-1.62548	4.72447	-2.03136	-4.31985	-3.97268	-4.29228	-0.705299	-0.144255
277	-1.35903	4.08011	-0.597229	0.743675	-1.42574	-3.41136	3.37012	-1.28334	-0.338864	-2.07312	-3.90705	2.14637	-2.19544	2.32229	-1.27504	-0.183302
278	3.64584	2.34362	1.19701	-2.43689	4.6808	-2.78653	-2.57941	-1.94468	-3.06206	0.389229	-1.26453	-2.03474	1.09695	3.03017	1.60623	-0.155635
279	0.177059	-2.56706	-2.65009	3.75132	-0.978419	-4.27998	-2.53202	3.68272	-1.35309	-1.43907	0.82909	1.45147	-4.11678	4.55405	-1.52121	0.134903
280	-4.237	-4.4968	3.29508	-1.81641	-1.44148	-4.76698	3.57282	2.29399	-1.80172	-0.330237	0.324154	4.80451	4.84682	2.75709	-2.84558	0.00231719
281	3.59815	-3.22133	-2.12555	-3.93387	-4.53861	1.52135	-0.372939	1.29048	-2.02718	0.510279	0.84453	1.45161	0.394877	-0.955581	2.27402	-0.323536
282	2.77722	4.77157	2.99101	-3.66426	-4.99541	1.56382	3.62973	-1.79713	-3.76641	-1.04611	-1.99262	-3.91959	-3.28902	0.161804	4.67856	-0.13152
283	-1.51035	3.03625	-4.25531	-1.04896	-0.442397	0.371747	-4.75848	2.53043	-4.11797	1.08605	-1.01796	1.2769	-4.86953	-3.74394	2.75339	-0.0742586
284	2.52496	-2.0711	-4.63098	2.52955	4.49273	3.99875	-4.26758	-4.27369	-2.04736	-1.2602	-3.19327	-0.336382	3.90161	-3.51472	3.15327	0.0547593
285	1.93786	-2.77003	-2.89569	-3.50454	2.60172	-2.65416	4.02589	3.48374	3.43189	-1.99208	-0.239352	3.56237	-0.736022	-2.48596	-1.49974	0.0716759
286	2.56856	0.921892	-2.33496	3.30098	1.64821	0.617676	-2.95922	3.45493	-4.71871	-4.05761	4.94022	3.43456	2.88024	-2.82981	-4.46112	0.0147038
287	4.3757	4.7719	-2.11528	3.40159	3.25565	-3.68339	-3.59049	-1.98371	4.87898	0.673488	0.530336	-1.62076	3.97075	0.569339	4.80841	-0.0826075
288	0.730298	0.302062	-3.56113	-2.6215	-4.08026	-1.52035	-4.16656	-3.79897	-0.577962	-4.22635	4.6356	-2.69772	-2.05616	-4.82553	-3.32202	0.810877
289	-2.28426	-1.94081	-4.92043	-4.02861	-0.624197	-3.51092	-1.01232	-0.745217	2.16257	4.51802	2.63402	1.13332	0.0873572	2.44243	3.77034	0.14312
290	-0.927597	4.66412	0.551235	-0.00785975	-1.85623	1.38467	1.19317	2.56581	2.15832	0.828767	4.86809	-4.89784	1.00324	-3.45392	-2.1821	-0.264019
291	4.06243	-3.37435	-1.21071	-1.56176	-1.88527	2.77697	2.69302	-4.7227	2.29499	0.327044	1.41061	-2.61765	-2.23052	0.180955	-4.3924	-0.143499
292	-4.72828	-3.50656	-0.754502	-1.5845	2.87811	-4.56133	-4.01869	0.036436	1.26744	-4.1506	0.138598	-2.72932	-2.60452	2.9565	-3.66689	0.00686796
293	-0.978877	-3.25421	-0.228653	2.13585	4.52277	-2.53563	2.41315	1.81776	2.79141	-1.17624	4.20011	-4.43912	4.00472	4.80771	1.50309	0.00188873
294	-1.50507	0.874641	-2.05776	-0.523763	-4.08892	4.20968	0.325638	1.04968	-3.51964	2.72111	-0.993823	-2.18653	-3.25776	0.751969	2.58481	0.50238
295	3.87809	0.274735	-4.95082	1.29124	-2.90751	2.84059	-4.885	-3.7074	3.40147	4.11972	-3.89969	-0.0954374	2.3778	-3.82026	-2.09891	-0.145153
296	3.77573	-2.17638	4.1509	4.68681	-2.9667	-0.523459	0.736485	-1.48634	-2.80234	4.74266	1.32712	-1.06011	0.494631	-1.08806	-2.18202	-0.21717
297	-4.23063	-1.03888	4.10922	-2.13814	-3.19829	4.22423	-0.845542	-4.79682	3.34395	0.254765	0.107743	0.721748	1.4345	3.00884	0.603121	-0.286805
298	3.42674	-4.73993	1.47138	-4.53996	-0.263388	-2.79214	-1.02631	1.93427	-3.04947	-4.69919	-4.12584	2.44516	-0.787248	-1.30785	3.21452	-0.0390771
299	3.17387	-2.19863	-3.92362	4.97558	-2.9744	0.23084	-4.82124	-4.63045	-4.5144	0.286502	1.09129	1.92011	-1.70466	-3.30559	3.02927	-0.0686058
300	-4.41881	-1.97404	3.75915	-0.44512	4.96023	-4.29033	-0.144306	-4.16561	3.15483	4.06845	-0.473465	1.36935	2.24232	2.3279	2.44573	-0.156819
301	2.2179	4.3535	-2.32343	2.39665	4.72305	-1.83782	-2.31684	0.81434	-4.91772	0.978494	2.50875	3.11156	1.0584	2.62991	1.40091	-0.257913
302	4.42686	-3.63117	-2.23402	4.38709	-2.9215	2.62167	-4.77852	-4.76667	1.69012	-0.251986	1.60268	-1.06757	-2.92408	-0.951583	-3.84967	-0.016763
303	-3.57058	1.72499	3.54698	-3.84754	4.88717	-3.76986	1.9668	4.96945	2.20863	-0.524441	3.08101	-1.73297	-2.89453	-0.518083	0.876718	-0.223492
304	2.24555	-1.91746	-1.70413	4.32405	-4.29579	-1.48265	4.55738	2.39433	3.26536	1.16007	-3.67324	-4.65872	-4.79152	-2.52291	-3.2293	0.0545917
305	1.93347	-3.97593	-2.07683	1.82064	-2.74579	4.88997	1.79009	4.46285	-0.63447	-0.128895	-2.27012	1.471	4.35302	3.6066	1.78756	-0.391592
306	4.8701	1.55767	0.1762	-4.42569	-4.92498	-0.266417	2.96864	3.34039	-4.10635	4.2954	3.68167	-3.89787	-3.22751	-4.54763	3.03561	-0.0943184
