n	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	y1
168	0.44103	0.0407074	0.179695	0.276786	0.942842	0.616236	0.332715	0.629179	0.318181	0.282273	0.430472	0.45081	0.726176	0.485774	0.865046	7.26748
169	0.053237	0.429468	0.521404	0.197277	0.126531	0.0150867	0.56529	0.0716956	0.0489014	0.614999	0.851987	0.465046	0.00896501	0.944534	0.983138	2.59175
170	0.0238458	0.642345	0.66235	0.966688	0.258582	0.995064	0.595867	0.576763	0.277337	0.0263388	0.0275728	0.00351349	0.512113	0.892619	0.0567505	9.69913
171	0.941581	0.414023	0.254028	0.0681119	0.42911	0.819318	0.139808	0.478011	0.434317	0.991795	0.943057	0.443282	0.936329	0.926195	0.905932	13.3111
172	0.548278	0.984242	0.916729	0.806859	0.979307	0.512596	0.383622	0.256644	0.538935	0.411195	0.260157	0.0510475	0.303814	0.316908	0.992629	26.6963
173	0.717837	0.570936	0.0607404	0.146947	0.390253	0.200548	0.624958	0.82457	0.192343	0.568015	0.267852	0.128672	0.49421	0.173784	0.450564	16.4508
174	0.434806	0.36098	0.528921	0.414113	0.873576	0.912543	0.670757	0.412511	0.323738	0.930914	0.463558	0.627552	0.247822	0.456187	0.345389	14.9736
175	0.818758	0.516927	0.492336	0.209011	0.717475	0.117294	0.0335814	0.909818	0.685308	0.301433	0.03849	0.179518	0.475217	0.489054	0.623769	14.9855
176	0.638743	0.00872991	0.270835	0.962481	0.939644	0.734394	0.590033	0.187467	0.190581	0.935422	0.0062243	0.707508	0.427758	0.215236	0.424983	16.4416
177	0.545052	0.248817	0.334801	0.23036	0.55025	0.373291	0.409878	0.0254675	0.862345	0.0336466	0.222746	0.786205	0.0183952	0.948946	0.124178	10.7205
178	0.132908	0.147555	0.55017	0.0725525	0.881949	0.140203	0.260019	0.0725295	0.0756256	0.266243	0.780037	0.503384	0.481479	0.205021	0.0484354	6.03107
179	0.730296	0.539822	0.278795	0.280546	0.913113	0.688673	0.306013	0.775459	0.72232	0.52876	0.561664	0.740715	0.477706	0.685842	0.617435	19.1596
180	0.891303	0.646939	0.755768	0.151322	0.719468	0.831394	0.417565	0.499506	0.334778	0.899044	0.704526	0.383213	0.62934	0.244348	0.662008	16.7224
181	0.909886	0.157461	0.350681	0.215899	0.93292	0.073001	0.744658	0.494584	0.813716	0.222364	0.180426	0.431151	0.287759	0.999177	0.19614	12.5789
182	0.0418015	0.562548	0.490486	0.459367	0.0620533	0.825264	0.358411	0.76658	0.208477	0.987751	0.0109277	0.870485	0.897636	0.168389	0.221167	6.08845
183	0.113535	0.101309	0.294168	0.858193	0.595893	0.107883	0.0805576	0.776319	0.539034	0.368317	0.775496	0.735174	0.271641	0.665975	0.578254	13.1501
184	0.140801	0.421219	0.167143	0.202855	0.246483	0.525554	0.969434	0.45496	0.513305	0.980362	0.325445	0.410941	0.148751	0.546612	0.524476	7.51264
185	0.25006	0.840779	0.382669	0.845953	0.948663	0.463227	0.622272	0.487697	0.831543	0.397768	0.222871	0.103184	0.0637432	0.801125	0.0339168	19.5412
186	0.144781	0.701619	0.464217	0.114215	0.156579	0.977522	0.0945765	0.482024	0.388463	0.243328	0.0286354	0.912939	0.493388	0.869415	0.295608	5.79334
187	0.339341	0.818077	0.758834	0.961613	0.305774	0.590377	0.359381	0.528645	0.693561	0.423124	0.329769	0.727478	0.194644	0.271695	0.182614	19.1012
188	0.884233	0.597525	0.530691	0.0408117	0.575047	0.625267	0.522835	0.96351	0.868595	0.551471	0.876449	0.361982	0.420885	0.172057	0.701323	13.0255
189	0.238963	0.930891	0.662936	0.544736	0.521268	0.0223176	0.073381	0.214829	0.445442	0.40315	0.942307	0.640086	0.674846	0.124921	0.773394	13.5393
190	0.049966	0.945966	0.247279	0.572801	0.909476	0.115874	0.124272	0.785925	0.477856	0.545158	0.957982	0.179179	0.78412	0.888872	0.842115	14.4299
191	0.328857	0.41014	0.864433	0.402238	0.62497	0.309875	0.805388	0.567277	0.949961	0.480234	0.692199	0.723355	0.571555	0.701353	0.0942737	13.1696
192	0.0402397	0.440847	0.324121	0.949716	0.556721	0.448393	0.735641	0.0345765	0.993551	0.693622	0.213756	0.777671	0.582495	0.0558709	0.106527	14.0679
193	0.992635	0.920304	0.508765	0.617605	0.230179	0.314153	0.184883	0.18014	0.794387	0.877081	0.903495	0.365942	0.578435	0.997768	0.55951	9.92605
194	0.000356919	0.653874	0.987724	0.557078	0.102267	0.723365	0.591654	0.0958177	0.416987	0.80541	0.873489	0.999482	0.861281	0.980016	0.992117	10.6141
195	0.781584	0.488781	0.609722	0.0117633	0.802934	0.794605	0.191903	0.597321	0.671686	0.0953979	0.963263	0.250121	0.0931663	0.522773	0.579874	12.5965
196	0.233749	0.118898	0.0802078	0.336016	0.842263	0.671862	0.431833	0.25925	0.477272	0.305322	0.258732	0.338552	0.285338	0.250849	0.120137	12.0368
197	0.774119	0.860571	0.1319	0.577053	0.655176	0.323803	0.174375	0.326862	0.419201	0.137638	0.576983	0.512367	0.660411	0.156857	0.643542	19.2272
198	0.76244	0.263749	0.726621	0.604703	0.935611	0.158455	0.863953	0.412883	0.463777	0.122685	0.751435	0.749115	0.373534	0.871572	0.523234	17.2441
199	0.234105	0.00347144	0.100288	0.889282	0.327274	0.274662	0.216144	0.746475	0.4123	0.793127	0.258843	0.0727112	0.949984	0.902384	0.256253	12.5225
200	0.520002	0.0672112	0.269527	0.455613	0.225666	0.13348	0.868496	0.689443	0.256165	0.61993	0.438558	0.629699	0.491502	0.961792	0.863804	9.11193
201	0.494973	0.0620798	0.753086	0.822248	0.336742	0.96923	0.568723	0.749042	0.762356	0.827566	0.821753	0.71234	0.72995	0.078006	0.0529298	10.5173
202	0.120141	0.664301	0.0536207	0.345807	0.79778	0.922116	0.0352498	0.053945	0.542047	0.473808	0.683644	0.0335485	0.4356	0.547448	0.528522	15.4349
203	0.497679	0.300534	0.35077	0.834421	0.269764	0.919493	0.583464	0.0321198	0.747059	0.405217	0.74446	0.477009	0.483223	0.79739	0.871783	14.7757
204	0.263337	0.333864	0.0569679	0.298587	0.387809	0.599015	0.772395	0.0714528	0.632563	0.207994	0.618901	0.161085	0.705674	0.919435	0.511854	10.4704
205	0.540095	0.189199	0.431347	0.123559	0.221318	0.178406	0.528776	0.965778	0.655415	0.0119987	0.763168	0.527197	0.0932296	0.680698	0.0632809	4.84866
206	0.242623	0.784954	0.884064	0.0150175	0.856407	0.516627	0.223012	0.475308	0.677711	0.928685	0.394743	0.189566	0.468781	0.583941	0.620913	11.4617
207	0.592339	0.805259	0.799319	0.121115	0.771038	0.454734	0.133114	0.534205	0.981931	0.226343	0.214903	0.0452119	0.454424	0.158939	0.442357	18.3327
208	0.22731	0.623537	0.416579	0.083717	0.140164	0.639591	0.559024	0.817875	0.568277	0.953767	0.00744101	0.0370571	0.537708	0.628354	0.629396	5.36741
209	0.342968	0.427673	0.750511	0.114005	0.882406	0.883625	0.64821	0.864337	0.109968	0.863114	0.909549	0.564392	0.0220529	0.351906	0.303865	9.54586
210	0.927403	0.840194	0.662933	0.0675663	0.479785	0.221958	0.885441	0.0480619	0.175725	0.892882	0.085119	0.713433	0.521237	0.714515	0.0564005	11.7705
211	0.948909	0.465026	0.170406	0.831316	0.348651	0.818616	0.695653	0.458619	0.68173	0.605203	0.0230108	0.703783	0.957109	0.326876	0.127397	22.304
212	0.967591	0.199259	0.321845	0.447377	0.421216	0.207287	0.495439	0.596941	0.100169	0.580558	0.310374	0.621406	0.295073	0.366775	0.570315	11.2532
213	0.760099	0.53718	0.401631	0.10875	0.355796	0.0972843	0.567369	0.0375259	0.702487	0.59038	0.741308	0.659596	0.917256	0.868706	0.195921	12.3009
214	0.395179	0.49338	0.283674	0.816396	0.700667	0.779113	0.413337	0.800836	0.35967	0.723711	0.422242	0.654743	0.090486	0.992557	0.414843	18.708
215	0.627666	0.394188	0.523593	0.983462	0.491472	0.0909622	0.0209883	0.193959	0.681342	0.762297	0.853555	0.598599	0.631003	0.0494756	0.770134	17.8595
216	0.263514	0.750974	0.26105	0.964181	0.530087	0.674387	0.765018	0.889757	0.398099	0.18726	0.5445	0.488584	0.179817	0.959343	0.116251	16.7922
217	0.574005	0.482936	0.0997131	0.0654773	0.573898	0.120701	0.259437	0.25524	0.882998	0.112992	0.853839	0.514001	0.162467	0.623973	0.981301	14.6267
218	0.732274	0.868172	0.851668	0.262361	0.54256	0.616686	0.152118	0.940658	0.803946	0.696618	0.429243	0.983763	0.655961	0.545493	0.557767	17.8145
219	0.138897	0.645206	0.623245	0.712795	0.765908	0.882681	0.968036	0.648906	0.995673	0.821875	0.162907	0.15814	0.445847	0.144207	0.765262	13.6828
220	0.633434	0.185002	0.138843	0.175994	0.801688	0.290961	0.116652	0.605634	0.98758	0.545894	0.589397	0.643541	0.0913878	0.147164	0.782438	12.782
221	0.736594	0.770409	0.495234	0.502502	0.65309	0.463269	0.151408	0.648763	0.285144	0.314315	0.806903	0.730991	0.458522	0.572165	0.064325	17.454
222	0.249327	0.473847	0.381592	0.0510156	0.764808	0.498244	0.65665	0.752388	0.0441388	0.246046	0.395929	0.135527	0.39321	0.178367	0.872121	7.14769
223	0.163619	0.673601	0.374623	0.816709	0.13687	0.526031	0.465472	0.422014	0.840346	0.272375	0.153005	0.298869	0.844539	0.21733	0.633873	11.9196
224	0.10772	0.431731	0.517673	0.872529	0.929975	0.174323	0.624917	0.974114	0.420369	0.0208458	0.10964	0.813579	0.199213	0.981761	0.977198	14.7898
225	0.872814	0.356384	0.793907	0.00968375	0.882415	0.25938	0.431698	0.722761	0.531754	0.584703	0.0216301	0.376294	0.802032	0.655503	0.426432	13.7388
226	0.858162	0.786363	0.635752	0.788137	0.960685	0.260669	0.762251	0.381054	0.281515	0.871891	0.194633	0.480728	0.853652	0.171831	0.353541	22.4784
227	0.210037	0.965739	0.363225	0.0924517	0.225118	0.794923	0.815213	0.756873	0.379625	0.836843	0.133166	0.181658	0.492346	0.559598	0.450347	6.83169
228	0.23671	0.891322	0.205898	0.197395	0.151991	0.968149	0.578449	0.433505	0.84004	0.773082	0.914233	0.693693	0.944913	0.267774	0.903729	10.0984
229	0.910652	0.630999	0.996181	0.135771	0.425922	0.811394	0.892644	0.805547	0.648238	0.0258101	0.987205	0.140584	0.585408	0.437552	0.396153	17.4624
230	0.871657	0.439466	0.177216	0.450106	0.872971	0.0172568	0.223188	0.787205	0.71095	0.168102	0.054979	0.614679	0.0787541	0.685978	0.610861	19.358
231	0.214525	0.111901	0.422255	0.107169	0.917448	0.0704925	0.132979	0.904653	0.211076	0.718387	0.342206	0.60723	0.721556	0.0164681	0.894705	6.22101
232	0.338232	0.207143	0.125096	0.56142	0.994347	0.836046	0.729521	0.0493262	0.450725	0.808275	0.735305	0.0615859	0.0228004	0.847205	0.483841	14.8419
233	0.129969	0.764653	0.554333	0.262947	0.669307	0.76541	0.981334	0.0115122	0.37264	0.702891	0.0279803	0.267345	0.633514	0.916106	0.601516	9.96258
234	0.808659	0.86645	0.815757	0.803006	0.702496	0.545278	0.852332	0.153221	0.353554	0.587636	0.214807	0.376354	0.434842	0.698648	0.506323	20.7434
235	0.199495	0.252981	0.769271	0.868802	0.0183912	0.750605	0.880314	0.391031	0.453496	0.908294	0.658376	0.0870093	0.8244	0.259892	0.828363	12.1257
236	0.871556	0.397308	0.439772	0.723888	0.55053	0.793326	0.311524	0.765337	0.16968	0.746366	0.463985	0.676003	0.945861	0.716966	0.445273	19.5617
237	0.814662	0.735358	0.195879	0.694976	0.126389	0.649374	0.60327	0.784764	0.736383	0.42767	0.0446557	0.564746	0.506407	0.113206	0.259558	18.9101
238	0.656867	0.840673	0.708649	0.207396	0.633998	0.0201733	0.972733	0.803678	0.766539	0.436718	0.479681	0.7124	0.153684	0.924955	0.527063	16.181
239	0.889042	0.120833	0.222039	0.0154305	0.770207	0.825309	0.800195	0.50659	0.252979	0.84485	0.0713363	0.759386	0.958056	0.330895	0.160287	7.69746
240	0.67164	0.16789	0.438636	0.438179	0.604608	0.918317	0.150579	0.758293	0.843271	0.677642	0.647335	0.964104	0.899681	0.662765	0.734311	11.4645
241	0.72499	0.46296	0.240902	0.977969	0.30781	0.312238	0.737355	0.265866	0.643132	0.897642	0.208684	0.630894	0.898601	0.860151	0.826051	23.5981
242	0.993941	0.972194	0.96997	0.598549	0.890511	0.120549	0.356842	0.733782	0.798191	0.00417629	0.697886	0.697872	0.666941	0.432197	0.422861	18.0346
243	0.129901	0.673099	0.40083	0.437711	0.985336	0.138185	0.703578	0.628469	0.0358272	0.912262	0.259362	0.934428	0.772412	0.0854131	0.467987	11.9822
244	0.44018	0.274174	0.677903	0.330691	0.394723	0.034745	0.0644727	0.192914	0.0389213	0.762359	0.890786	0.705863	0.194556	0.313647	0.835764	9.11901
245	0.867654	0.714478	0.273475	0.852991	0.852663	0.977052	0.481459	0.88849	0.889314	0.740822	0.822919	0.661726	0.826235	0.290905	0.96593	23.5737
246	0.240103	0.583492	0.0617766	0.634826	0.618237	0.126249	0.82774	0.657158	0.888608	0.718526	0.363021	0.0831634	0.0321735	0.198785	0.950818	17.8003
247	0.746651	0.47226	0.803808	0.599315	0.449312	0.285267	0.487805	0.338626	0.0260891	0.310724	0.000352373	0.852324	0.601629	0.966282	0.757913	18.413
248	0.341405	0.394491	0.841211	0.959642	0.52074	0.668952	0.6168	0.409348	0.387478	0.979821	0.492511	0.419651	0.178605	0.443329	0.166303	17.5469
249	0.650865	0.247137	0.765617	0.100177	0.532404	0.253422	0.438803	0.558493	0.564146	0.439155	0.410817	0.165774	0.405438	0.16873	0.498488	12.3501
250	0.892979	0.453034	0.469776	0.413719	0.121986	0.0865759	0.823067	0.509464	0.0663968	0.315578	0.929115	0.245002	0.758907	0.0954177	0.895867	14.5398
251	0.00604346	0.861035	0.996044	0.538448	0.114457	0.434848	0.0969408	0.678603	0.874003	0.507758	0.844377	0.279441	0.676487	0.342865	0.891263	10.3596
252	0.344298	0.656398	0.649563	0.466283	0.742974	0.47263	0.975747	0.80937	0.788208	0.904862	0.0543727	0.547115	0.000279942	0.95024	0.553158	14.7686
253	0.861315	0.946284	0.0916059	0.975772	0.381132	0.188547	0.654375	0.255135	0.696305	0.498752	0.534575	0.372792	0.841617	0.425839	0.559414	19.6066
254	0.23642	0.958785	0.199655	0.212167	0.768155	0.987863	0.117029	0.822528	0.534978	0.117309	0.772768	0.088136	0.978624	0.719052	0.179742	15.0051
255	0.954396	0.100184	0.368289	0.608771	0.355319	0.0645931	0.107522	0.889895	0.437385	0.949139	0.315733	0.996799	0.0266007	0.0858698	0.21261	12.3038
256	0.171395	0.95328	0.534457	0.939551	0.941143	0.651486	0.762079	0.476121	0.768795	0.534847	0.564257	0.747419	0.253899	0.743999	0.701815	18.2412
257	0.354083	0.112287	0.310585	0.709403	0.176881	0.418107	0.599297	0.614266	0.367247	0.915031	0.611065	0.393848	0.000900527	0.823675	0.147473	10.0314
258	0.518017	0.277927	0.231546	0.0822743	0.0253457	0.485445	0.826273	0.72716	0.839528	0.93856	0.0377454	0.548931	0.115441	0.455853	0.148228	8.68974
259	0.729707	0.8231	0.0632589	0.340771	0.216947	0.0641595	0.164446	0.36442	0.38735	0.159516	0.465173	0.244996	0.0941366	0.50707	0.754129	17.8254
260	0.784562	0.347356	0.872195	0.822307	0.896287	0.987636	0.27816	0.0445148	0.717343	0.10126	0.107774	0.0581138	0.318207	0.171933	0.22256	23.7825
261	0.682627	0.559283	0.382076	0.1478	0.804279	0.476212	0.65487	0.558408	0.267048	0.679957	0.590463	0.28943	0.787318	0.647865	0.797257	16.7761
262	0.144613	0.593148	0.254734	0.0408992	0.580784	0.532894	0.0854141	0.298126	0.634153	0.193188	0.35624	0.95236	0.365121	0.5788	0.634987	6.66437
263	0.924404	0.960875	0.782787	0.728683	0.437087	0.437657	0.287091	0.704136	0.117614	0.877554	0.993566	0.904933	0.525419	0.790823	0.625886	13.8579
264	0.976335	0.799817	0.745472	0.0617487	0.0979433	0.379626	0.254937	0.454183	0.331986	0.620058	0.032983	0.966973	0.544461	0.993858	0.74976	7.99679
265	0.273144	0.430946	0.187417	0.560235	0.135081	0.305032	0.437789	0.128647	0.209964	0.963208	0.91947	0.83585	0.921053	0.854905	0.0548832	11.6819
266	0.8547	0.879104	0.892989	0.952644	0.258729	0.147925	0.406827	0.590715	0.767983	0.43981	0.557688	0.312444	0.433668	0.307448	0.585588	21.0979
267	0.864614	0.494865	0.145823	0.999695	0.799896	0.583612	0.128342	0.0098606	0.54682	0.0478119	0.84571	0.467873	0.902717	0.900594	0.601504	27.0686
268	0.480608	0.626945	0.707937	0.739338	0.77487	0.114764	0.330053	0.542853	0.554574	0.887741	0.855297	0.988242	0.195188	0.440886	0.852856	21.1406
269	0.690053	0.586709	0.852551	0.489949	0.170321	0.980893	0.49981	0.717141	0.0287054	0.34552	0.185014	0.931422	0.246114	0.786519	0.665379	16.7701
270	0.00646503	0.0671951	0.824109	0.336518	0.610048	0.378683	0.224259	0.465346	0.366926	0.419447	0.906231	0.219782	0.1095	0.49294	0.0723329	9.56177
271	0.599449	0.663262	0.0532264	0.0992593	0.380403	0.0819318	0.44478	0.565417	0.0133542	0.690894	0.351936	0.678733	0.692302	0.619063	0.971058	15.0551
272	0.0382532	0.225756	0.962046	0.648301	0.60444	0.186305	0.113647	0.971365	0.605752	0.0198783	0.191147	0.715252	0.512819	0.26348	0.314701	15.7292
273	0.17608	0.316706	0.41396	0.556484	0.398638	0.85874	0.121901	0.411992	0.549634	0.473837	0.0907257	0.241935	0.0929004	0.0617837	0.643582	9.74097
274	0.869339	0.680475	0.748338	0.473779	0.86678	0.861985	0.445144	0.472532	0.881864	0.636291	0.187784	0.394682	0.899771	0.502485	0.570763	19.3597
275	0.216477	0.916445	0.127246	0.615115	0.775185	0.249147	0.0271075	0.324819	0.722984	0.117833	0.566755	0.815885	0.179617	0.210337	0.534314	18.4307
276	0.214789	0.0279923	0.553454	0.0815687	0.889978	0.998598	0.554101	0.771841	0.634889	0.741884	0.166524	0.53466	0.244369	0.737287	0.751137	5.10697
277	0.160814	0.864533	0.366252	0.936	0.11368	0.39336	0.260819	0.836664	0.511193	0.827573	0.652549	0.69081	0.0379103	0.186863	0.970464	13.5752
278	0.998456	0.67104	0.48322	0.888434	0.669638	0.0373206	0.660275	0.304527	0.779205	0.826799	0.839187	0.0235743	0.564086	0.590323	0.184389	20.6035
279	0.428618	0.956576	0.120389	0.542298	0.349935	0.381207	0.378963	0.861128	0.208781	0.031512	0.551938	0.246691	0.218375	0.522402	0.364277	21.9992
280	0.0353169	0.103246	0.409292	0.704955	0.140567	0.069567	0.00948156	0.919772	0.896366	0.848668	0.943346	0.460452	0.438992	0.127735	0.88907	8.43839
281	0.395567	0.248123	0.431368	0.745502	0.629331	0.810331	0.606631	0.838112	0.841843	0.158569	0.0848026	0.0602179	0.680971	0.44908	0.680244	12.2966
282	0.78349	0.61112	0.189351	0.924057	0.680687	0.198833	0.843828	0.577053	0.0475008	0.787174	0.0375049	0.486492	0.914909	0.926575	0.882059	24.4769
283	0.163032	0.357943	0.627562	0.792363	0.168275	0.234192	0.630474	0.0101177	0.392761	0.715277	0.0703356	0.0737316	0.164357	0.75058	0.27556	13.0373
284	0.88668	0.838104	0.458126	0.567368	0.0369368	0.301954	0.144421	0.0844376	0.0891284	0.181926	0.57093	0.00403726	0.108501	0.452989	0.167069	13.6019
285	0.466444	0.0805512	0.959432	0.634718	0.314744	0.589907	0.644836	0.707505	0.305184	0.715172	0.781236	0.46954	0.465751	0.0567962	0.118293	13.9076
286	0.510844	0.993334	0.759901	0.655265	0.0777718	0.849029	0.837191	0.648702	0.853067	0.945691	0.101691	0.020136	0.412135	0.182242	0.979568	18.2356
287	0.0468533	0.496986	0.569475	0.691689	0.20449	0.874659	0.406861	0.985727	0.344199	0.872612	0.0425227	0.462492	0.872433	0.985999	0.418889	6.68782
288	0.412224	0.0902808	0.152108	0.489995	0.93931	0.989299	0.138697	0.792377	0.93499	0.240388	0.812513	0.347125	0.42263	0.792081	0.393978	13.1449
289	0.919616	0.361556	0.0856672	0.124107	0.236214	0.492528	0.109833	0.580413	0.365141	0.152356	0.0429054	0.237574	0.138355	0.461795	0.567954	14.8279
290	0.658234	0.787306	0.364014	0.597545	0.776605	0.502711	0.389921	0.711595	0.743099	0.202434	0.0587192	0.165729	0.994514	0.452697	0.0853455	21.1118
291	0.35607	0.538364	0.209452	0.592285	0.0308925	0.319286	0.172698	0.396033	0.471642	0.215603	0.633607	0.609997	0.677398	0.201561	0.245195	13.5903
292	0.0325016	0.91543	0.45734	0.809107	0.41814	0.847261	0.520701	0.161239	0.0496945	0.57942	0.326968	0.0442089	0.0321174	0.412314	0.400279	12.2697
293	0.570482	0.621766	0.992564	0.601374	0.941052	0.165262	0.997407	0.412693	0.380865	0.631014	0.0226899	0.0582629	0.832575	0.267885	0.609679	25.6134
294	0.525109	0.14971	0.109493	0.943249	0.996971	0.630194	0.104488	0.046665	0.209615	0.431457	0.0908739	0.241732	0.843771	0.491153	0.812214	18.806
295	0.465537	0.483717	0.413588	0.406589	0.648978	0.410995	0.819282	0.0298433	0.042009	0.841972	0.0881062	0.874584	0.109857	0.697785	0.566954	13.5061
296	0.716664	0.519737	0.166144	0.713634	0.149931	0.270632	0.760299	0.359546	0.702089	0.851173	0.601278	0.54586	0.342326	0.413492	0.0113964	17.9248
297	0.826043	0.82708	0.417985	0.475021	0.238075	0.237267	0.504865	0.280084	0.0792385	0.592971	0.154667	0.189095	0.290756	0.721621	0.599339	15.0852
298	0.119075	0.679794	0.151919	0.269006	0.950426	0.912218	0.628552	0.652515	0.763392	0.229831	0.198374	0.105718	0.643323	0.209771	0.931761	9.57272
299	0.470402	0.627756	0.406782	0.708477	0.865022	0.911647	0.98856	0.944261	0.504618	0.143228	0.133356	0.795374	0.864849	0.732695	0.309024	19.1328
300	0.988818	0.455053	0.120776	0.939244	0.367272	0.749329	0.591758	0.130663	0.979159	0.790132	0.236381	0.622482	0.999903	0.168141	0.0928841	24.7917
301	0.627658	0.574924	0.801361	0.492681	0.48657	0.789921	0.436941	0.991188	0.933149	0.570297	0.786562	0.797998	0.302992	0.0955856	0.101132	18.662
302	0.0236472	0.923456	0.0248668	0.615406	0.0541195	0.00402618	0.405538	0.2905	0.626508	0.405441	0.458642	0.719392	0.0330992	0.0335653	0.520753	9.92214
303	0.52578	0.520136	0.310674	0.962721	0.511323	0.243823	0.533019	0.297885	0.0418207	0.836011	0.393471	0.142952	0.990772	0.477874	0.699137	18.7294
304	0.622594	0.291177	0.116927	0.676713	0.295203	0.522465	0.967213	0.921711	0.927906	0.425855	0.641104	0.961005	0.45942	0.161857	0.486785	16.5817
305	0.979556	0.472531	0.449506	0.490879	0.716354	0.982525	0.788764	0.758175	0.818535	0.182235	0.901127	0.809308	0.660109	0.600264	0.075618	17.9076
306	0.366795	0.278558	0.899571	0.661999	0.801023	0.866784	0.58371	0.728929	0.292639	0.224814	0.689934	0.752059	0.386671	0.176718	0.731615	16.5097
307	0.859202	0.626225	0.222494	0.575556	0.608749	0.0112589	0.33373	0.427285	0.193494	0.234857	0.236592	0.853604	0.835121	0.31221	0.0152345	19.8649
308	0.293792	0.95755	0.341004	0.0948153	0.824333	0.924714	0.823744	0.116972	0.149528	0.513677	0.869031	0.536199	0.690396	0.600646	0.395401	13.4702
309	0.316621	0.823141	0.970956	0.92537	0.8344	0.304687	0.352655	0.027894	0.539544	0.589247	0.881498	0.374665	0.901458	0.896732	0.432644	25.5013
310	0.390194	0.921468	0.28534	0.214527	0.846182	0.109084	0.331499	0.99571	0.622761	0.200531	0.531909	0.313157	0.801177	0.92731	0.629778	15.0458
311	0.624318	0.898266	0.555148	0.458718	0.202952	0.907802	0.486612	0.742496	0.49705	0.368109	0.117161	0.398507	0.264841	0.549805	0.978971	15.4102
312	0.900438	0.740705	0.154526	0.74662	0.849789	0.486025	0.742331	0.47255	0.686556	0.27424	0.785707	0.487733	0.201549	0.415485	0.112051	23.4549
313	0.0998152	0.970633	0.570769	0.302768	0.878435	0.0573803	0.0452637	0.375485	0.425489	0.162425	0.773992	0.690331	0.71223	0.752963	0.145696	11.8072
314	0.886402	0.806756	0.400022	0.736191	0.292781	0.142352	0.208741	0.979337	0.416592	0.994449	0.46707	0.618141	0.409934	0.579121	0.717957	18.1281
315	0.380567	0.14989	0.0207242	0.259002	0.20727	0.0659879	0.634487	0.63276	0.228413	0.408479	0.32309	0.940643	0.161442	0.468787	0.592873	11.1031
316	0.399629	0.214866	0.0913795	0.69241	0.357218	0.300121	0.671747	0.77381	0.294569	0.138818	0.391952	0.704503	0.717939	0.109908	0.0850698	14.2086
317	0.867829	0.130632	0.344072	0.0750998	0.19662	0.978559	0.70786	0.425033	0.387038	0.0309501	0.365677	0.54848	0.499737	0.958549	0.363324	6.66967
318	0.57819	0.946305	0.0505881	0.935408	0.246426	0.722335	0.709218	0.540995	0.861153	0.101169	0.245498	0.579093	0.211078	0.330568	0.446922	24.1315
319	0.34171	0.67464	0.522022	0.53833	0.653198	0.229881	0.963364	0.0402364	0.260831	0.32904	0.588717	0.760568	0.28759	0.952041	0.615494	17.4402
320	0.561799	0.696356	0.465638	0.808225	0.418691	0.174856	0.34922	0.279845	0.276025	0.594718	0.858937	0.487103	0.925286	0.305859	0.828813	20.068
321	0.599926	0.827881	0.367143	0.253124	0.0577622	0.330506	0.293361	0.318594	0.659547	0.882078	0.0791618	0.947136	0.834118	0.694656	0.592904	12.4287
322	0.28926	0.829987	0.0646789	0.707951	0.00484273	0.413899	0.987796	0.280868	0.0086165	0.846733	0.76797	0.933903	0.152592	0.596783	0.533829	16.4057
323	0.980473	0.963926	0.786953	0.0382354	0.294432	0.0803139	0.356829	0.953979	0.962391	0.435991	0.901115	0.79651	0.130646	0.49402	0.160859	4.69677
324	0.990845	0.45178	0.491231	0.995688	0.865678	0.479027	0.276556	0.874295	0.32576	0.0445265	0.808197	0.478353	0.64131	0.342026	0.458826	25.4583
325	0.605236	0.128979	0.497061	0.899668	0.209293	0.85389	0.853647	0.171684	0.289881	0.754763	0.968194	0.420527	0.248782	0.129053	0.807628	10.7741
326	0.115586	0.125086	0.00231972	0.392142	0.99938	0.32808	0.436669	0.807578	0.806433	0.0779785	0.149604	0.265258	0.683214	0.278583	0.76232	14.4904
327	0.582882	0.487875	0.61621	0.436529	0.65956	0.906091	0.191292	0.627754	0.326618	0.440074	0.756807	0.134247	0.472136	0.876705	0.393654	15.7298
328	0.384433	0.518121	0.325828	0.821102	0.325698	0.132261	0.899081	0.475302	0.397519	0.582295	0.753884	0.159839	0.165177	0.24176	0.776049	16.4266
329	0.601706	0.90132	0.68214	0.792998	0.529073	0.00875863	0.233072	0.28588	0.143005	0.705208	0.162585	0.53666	0.700636	0.154876	0.0553997	23.0171
330	0.57352	0.0242128	0.360412	0.899219	0.156474	0.259493	0.374521	0.553993	0.841787	0.128405	0.713832	0.00696443	0.370165	0.489881	0.608671	10.9702
331	0.271484	0.172021	0.401669	0.800558	0.18078	0.634741	0.0864379	0.323785	0.339949	0.249023	0.860445	0.040585	0.403899	0.915844	0.73897	11.2582
332	0.763182	0.30362	0.388583	0.919656	0.563112	0.763104	0.473649	0.4049	0.891509	0.187481	0.411864	0.261674	0.677362	0.0205349	0.533158	18.8972
333	0.849383	0.422204	0.333716	0.0301624	0.0569444	0.420154	0.353947	0.396893	0.669177	0.214392	0.437478	0.0730753	0.130236	0.176448	0.0162833	10.3291
334	0.319903	0.00818395	0.859286	0.883015	0.771288	0.332935	0.287915	0.662797	0.520416	0.699779	0.92447	0.197777	0.720314	0.457628	0.0471598	15.939
