t	xt	xt.lag1	xt.lag2	xt.lag3	xt.lag4	xt.lag5	xt.plus1
347	-1.64498	-3.70498	0.594528	1.04966	0.275398	1.56314	-3.27102
348	-3.27102	-1.64498	-3.70498	0.594528	1.04966	0.275398	-1.61033
349	-1.61033	-3.27102	-1.64498	-3.70498	0.594528	1.04966	2.43152
350	2.43152	-1.61033	-3.27102	-1.64498	-3.70498	0.594528	0.792138
351	0.792138	2.43152	-1.61033	-3.27102	-1.64498	-3.70498	2.54349
352	2.54349	0.792138	2.43152	-1.61033	-3.27102	-1.64498	0.233583
353	0.233583	2.54349	0.792138	2.43152	-1.61033	-3.27102	-2.96877
354	-2.96877	0.233583	2.54349	0.792138	2.43152	-1.61033	1.61863
355	1.61863	-2.96877	0.233583	2.54349	0.792138	2.43152	-1.04371
356	-1.04371	1.61863	-2.96877	0.233583	2.54349	0.792138	1.23672
357	1.23672	-1.04371	1.61863	-2.96877	0.233583	2.54349	2.54976
358	2.54976	1.23672	-1.04371	1.61863	-2.96877	0.233583	-1.43072
359	-1.43072	2.54976	1.23672	-1.04371	1.61863	-2.96877	0.139953
360	0.139953	-1.43072	2.54976	1.23672	-1.04371	1.61863	-2.79793
361	-2.79793	0.139953	-1.43072	2.54976	1.23672	-1.04371	-2.05353
362	-2.05353	-2.79793	0.139953	-1.43072	2.54976	1.23672	1.99071
363	1.99071	-2.05353	-2.79793	0.139953	-1.43072	2.54976	-1.28325
364	-1.28325	1.99071	-2.05353	-2.79793	0.139953	-1.43072	2.05042
365	2.05042	-1.28325	1.99071	-2.05353	-2.79793	0.139953	-0.176882
366	-0.176882	2.05042	-1.28325	1.99071	-2.05353	-2.79793	-3.47443
367	-3.47443	-0.176882	2.05042	-1.28325	1.99071	-2.05353	2.80234
368	2.80234	-3.47443	-0.176882	2.05042	-1.28325	1.99071	-1.22039
369	-1.22039	2.80234	-3.47443	-0.176882	2.05042	-1.28325	1.67852
370	1.67852	-1.22039	2.80234	-3.47443	-0.176882	2.05042	5.55637
371	5.55637	1.67852	-1.22039	2.80234	-3.47443	-0.176882	-0.603883
372	-0.603883	5.55637	1.67852	-1.22039	2.80234	-3.47443	2.42223
373	2.42223	-0.603883	5.55637	1.67852	-1.22039	2.80234	-1.56662
374	-1.56662	2.42223	-0.603883	5.55637	1.67852	-1.22039	-5.3415
375	-5.3415	-1.56662	2.42223	-0.603883	5.55637	1.67852	-0.623308
376	-0.623308	-5.3415	-1.56662	2.42223	-0.603883	5.55637	-5.03773
377	-5.03773	-0.623308	-5.3415	-1.56662	2.42223	-0.603883	2.0895
378	2.0895	-5.03773	-0.623308	-5.3415	-1.56662	2.42223	2.82485
379	2.82485	2.0895	-5.03773	-0.623308	-5.3415	-1.56662	-1.08534
380	-1.08534	2.82485	2.0895	-5.03773	-0.623308	-5.3415	3.37136
381	3.37136	-1.08534	2.82485	2.0895	-5.03773	-0.623308	-3.46629
382	-3.46629	3.37136	-1.08534	2.82485	2.0895	-5.03773	-0.625421
383	-0.625421	-3.46629	3.37136	-1.08534	2.82485	2.0895	2.53381
384	2.53381	-0.625421	-3.46629	3.37136	-1.08534	2.82485	-2.39069
385	-2.39069	2.53381	-0.625421	-3.46629	3.37136	-1.08534	2.88116
386	2.88116	-2.39069	2.53381	-0.625421	-3.46629	3.37136	0.449643
387	0.449643	2.88116	-2.39069	2.53381	-0.625421	-3.46629	-2.09851
388	-2.09851	0.449643	2.88116	-2.39069	2.53381	-0.625421	1.32689
389	1.32689	-2.09851	0.449643	2.88116	-2.39069	2.53381	-4.43891
390	-4.43891	1.32689	-2.09851	0.449643	2.88116	-2.39069	-0.861809
391	-0.861809	-4.43891	1.32689	-2.09851	0.449643	2.88116	1.41283
392	1.41283	-0.861809	-4.43891	1.32689	-2.09851	0.449643	-2.69822
393	-2.69822	1.41283	-0.861809	-4.43891	1.32689	-2.09851	3.26688
394	3.26688	-2.69822	1.41283	-0.861809	-4.43891	1.32689	-0.697977
395	-0.697977	3.26688	-2.69822	1.41283	-0.861809	-4.43891	-1.67794
396	-1.67794	-0.697977	3.26688	-2.69822	1.41283	-0.861809	1.58654
397	1.58654	-1.67794	-0.697977	3.26688	-2.69822	1.41283	-1.20323
398	-1.20323	1.58654	-1.67794	-0.697977	3.26688	-2.69822	3.20518
399	3.20518	-1.20323	1.58654	-1.67794	-0.697977	3.26688	2.87568
400	2.87568	3.20518	-1.20323	1.58654	-1.67794	-0.697977	-1.11333
401	-1.11333	2.87568	3.20518	-1.20323	1.58654	-1.67794	0.469388
402	0.469388	-1.11333	2.87568	3.20518	-1.20323	1.58654	-1.85239
403	-1.85239	0.469388	-1.11333	2.87568	3.20518	-1.20323	-2.54707
404	-2.54707	-1.85239	0.469388	-1.11333	2.87568	3.20518	1.50939
405	1.50939	-2.54707	-1.85239	0.469388	-1.11333	2.87568	-1.19618
406	-1.19618	1.50939	-2.54707	-1.85239	0.469388	-1.11333	2.90804
407	2.90804	-1.19618	1.50939	-2.54707	-1.85239	0.469388	1.36389
408	1.36389	2.90804	-1.19618	1.50939	-2.54707	-1.85239	-1.82323
409	-1.82323	1.36389	2.90804	-1.19618	1.50939	-2.54707	1.0927
410	1.0927	-1.82323	1.36389	2.90804	-1.19618	1.50939	-1.58352
411	-1.58352	1.0927	-1.82323	1.36389	2.90804	-1.19618	0.26138
412	0.26138	-1.58352	1.0927	-1.82323	1.36389	2.90804	1.85094
413	1.85094	0.26138	-1.58352	1.0927	-1.82323	1.36389	-1.90596
414	-1.90596	1.85094	0.26138	-1.58352	1.0927	-1.82323	1.24522
415	1.24522	-1.90596	1.85094	0.26138	-1.58352	1.0927	-0.994157
416	-0.994157	1.24522	-1.90596	1.85094	0.26138	-1.58352	-2.1722
417	-2.1722	-0.994157	1.24522	-1.90596	1.85094	0.26138	1.77397
418	1.77397	-2.1722	-0.994157	1.24522	-1.90596	1.85094	-2.96262
419	-2.96262	1.77397	-2.1722	-0.994157	1.24522	-1.90596	0.995305
420	0.995305	-2.96262	1.77397	-2.1722	-0.994157	1.24522	4.52812
421	4.52812	0.995305	-2.96262	1.77397	-2.1722	-0.994157	-1.01545
422	-1.01545	4.52812	0.995305	-2.96262	1.77397	-2.1722	2.6335
423	2.6335	-1.01545	4.52812	0.995305	-2.96262	1.77397	-0.211624
424	-0.211624	2.6335	-1.01545	4.52812	0.995305	-2.96262	-3.44426
425	-3.44426	-0.211624	2.6335	-1.01545	4.52812	0.995305	1.75945
426	1.75945	-3.44426	-0.211624	2.6335	-1.01545	4.52812	-1.77907
427	-1.77907	1.75945	-3.44426	-0.211624	2.6335	-1.01545	0.91047
428	0.91047	-1.77907	1.75945	-3.44426	-0.211624	2.6335	1.03228
429	1.03228	0.91047	-1.77907	1.75945	-3.44426	-0.211624	-4.3244
430	-4.3244	1.03228	0.91047	-1.77907	1.75945	-3.44426	-1.52852
431	-1.52852	-4.3244	1.03228	0.91047	-1.77907	1.75945	-3.14772
432	-3.14772	-1.52852	-4.3244	1.03228	0.91047	-1.77907	-3.28621
433	-3.28621	-3.14772	-1.52852	-4.3244	1.03228	0.91047	4.04145
434	4.04145	-3.28621	-3.14772	-1.52852	-4.3244	1.03228	1.30323
435	1.30323	4.04145	-3.28621	-3.14772	-1.52852	-4.3244	3.71006
436	3.71006	1.30323	4.04145	-3.28621	-3.14772	-1.52852	2.69759
437	2.69759	3.71006	1.30323	4.04145	-3.28621	-3.14772	-3.03802
438	-3.03802	2.69759	3.71006	1.30323	4.04145	-3.28621	-0.283365
439	-0.283365	-3.03802	2.69759	3.71006	1.30323	4.04145	-0.566255
440	-0.566255	-0.283365	-3.03802	2.69759	3.71006	1.30323	0.902832
441	0.902832	-0.566255	-0.283365	-3.03802	2.69759	3.71006	4.8828
442	4.8828	0.902832	-0.566255	-0.283365	-3.03802	2.69759	-1.33301
443	-1.33301	4.8828	0.902832	-0.566255	-0.283365	-3.03802	-1.42705
444	-1.42705	-1.33301	4.8828	0.902832	-0.566255	-0.283365	-2.76147
445	-2.76147	-1.42705	-1.33301	4.8828	0.902832	-0.566255	-5.7832
446	-5.7832	-2.76147	-1.42705	-1.33301	4.8828	0.902832	-0.579415
447	-0.579415	-5.7832	-2.76147	-1.42705	-1.33301	4.8828	0.0111653
448	0.0111653	-0.579415	-5.7832	-2.76147	-1.42705	-1.33301	2.3061
449	2.3061	0.0111653	-0.579415	-5.7832	-2.76147	-1.42705	1.25966
450	1.25966	2.3061	0.0111653	-0.579415	-5.7832	-2.76147	-2.88985
451	-2.88985	1.25966	2.3061	0.0111653	-0.579415	-5.7832	-1.78936
452	-1.78936	-2.88985	1.25966	2.3061	0.0111653	-0.579415	-2.15064
453	-2.15064	-1.78936	-2.88985	1.25966	2.3061	0.0111653	1.31819
454	1.31819	-2.15064	-1.78936	-2.88985	1.25966	2.3061	6.9589
455	6.9589	1.31819	-2.15064	-1.78936	-2.88985	1.25966	2.85689
456	2.85689	6.9589	1.31819	-2.15064	-1.78936	-2.88985	2.19321
457	2.19321	2.85689	6.9589	1.31819	-2.15064	-1.78936	-1.27734
458	-1.27734	2.19321	2.85689	6.9589	1.31819	-2.15064	-6.17763
459	-6.17763	-1.27734	2.19321	2.85689	6.9589	1.31819	-3.22436
460	-3.22436	-6.17763	-1.27734	2.19321	2.85689	6.9589	-3.24315
461	-3.24315	-3.22436	-6.17763	-1.27734	2.19321	2.85689	2.14435
462	2.14435	-3.24315	-3.22436	-6.17763	-1.27734	2.19321	2.0436
463	2.0436	2.14435	-3.24315	-3.22436	-6.17763	-1.27734	-0.760059
464	-0.760059	2.0436	2.14435	-3.24315	-3.22436	-6.17763	0.254052
465	0.254052	-0.760059	2.0436	2.14435	-3.24315	-3.22436	-2.06271
466	-2.06271	0.254052	-0.760059	2.0436	2.14435	-3.24315	-0.730451
467	-0.730451	-2.06271	0.254052	-0.760059	2.0436	2.14435	0.614768
468	0.614768	-0.730451	-2.06271	0.254052	-0.760059	2.0436	1.49625
469	1.49625	0.614768	-0.730451	-2.06271	0.254052	-0.760059	3.40167
470	3.40167	1.49625	0.614768	-0.730451	-2.06271	0.254052	1.85083
471	1.85083	3.40167	1.49625	0.614768	-0.730451	-2.06271	-0.276564
472	-0.276564	1.85083	3.40167	1.49625	0.614768	-0.730451	-0.721209
473	-0.721209	-0.276564	1.85083	3.40167	1.49625	0.614768	-2.51154
474	-2.51154	-0.721209	-0.276564	1.85083	3.40167	1.49625	-0.146606
475	-0.146606	-2.51154	-0.721209	-0.276564	1.85083	3.40167	0.504628
476	0.504628	-0.146606	-2.51154	-0.721209	-0.276564	1.85083	-2.25872
477	-2.25872	0.504628	-0.146606	-2.51154	-0.721209	-0.276564	0.64315
478	0.64315	-2.25872	0.504628	-0.146606	-2.51154	-0.721209	-3.05746
479	-3.05746	0.64315	-2.25872	0.504628	-0.146606	-2.51154	-2.98294
480	-2.98294	-3.05746	0.64315	-2.25872	0.504628	-0.146606	-0.238591
481	-0.238591	-2.98294	-3.05746	0.64315	-2.25872	0.504628	0.147546
482	0.147546	-0.238591	-2.98294	-3.05746	0.64315	-2.25872	5.04121
483	5.04121	0.147546	-0.238591	-2.98294	-3.05746	0.64315	2.9382
484	2.9382	5.04121	0.147546	-0.238591	-2.98294	-3.05746	1.85111
485	1.85111	2.9382	5.04121	0.147546	-0.238591	-2.98294	3.22184
486	3.22184	1.85111	2.9382	5.04121	0.147546	-0.238591	-1.6371
487	-1.6371	3.22184	1.85111	2.9382	5.04121	0.147546	1.31184
488	1.31184	-1.6371	3.22184	1.85111	2.9382	5.04121	0.56039
489	0.56039	1.31184	-1.6371	3.22184	1.85111	2.9382	-1.9541
490	-1.9541	0.56039	1.31184	-1.6371	3.22184	1.85111	-0.178758
491	-0.178758	-1.9541	0.56039	1.31184	-1.6371	3.22184	-1.27809
492	-1.27809	-0.178758	-1.9541	0.56039	1.31184	-1.6371	-1.66975
493	-1.66975	-1.27809	-0.178758	-1.9541	0.56039	1.31184	0.462428
494	0.462428	-1.66975	-1.27809	-0.178758	-1.9541	0.56039	-1.14776
495	-1.14776	0.462428	-1.66975	-1.27809	-0.178758	-1.9541	1.56518
496	1.56518	-1.14776	0.462428	-1.66975	-1.27809	-0.178758	0.477081
497	0.477081	1.56518	-1.14776	0.462428	-1.66975	-1.27809	0.811048
498	0.811048	0.477081	1.56518	-1.14776	0.462428	-1.66975	2.19853
499	2.19853	0.811048	0.477081	1.56518	-1.14776	0.462428	1.07054

