No	GoomallingPs-Cl.lag1	GoomallingPSInMonoCl.lag2	GoomallingPSpH.lag11	MundaringB-Turbidity.lag1	GrassValleyPS-Q.lag1	SawyersTankOutCL.lag1	GoomallingPs-Cl.lag9	WestNorthamToodyayQ.lag1	WestNorthamOutQ.lag12	MundaringNH3Dose.lag14	GoomallingPSInMonoCl.lag12	GoomallingPSInMonoCl.lag14	WestNorthamToodyayQ.lag4	GoomallingPS-WaterT.lag4	GoomallingPSInMonoN.lag12	WestNorthamToodyayQ.lag5	WestNorthamToodyayQ.lag3	SawyersTankInCL.lag1	GoomallingPSInTotalNH3.lag12	GoomallingPS-WaterT.lag13	GoomallingPSInMonoCl.lag9	GoomallingPSInMonoCl.lag1	GoomallingPSInMonoN.lag1	OutCl.7day
111	2.26806	2.59559	8.14	0.123025	830.126	3.44933	2.17229	18.8524	3026.7	12.7883	2.51591	2.47831	26.6676	15.2069	0.494043	26.0949	26.0949	3.56562	0.615547	16.4625	2.5205	2.48694	0.491672	2.44729
112	2.2816	2.48694	8.1675	0.119496	852	3.4625	2.10653	19.159	2451.98	10.7997	2.64491	2.58341	26.0949	14.7674	0.518627	26.6676	25.4239	3.5775	0.643675	16.6438	2.39736	2.52786	0.502294	2.36667
113	2.2591	2.52786	8.1525	0.905454	880.139	3.42477	2.14007	19.9052	1872.11	10.8985	2.49909	2.51591	25.4239	15.0299	0.500571	26.0949	18.8524	3.59553	0.632195	18.025	2.48908	2.55621	0.499498	2.36986
114	2.305	2.55621	8.14	0.87	760.959	3.45895	2.255	24.6082	1981.08	8.4185	2.5205	2.64491	18.8524	16.1486	0.496601	25.4239	19.159	3.64229	0.625771	17.5188	2.45249	2.68357	0.522348	2.265
115	2.2775	2.68357	8.14	0.87	795.4	3.59391	2.26812	27.1535	2047.87	7.26667	2.39736	2.49909	19.159	16.3736	0.459329	18.8524	19.9052	3.76697	0.568944	19.0646	2.50336	2.6107	0.50814	2.20938
116	2.31528	2.6107	8.1675	0.87	751.122	3.57079	2.27625	23.1331	2140.2	10.9002	2.48908	2.5205	19.9052	13.5639	0.486624	19.159	24.6082	3.67873	0.566519	16.95	2.51779	2.89283	0.567646	2.13583
117	2.33583	2.89283	8.18	0.87	709.099	3.54232	2.24278	26.4767	1967.04	10.5906	2.45249	2.39736	24.6082	14.725	0.478994	19.9052	27.1535	3.69443	0.553931	16.0389	2.58462	2.85713	0.560878	2.1025
118	2.44729	2.85713	8.16556	0.87	713.704	3.47541	2.2425	24.8541	3236.62	9.28873	2.50336	2.48908	27.1535	13.8625	0.501278	24.6082	23.1331	3.6308	0.603019	14.8688	2.59559	2.86279	0.551924	1.98194
119	2.36667	2.86279	8.15306	0.87	774.217	3.50391	2.26806	26.9019	2254.58	13.6716	2.51779	2.45249	23.1331	14.7736	0.515641	27.1535	26.4767	3.65303	0.585791	15.325	2.48694	3.15813	0.592613	1.99833
120	2.36986	3.15813	8.14285	0.87	714.01	3.46397	2.2816	19.7635	2121.6	14.6795	2.58462	2.50336	26.4767	14.5056	0.514483	23.1331	24.8541	3.60033	0.59804	15.2069	2.52786	3.3456	0.634452	1.9825
121	2.265	3.3456	8.11896	0.87	717.125	3.37166	2.2591	19.2718	2225.69	13.2713	2.59559	2.51779	24.8541	14.5	0.513141	26.4767	26.9019	3.54613	0.608029	14.7674	2.55621	3.06164	0.58375	1.9975
122	2.20938	3.06164	8.08854	0.368542	686.189	3.31967	2.305	20.0556	2387.78	11.1962	2.48694	2.58462	26.9019	14.884	0.491672	24.8541	19.7635	3.38661	0.606413	15.0299	2.68357	2.9202	0.563446	1.955
123	2.13583	2.9202	8.11507	0	686.88	3.29978	2.2775	21.3688	2348.27	10.278	2.52786	2.59559	19.7635	16.0125	0.502294	26.9019	19.2718	3.37732	0.607495	16.1486	2.6107	2.9919	0.578318	1.95
124	2.1025	2.9919	8.13687	0	650.773	3.30869	2.31528	22.8786	2518.59	10.2206	2.55621	2.48694	19.2718	12.3187	0.499498	19.7635	20.0556	3.36569	0.614349	16.3736	2.89283	2.96473	0.542256	1.90938
125	1.98194	2.96473	8.16062	0	669.874	3.40463	2.33583	18.809	2180.55	8.32746	2.68357	2.52786	20.0556	13.3	0.522348	19.2718	21.3688	3.49225	0.630763	13.5639	2.85713	3.08539	0.589558	1.93562
126	1.99833	3.08539	8.18375	0	647.719	3.50482	2.44729	21.4584	2601.07	10.7933	2.6107	2.55621	21.3688	12.4667	0.50814	20.0556	22.8786	3.68237	0.629128	14.725	2.86279	3.07429	0.586697	1.95347
127	1.9825	3.07429	8.19	0.00578156	717.655	3.49171	2.36667	18.4041	2268.79	10.5265	2.89283	2.68357	22.8786	11.9625	0.567646	21.3688	18.809	3.6684	0.685824	13.8625	3.15813	3.03726	0.57339	1.95271
128	1.9975	3.03726	8.19	0	723.237	3.46448	2.36986	22.598	2114.77	10.5265	2.85713	2.6107	18.809	11.2757	0.560878	22.8786	21.4584	3.66211	0.687357	14.7736	3.3456	3.08147	0.572849	1.95833
129	1.955	3.08147	8.15424	0	673.382	3.52422	2.265	17.3542	2168.12	10.5265	2.86279	2.89283	21.4584	13.3021	0.551924	18.809	18.4041	3.75749	0.688192	14.5056	3.06164	3.07308	0.580694	1.9625
130	1.95	3.07308	8.14	0	662.563	3.53198	2.20938	18.6673	2377.75	10.5265	3.15813	2.85713	18.4041	13.4563	0.592613	21.4584	22.598	3.65776	0.675818	14.5	2.9202	3.06955	0.588033	2.02139
131	1.90938	3.06955	8.17437	0	605.321	3.53314	2.13583	20.3304	2102.1	10.5265	3.3456	2.86279	22.598	13.7562	0.634452	18.4041	17.3542	3.71904	0.681201	14.884	2.9919	3.08031	0.577827	1.97639
132	1.93562	3.08031	8.18313	0	695.448	3.62914	2.1025	23.995	2103.61	10.5265	3.06164	3.15813	17.3542	14	0.58375	22.598	18.6673	3.81642	0.654529	16.0125	2.96473	3.19083	0.592301	2.05979
133	1.95347	3.19083	8.18	0	618.399	3.59236	1.98194	18.4778	1944.83	10.5265	2.9202	3.3456	18.6673	13.725	0.563446	17.3542	20.3304	3.75362	0.662891	12.3187	3.08539	3.18602	0.596368	2.50521
134	1.95271	3.18602	8.19313	0	578.877	3.50443	1.99833	20.6775	2003.42	10.5265	2.9919	3.06164	20.3304	11.241	0.578318	18.6673	23.995	3.62222	0.681437	13.3	3.07429	3.18403	0.605107	2.10167
135	1.95833	3.18403	8.17	0	585.635	3.49116	1.9825	24.7846	1789.9	4.50745	2.96473	2.9202	23.995	12.6625	0.542256	20.3304	18.4778	3.63033	0.628762	12.4667	3.03726	3.27102	0.643955	1.9
136	1.9625	3.27102	8.16292	0	626.817	3.51511	1.9975	19.0433	1984.83	0.148	3.08539	2.9919	18.4778	12.2972	0.589558	23.995	20.6775	3.51524	0.695422	11.9625	3.08147	3.30915	0.645535	1.9
137	2.02139	3.30915	8.16687	0	684.817	3.64694	1.955	18.0194	1790.06	0.137722	3.07429	2.96473	20.6775	11.5396	0.586697	18.4778	24.7846	3.715	0.702426	11.2757	3.07308	3.45847	0.650131	1.87938
138	1.97639	3.45847	8.15625	0	735.286	3.64803	1.95	21.7043	2133.88	0.144917	3.03726	3.08539	24.7846	12.2965	0.57339	20.6775	19.0433	3.77327	0.687316	13.3021	3.06955	3.51075	0.653488	1.87
139	2.05979	3.51075	8.17062	0	672.182	3.64493	1.90938	19.1879	1930.16	0.0668056	3.08147	3.07429	19.0433	13.7625	0.572849	24.7846	18.0194	3.74383	0.712761	13.4563	3.08031	3.47087	0.643862	1.89625
140	2.50521	3.47087	8.19375	0	820.838	3.62689	1.93562	16.3997	1868.36	0	3.07308	3.03726	18.0194	15.0493	0.580694	19.0433	21.7043	3.67849	0.685125	13.7562	3.19083	3.26732	0.640922	1.93285
141	2.10167	3.26732	8.24125	0.0271875	660.363	3.5758	1.95347	16.8943	1756.89	0	3.06955	3.08147	21.7043	12.6417	0.588033	18.0194	19.1879	3.54205	0.669179	14	3.18602	3.09264	0.608077	1.9
142	1.9	3.09264	8.26	0	789.31	3.66898	1.95271	19.2892	1738.51	0	3.08031	3.07308	19.1879	14.4917	0.577827	21.7043	16.3997	3.7121	0.683902	13.725	3.18403	3.29968	0.61263	1.9
143	1.9	3.29968	8.28806	0	1025.19	3.66151	1.95833	30.4479	2030.76	4.45069	3.19083	3.06955	16.3997	16.2271	0.592301	19.1879	16.8943	3.70407	0.711776	11.241	3.27102	3.23644	0.599596	1.92063
144	1.87938	3.23644	8.30854	0	791.584	3.68145	1.9625	45.6415	1718.39	10.032	3.18602	3.08031	16.8943	16.9833	0.596368	16.3997	19.2892	3.68578	0.732757	12.6625	3.30915	3.3449	0.620603	1.90896
145	1.87	3.3449	8.29	0.594754	663.393	3.58802	2.02139	17.6636	1535	11.6251	3.18403	3.19083	19.2892	12.2063	0.605107	16.8943	30.4479	3.66552	0.722586	12.2972	3.45847	3.40619	0.63732	1.91496
146	1.89625	3.40619	8.3	0.977056	727.203	3.71597	1.97639	19.5003	1607.32	10.1323	3.27102	3.18602	30.4479	11.4938	0.643955	19.2892	45.6415	3.82517	0.739395	11.5396	3.51075	3.47286	0.645183	2.46698
147	1.93285	3.47286	8.29	1.05738	674.089	3.70649	2.05979	18.0686	1664.64	7.97489	3.30915	3.18403	45.6415	11.4688	0.645535	30.4479	17.6636	3.73768	0.779806	12.2965	3.47087	3.51916	0.650783	3.28754
148	1.9	3.51916	8.29653	0.917358	659.966	3.70383	2.50521	21.8344	1932.39	9.31622	3.45847	3.27102	17.6636	11.2243	0.650131	45.6415	19.5003	3.7581	0.776752	13.7625	3.26732	3.54522	0.669651	3.66989
149	1.9	3.54522	8.27	1.01753	756.138	3.75648	2.10167	15.6477	2185.49	8.22231	3.51075	3.30915	19.5003	11.7458	0.653488	17.6636	18.0686	3.81647	0.742103	15.0493	3.09264	3.52969	0.65369	2.56875
150	1.92063	3.52969	8.19792	1.04412	684.185	3.72524	1.9	19.3094	1916.07	9.80657	3.47087	3.45847	18.0686	14.4882	0.643862	19.5003	21.8344	3.73312	0.73428	12.6417	3.29968	3.51416	0.655062	2.46937
151	1.90896	3.51416	8.35833	0.962787	594.922	3.63277	1.9	24.5099	2025.2	12.4521	3.26732	3.51075	21.8344	13.1924	0.640922	18.0686	15.6477	3.64101	0.715662	14.4917	3.23644	3.38482	0.646717	2.43
152	1.91496	3.38482	8.35625	1.03894	659.199	3.65197	1.87938	24.8309	1799.23	10.9674	3.09264	3.47087	15.6477	13.8562	0.608077	21.8344	19.3094	3.69128	0.728631	16.2271	3.3449	3.40012	0.663785	2.41438
153	2.46698	3.40012	8.35688	0.500782	622.966	3.75219	1.87	16.6542	2261.97	9.86753	3.29968	3.26732	19.3094	13.7	0.61263	15.6477	24.5099	3.69707	0.739921	16.9833	3.40619	3.39883	0.646437	2.39688
154	3.28754	3.39883	8.36	0.748136	667.838	3.62077	1.89625	17.4872	2041.89	8.5212	3.23644	3.09264	24.5099	11.6681	0.599596	19.3094	24.8309	3.60725	0.721288	12.2063	3.47286	3.43343	0.659609	2.42583
155	3.66989	3.43343	8.4091	0.289736	611.943	3.61812	1.93285	18.9103	1948.24	13.1243	3.3449	3.29968	24.8309	10.95	0.620603	24.5099	16.6542	3.55373	0.742961	11.4938	3.51916	3.4786	0.658794	2.395
156	2.56875	3.4786	8.44417	0	666.414	3.60153	1.9	17.6608	1837.45	11.2164	3.40619	3.23644	16.6542	12.0708	0.63732	24.8309	17.4872	3.56115	0.753655	11.4688	3.54522	3.46944	0.649248	2.38
157	2.46937	3.46944	8.42896	0	686.936	3.62663	1.9	18.0801	2058.85	11.5615	3.47286	3.3449	17.4872	12.9111	0.645183	16.6542	18.9103	3.51002	0.762521	11.2243	3.52969	3.366	0.631275	2.34563
158	2.43	3.366	8.41437	0	632.13	3.54357	1.92063	18.4562	1900.41	10.7277	3.51916	3.40619	18.9103	13.2167	0.650783	17.4872	17.6608	3.41615	0.779392	11.7458	3.51416	3.25601	0.6184	2.275
159	2.41438	3.25601	8.39	0	609.581	3.51006	1.90896	20.9899	1743.91	11.5959	3.54522	3.47286	17.6608	12.6062	0.669651	18.9103	18.0801	3.48158	0.78193	14.4882	3.38482	3.24571	0.616812	2.265
160	2.39688	3.24571	8.39	0	579.391	3.54058	1.91496	31.9143	2178.38	10.2182	3.52969	3.51916	18.0801	10.7438	0.65369	17.6608	18.4562	3.50401	0.779099	13.1924	3.40012	3.19709	0.613485	2.24375
161	2.42583	3.19709	8.41806	0	566.603	3.59752	2.46698	27.2793	1900.63	9.7278	3.51416	3.54522	18.4562	10.925	0.655062	18.0801	20.9899	3.52881	0.767755	13.8562	3.39883	3.34763	0.637268	2.22938
162	2.395	3.34763	8.44417	0	585.349	3.7241	3.28754	35.4632	1639.37	11.3661	3.38482	3.52969	20.9899	11.9	0.646717	18.4562	31.9143	3.58324	0.750362	13.7	3.43343	3.34545	0.619214	2.20938
163	2.38	3.34545	8.43167	0	627.434	3.75172	3.66989	22.4389	1846.28	10.184	3.40012	3.51416	31.9143	11.3812	0.663785	20.9899	27.2793	3.48948	0.755136	11.6681	3.4786	3.33456	0.622396	2.24875
164	2.34563	3.33456	8.38	0	797.237	3.77266	2.56875	21.8605	1722.06	9.48703	3.39883	3.38482	27.2793	14.1188	0.646437	31.9143	35.4632	3.51296	0.751726	10.95	3.46944	3.15502	0.601287	2.22313
165	2.275	3.15502	8.39417	0	609.502	3.64946	2.46937	35.9202	1819.75	9.90885	3.43343	3.40012	35.4632	13.8	0.659609	27.2793	22.4389	3.67453	0.769016	12.0708	3.366	3.13108	0.597961	2.12188
166	2.265	3.13108	8.41375	0	639.135	3.50587	2.43	42.7317	1590.33	10.7868	3.4786	3.39883	22.4389	14.6937	0.658794	35.4632	21.8605	3.77325	0.762736	12.9111	3.25601	3.11249	0.596195	2.09797
167	2.24375	3.11249	8.43375	0	1035.63	3.56323	2.41438	27.9084	1801.95	10.3535	3.46944	3.43343	21.8605	14.9812	0.649248	22.4389	35.9202	3.70609	0.754724	13.2167	3.24571	3.08183	0.600461	2.10179
168	2.22938	3.08183	8.43313	0	643.275	3.55643	2.39688	36.7474	1938.22	8.22078	3.366	3.4786	35.9202	14.95	0.631275	21.8605	42.7317	3.74018	0.748706	12.6062	3.19709	3.17867	0.606151	2.11375
169	2.20938	3.17867	8.40938	0	721.508	3.57217	2.42583	34.7604	1728.19	10.1979	3.25601	3.46944	42.7317	15.3938	0.6184	35.9202	27.9084	3.70072	0.725845	10.7438	3.34763	3.31806	0.624726	2.1275
170	2.24875	3.31806	8.39312	0	675.887	3.59045	2.395	19.7346	1600.6	9.96459	3.24571	3.366	27.9084	14.4688	0.616812	42.7317	36.7474	3.72959	0.729577	10.925	3.34545	3.42431	0.65461	2.08875
171	2.22313	3.42431	8.38167	0	1201.8	3.56783	2.38	18.1698	1559.46	9.82868	3.19709	3.25601	36.7474	15.7375	0.613485	27.9084	34.7604	3.6842	0.730922	11.9	3.33456	3.46676	0.642556	2.05625
172	2.12188	3.46676	8.37063	0	736.512	3.693	2.34563	18.3029	1467.97	8.68665	3.34763	3.24571	34.7604	16.0188	0.637268	36.7474	19.7346	3.88142	0.747684	11.3812	3.15502	3.43707	0.630436	2.08
173	2.09797	3.43707	8.36313	0	1069.69	3.90129	2.275	36.1487	1577.28	8.65588	3.34545	3.19709	19.7346	17.9875	0.619214	34.7604	18.1698	4.10497	0.745149	14.1188	3.13108	3.40151	0.634026	2.12958
174	2.10179	3.40151	8.36688	0	680.746	3.92227	2.265	23.3442	1693.27	8.53707	3.33456	3.34763	18.1698	17.4125	0.622396	19.7346	18.3029	4.03808	0.731793	13.8	3.11249	3.36702	0.617779	2.12812
175	2.11375	3.36702	8.37	0	720.866	3.93688	2.24375	20.0961	2002.18	10.5738	3.15502	3.34545	18.3029	15.4812	0.601287	18.1698	36.1487	4.15074	0.724515	14.6937	3.08183	3.37386	0.622018	2.12167
176	2.1275	3.37386	8.37688	0	1154.95	3.8599	2.22938	20.0238	1638.3	8.29993	3.13108	3.33456	36.1487	15.6323	0.597961	18.3029	23.3442	4.18113	0.715914	14.9812	3.17867	3.36615	0.636345	2.11653
177	2.08875	3.36615	8.38	0	796.626	3.91414	2.20938	16.9435	1767.34	10.1393	3.11249	3.15502	23.3442	14.8625	0.596195	36.1487	20.0961	4.01927	0.717452	14.95	3.31806	3.31633	0.608911	2.12188
178	2.05625	3.31633	8.38	0	737.649	3.84326	2.24875	20.1193	2008.22	10.4699	3.08183	3.13108	20.0961	14.8313	0.600461	23.3442	20.0238	3.99344	0.722253	15.3938	3.42431	3.27989	0.63664	2.09938
179	2.08	3.27989	8.39375	0	706.005	3.87871	2.22313	20.6167	1788.69	10.5971	3.17867	3.11249	20.0238	15.1937	0.606151	20.0961	16.9435	4.07397	0.73801	14.4688	3.46676	3.39809	0.653082	2.07847
180	2.12958	3.39809	8.39312	0	701.602	3.90692	2.12188	19.5668	2141.75	10.494	3.31806	3.08183	16.9435	13.6312	0.624726	20.0238	20.1193	4.07225	0.775424	15.7375	3.43707	3.3696	0.646794	2.0725
181	2.12812	3.3696	8.41062	0	649.103	3.90438	2.09797	20.9899	1870.42	10.4877	3.42431	3.17867	20.1193	12.2438	0.65461	16.9435	20.6167	4.08369	0.80025	16.0188	3.40151	3.29557	0.637217	2.11375
182	2.12167	3.29557	8.40625	0	656.77	3.88776	2.10179	17.6579	2841.63	10.6885	3.46676	3.31806	20.6167	14.9812	0.642556	20.1193	19.5668	3.98221	0.78516	17.9875	3.36702	3.14555	0.611441	2.09278
183	2.11653	3.14555	8.43437	0	576.746	3.8639	2.11375	17.8227	2024.82	11.8904	3.43707	3.42431	19.5668	15.4403	0.630436	20.6167	20.9899	4.10044	0.765032	17.4125	3.37386	3.20955	0.62065	1.99785
184	2.12188	3.20955	8.45	0	737.859	3.89096	2.1275	18.2768	2141.08	13.1493	3.40151	3.46676	20.9899	15.9313	0.634026	19.5668	17.6579	4.02794	0.755887	15.4812	3.36615	3.28845	0.642542	2
185	2.09938	3.28845	8.45	0	654.069	3.85137	2.08875	19.0115	1889.49	12.2467	3.36702	3.43707	17.6579	14.5222	0.617779	20.9899	17.8227	4.05898	0.742234	15.6323	3.31633	3.38497	0.668993	2.02062
186	2.07847	3.38497	8.45688	0	648.792	3.87842	2.05625	22.2075	1709.64	12.0788	3.37386	3.40151	17.8227	13.2556	0.622018	17.6579	18.2768	4.07005	0.736511	14.8625	3.27989	3.39	0.67	1.98708
187	2.0725	3.39	8.46	0	670.182	3.88254	2.08	20.0412	1997.72	11.0523	3.36615	3.36702	18.2768	12.6438	0.636345	17.8227	19.0115	4.13928	0.73033	14.8313	3.39809	3.39	0.67	1.99146
188	2.11375	3.39	8.4875	0	622.727	3.78908	2.12958	19.6073	2354.57	9.77885	3.31633	3.37386	19.0115	12.7188	0.608911	18.2768	22.2075	3.96969	0.733123	15.1937	3.3696	3.39	0.67	1.98979
189	2.09278	3.39	8.5	0	643.831	3.74737	2.12812	19.6333	2086.27	10.7241	3.27989	3.36615	22.2075	14.3931	0.63664	19.0115	20.0412	3.99712	0.72958	13.6312	3.29557	3.39	0.67	1.95778
190	1.99785	3.39	8.49299	0	665.782	3.70441	2.12167	19.1966	2024.88	13.1244	3.39809	3.31633	20.0412	13.8264	0.653082	22.2075	19.6073	3.86025	0.746656	12.2438	3.14555	3.39	0.67	2.00785
191	2	3.39	8.49	0	737.88	3.66051	2.11653	20.5097	2014.48	11.2614	3.3696	3.27989	19.6073	14.1438	0.646794	20.0412	19.6333	3.85426	0.727197	14.9812	3.20955	3.39	0.67	2.04688
192	2.02062	3.39	8.48278	0	733.373	3.67138	2.12188	17.7446	2025.91	11.831	3.29557	3.39809	19.6333	15.4076	0.637217	19.6073	19.1966	3.83925	0.719385	15.4403	3.28845	3.39	0.67	1.96562
193	1.98708	3.39	8.48	0	647.918	3.66284	2.09938	19.9168	1837.28	10.7927	3.14555	3.3696	19.1966	11.5681	0.611441	19.6333	20.5097	3.85426	0.734952	15.9313	3.38497	3.39	0.67	1.95
194	1.99146	3.39	8.47312	0	711.067	3.71562	2.07847	20.692	1496.39	10.7471	3.20955	3.29557	20.5097	11.0312	0.62065	19.1966	17.7446	3.93503	0.729255	14.5222	3.39	3.31367	0.65317	1.97625
195	1.98979	3.31367	8.45625	0	676.53	3.66874	2.0725	19.5697	2035.76	9.26831	3.28845	3.14555	17.7446	12.3875	0.642542	20.5097	19.9168	3.8685	0.736818	13.2556	3.39	3.01316	0.594069	1.96375
196	1.95778	3.01316	8.44285	0	643.209	3.6222	2.11375	20.4663	1734.74	10.4855	3.38497	3.20955	19.9168	14.9736	0.668993	17.7446	20.692	3.84925	0.738993	12.6438	3.39	2.77002	0.532707	1.91417
197	2.00785	2.77002	8.44715	0	706.694	3.55954	2.09278	23.755	1812.57	8.47018	3.39	3.28845	20.692	14.4326	0.67	19.9168	19.5697	3.77799	0.74	12.7188	3.39	3.08081	0.602544	1.85854
198	2.04688	3.08081	8.46375	0	631.021	3.50222	1.99785	12.5673	1927.71	10.6044	3.39	3.38497	19.5697	14.2069	0.67	20.692	20.4663	3.9171	0.74	14.3931	3.39	3.04077	0.591905	1.85
199	1.96562	3.04077	8.47	0	756.165	3.55165	2	18.5747	1705.91	10.7747	3.39	3.39	20.4663	13.7993	0.67	19.5697	23.755	3.82302	0.74	13.8264	3.39	2.92731	0.589441	1.81563
200	1.95	2.92731	8.49167	0	546.719	3.55893	2.02062	19.5929	1723.31	11.061	3.39	3.39	23.755	14.6083	0.67	20.4663	12.5673	3.77029	0.74	14.1438	3.39	2.96673	0.578014	1.8
201	1.97625	2.96673	8.48625	0	603.69	3.63325	1.98708	20.2523	1894.1	8.65704	3.39	3.39	12.5673	14.775	0.67	23.755	18.5747	3.88793	0.74	15.4076	3.39	3.01297	0.59838	1.80937
202	1.96375	3.01297	8.4525	0	665.318	3.74203	1.99146	14.3664	2125.99	10.5833	3.39	3.39	18.5747	13.3812	0.67	12.5673	19.5929	3.87315	0.74	11.5681	3.31367	2.86068	0.563353	1.84076
203	1.91417	2.86068	8.46146	0	711.157	3.74374	1.98979	15.1994	2149.57	10.5842	3.39	3.39	19.5929	15.9437	0.67	18.5747	20.2523	3.74178	0.74	11.0312	3.01316	2.68191	0.526244	1.8875
204	1.85854	2.68191	8.47	0	679.669	3.64417	1.95778	26.8729	1772.85	10.7118	3.39	3.39	20.2523	16.1021	0.67	19.5929	14.3664	3.73668	0.74	12.3875	2.77002	3.06683	0.607656	1.84062
205	1.85	3.06683	8.48431	0	655.461	3.62494	2.00785	27.1737	2031.8	10.5421	3.31367	3.39	14.3664	16.8958	0.65317	20.2523	15.1994	3.81308	0.729903	14.9736	3.08081	3.29151	0.639106	1.81812
206	1.81563	3.29151	8.49722	0	728.787	3.6974	2.04688	29.3343	1913.58	10.7167	3.01316	3.39	15.1994	16.2403	0.594069	14.3664	26.8729	3.72127	0.705469	14.4326	3.04077	2.52968	0.499227	1.83312
207	1.8	2.52968	8.5	0	623.592	3.69671	1.96562	29.0682	1777.12	10.9678	2.77002	3.31367	26.8729	14.8743	0.532707	15.1994	27.1737	3.73401	0.631944	14.2069	2.92731	2.84379	0.5578	1.76625
208	1.80937	2.84379	8.47937	0	725.85	3.65508	1.95	29.9244	2024.89	10.7932	3.08081	3.01316	27.1737	14.225	0.602544	26.8729	29.3343	3.76035	0.74461	13.7993	2.96673	2.92631	0.572852	1.74597
209	1.84076	2.92631	8.49062	0	666.975	3.71024	1.97625	31.3503	1657.81	10.1655	3.04077	2.77002	29.3343	14.3438	0.591905	27.1737	29.0682	3.87683	0.707402	14.6083	3.01297	3.14855	0.664686	1.78062
210	1.8875	3.14855	8.5	0	752.05	3.82273	1.96375	23.0001	2160.01	10.1826	2.92731	3.08081	29.0682	16.0896	0.589441	29.3343	29.9244	3.98196	0.753277	14.775	2.86068	2.92722	0.611242	1.845
211	1.84062	2.92722	8.48569	0	721.37	3.84345	1.91417	16.8162	1410.92	11.029	2.96673	3.04077	29.9244	15.4521	0.578014	29.0682	31.3503	3.90872	0.729383	13.3812	2.68191	3.11903	0.641537	1.87396
212	1.81812	3.11903	8.48708	0	812.923	3.84618	1.85854	18.9392	1629.02	9.4098	3.01297	2.92731	31.3503	14.8243	0.59838	29.9244	23.0001	3.94487	0.727479	15.9437	3.06683	3.28501	0.683938	2.04688
213	1.83312	3.28501	8.49	0	478.217	3.81244	1.85	19.7722	1857.85	8.93738	2.86068	2.96673	23.0001	16.3646	0.563353	31.3503	16.8162	3.75848	0.718923	16.1021	3.29151	3.35003	0.69155	2.17937
214	1.76625	3.35003	8.49188	0	604.123	3.64784	1.81563	17.4178	1984.66	9.19302	2.68191	3.01297	16.8162	16.8917	0.526244	23.0001	18.9392	3.70561	0.649754	16.8958	2.52968	3.10262	0.63077	2.0525
215	1.74597	3.10262	8.5	0	889.197	3.73048	1.8	18.326	1894.92	11.2658	3.06683	2.86068	18.9392	15.4	0.607656	16.8162	19.7722	3.82842	0.734965	16.2403	2.84379	2.77966	0.631258	1.99
216	1.78062	2.77966	8.51375	0	1579.18	3.91153	1.80937	18.9074	1797.72	10.7841	3.29151	2.68191	19.7722	15.0125	0.639106	18.9392	17.4178	3.84013	0.812548	14.8743	2.92631	2.96216	0.639706	1.85146
217	1.845	2.96216	8.51625	0	1602.66	3.9012	1.84076	18.2624	2062.85	10.621	2.52968	3.06683	17.4178	15.0062	0.499227	19.7722	18.326	3.87116	0.662583	14.225	3.14855	2.71518	0.55843	1.83154
218	1.87396	2.71518	8.5	0	1116.43	3.82079	1.8875	23.7318	1660.93	10.4521	2.84379	3.29151	18.326	13.4187	0.5578	17.4178	18.9074	3.70686	0.697236	14.3438	2.92722	2.57472	0.531009	1.87287
219	2.04688	2.57472	8.5	0	1648.42	3.76965	1.84062	21.7824	1280.36	8.9335	2.92631	2.52968	18.9074	17.6	0.572852	18.326	18.2624	3.73781	0.756736	16.0896	3.11903	2.55258	0.539413	1.915
220	2.17937	2.55258	8.52187	0	1818.11	3.89229	1.81812	24.264	813.928	10.1859	3.14855	2.84379	18.2624	17.4	0.664686	18.9074	23.7318	3.8198	0.804127	15.4521	3.28501	3.08874	0.650199	1.86056
221	2.0525	3.08874	8.53278	0	640.281	3.86257	1.83312	18.5429	2199.29	10.4958	2.92722	2.92631	23.7318	16.95	0.611242	18.2624	21.7824	3.88581	0.840901	14.8243	3.35003	2.98523	0.603349	1.96868
222	1.99	2.98523	8.53	0	629.049	3.82321	1.76625	19.1677	2054.73	10.7777	3.11903	3.14855	21.7824	16.4715	0.641537	23.7318	24.264	3.68198	0.780259	16.3646	3.10262	2.89353	0.58822	1.89674
223	1.85146	2.89353	8.51313	0.102481	1231.78	3.76113	1.74597	23.6219	2566.48	12.6789	3.28501	2.92722	24.264	17.575	0.683938	21.7824	18.5429	3.87427	0.894934	16.8917	2.77966	3.47675	0.725741	2.0359
224	1.83154	3.47675	8.52	0.340552	1680.33	4.00608	1.78062	27.0291	1276.24	12.0151	3.35003	3.11903	18.5429	18.15	0.69155	24.264	19.1677	4.17335	0.904226	15.4	2.96216	2.82612	0.590701	2.38111
225	1.87287	2.82612	8.55132	0.576831	1674.25	4.09558	1.845	25.554	1596.78	11.019	3.10262	3.28501	19.1677	13.5444	0.63077	18.5429	23.6219	4.13943	0.779206	15.0125	2.71518	2.54042	0.524013	2.30979
226	1.915	2.54042	8.54063	0.513245	1001.76	4.02544	1.87396	22.3435	2121.13	8.46236	2.77966	3.35003	23.6219	13.2208	0.631258	19.1677	27.0291	4.04175	0.804482	15.0062	2.57472	3.3396	0.678182	2.28437
