Sample	Chl-a(t-1)	Chl-a(t-2)	Chl-a(t-3)	Chl-a(t-4)	Chl-a(t-5)	SiO2(t-1)	SiO2(t-2)	SiO2(t-3)	SiO2(t-4)	SiO2(t-5)	pH(t-1)	pH(t-2)	pH(t-3)	pH(t-4)	pH(t-5)	secchi(t-1)	secchi(t-2)	secchi(t-3)	secchi(t-4)	secchi(t-5)	turbidity(t-1)	turbidity(t-2)	turbidity(t-3)	turbidity(t-4)	turbidity(t-5)	colour(t-1)	colour(t-2)	colour(t-3)	colour(t-4)	colour(t-5)	TKN(t-1)	TKN(t-2)	TKN(t-3)	TKN(t-4)	TKN(t-5)	Phosphorus(t-1)	Phosphorus(t-2)	Phosphorus(t-3)	Phosphorus(t-4)	Phosphorus(t-5)	Level(t-1)	Level(t-2)	Level(t-3)	Level(t-4)	Level(t-5)	Flow(t-1)	Flow(t-2)	Flow(t-3)	Flow(t-4)	Flow(t-5)	Chl-a(t)
16-Feb-04	14.848280	12.175000	9.525000	11.675000	9.250000	0.218966	0.358333	0.200000	0.100000	0.183333	7.554569	7.511458	7.660833	8.238750	7.851459	1.137931	1.375000	1.000000	1.050000	1.275000	9.358562	9.615999	8.682107	7.625654	5.225000	13.551720	14.416670	12.875000	14.375000	16.750000	0.438025	0.464368	0.421667	0.415000	0.400000	0.023075	0.019750	0.021500	0.021750	0.017500	0.9453214	0.87148	0.673	0.8787857	1.011393	215.0391	159.0982	26.6784	154.2021	315.7762	12.288890
15-Mar-04	12.288890	14.848280	12.175000	9.525000	11.675000	0.261111	0.218966	0.358333	0.200000	0.100000	7.333447	7.554569	7.511458	7.660833	8.238750	1.370370	1.137931	1.375000	1.000000	1.050000	6.369107	9.358562	9.615999	8.682107	7.625654	10.530860	13.551720	14.416670	12.875000	14.375000	0.398333	0.438025	0.464368	0.421667	0.415000	0.020426	0.023075	0.019750	0.021500	0.021750	0.7993571	0.9453214	0.87148	0.673	0.8787857	112.298	215.0391	159.0982	26.6784	154.2021	10.975000
12-Apr-04	10.975000	12.288890	14.848280	12.175000	9.525000	0.225000	0.261111	0.218966	0.358333	0.200000	7.591736	7.333447	7.554569	7.511458	7.660833	1.125000	1.370370	1.137931	1.375000	1.000000	6.704636	6.369107	9.358562	9.615999	8.682107	9.916667	10.530860	13.551720	14.416670	12.875000	0.417500	0.398333	0.438025	0.464368	0.421667	0.019000	0.020426	0.023075	0.019750	0.021500	0.6692857	0.7993571	0.9453214	0.87148	0.673	23.99018	112.298	215.0391	159.0982	26.6784	8.650000
10-May-04	8.650000	10.975000	12.288890	14.848280	12.175000	0.300000	0.225000	0.261111	0.218966	0.358333	7.685417	7.591736	7.333447	7.554569	7.511458	1.075000	1.125000	1.370370	1.137931	1.375000	6.885833	6.704636	6.369107	9.358562	9.615999	9.500000	9.916667	10.530860	13.551720	14.416670	0.421667	0.417500	0.398333	0.438025	0.464368	0.024000	0.019000	0.020426	0.023075	0.019750	0.6707143	0.6692857	0.7993571	0.9453214	0.87148	32.45193	23.99018	112.298	215.0391	159.0982	9.025000
7-Jun-04	9.025000	8.650000	10.975000	12.288890	14.848280	0.158333	0.300000	0.225000	0.261111	0.218966	7.750417	7.685417	7.591736	7.333447	7.554569	1.025000	1.075000	1.125000	1.370370	1.137931	5.914167	6.885833	6.704636	6.369107	9.358562	11.333330	9.500000	9.916667	10.530860	13.551720	0.430000	0.421667	0.417500	0.398333	0.438025	0.022167	0.024000	0.019000	0.020426	0.023075	0.9684643	0.6707143	0.6692857	0.7993571	0.9453214	248.1149	32.45193	23.99018	112.298	215.0391	8.275000
5-Jul-04	8.275000	9.025000	8.650000	10.975000	12.288890	0.100000	0.158333	0.300000	0.225000	0.261111	7.636724	7.750417	7.685417	7.591736	7.333447	1.375000	1.025000	1.075000	1.125000	1.370370	4.730052	5.914167	6.885833	6.704636	6.369107	10.000000	11.333330	9.500000	9.916667	10.530860	0.389583	0.430000	0.421667	0.417500	0.398333	0.021500	0.022167	0.024000	0.019000	0.020426	0.707	0.9684643	0.6707143	0.6692857	0.7993571	103.8144	248.1149	32.45193	23.99018	112.298	7.825000
2-Aug-04	7.825000	8.275000	9.025000	8.650000	10.975000	0.100000	0.100000	0.158333	0.300000	0.225000	7.741591	7.636724	7.750417	7.685417	7.591736	1.875000	1.375000	1.025000	1.075000	1.125000	3.560384	4.730052	5.914167	6.885833	6.704636	9.833333	10.000000	11.333330	9.500000	9.916667	0.371250	0.389583	0.430000	0.421667	0.417500	0.017417	0.021500	0.022167	0.024000	0.019000	0.4829643	0.707	0.9684643	0.6707143	0.6692857	4.545607	103.8144	248.1149	32.45193	23.99018	7.875000
30-Aug-04	7.875000	7.825000	8.275000	9.025000	8.650000	0.100000	0.100000	0.100000	0.158333	0.300000	7.891705	7.741591	7.636724	7.750417	7.685417	1.850000	1.875000	1.375000	1.025000	1.075000	4.476682	3.560384	4.730052	5.914167	6.885833	9.250000	9.833333	10.000000	11.333330	9.500000	0.396250	0.371250	0.389583	0.430000	0.421667	0.016750	0.017417	0.021500	0.022167	0.024000	0.4851429	0.4829643	0.707	0.9684643	0.6707143	4.626179	4.545607	103.8144	248.1149	32.45193	7.300000
27-Sep-04	7.300000	7.875000	7.825000	8.275000	9.025000	0.100000	0.100000	0.100000	0.100000	0.158333	7.817000	7.891705	7.741591	7.636724	7.750417	1.800000	1.850000	1.875000	1.375000	1.025000	4.902291	4.476682	3.560384	4.730052	5.914167	8.250000	9.250000	9.833333	10.000000	11.333330	0.399375	0.396250	0.371250	0.389583	0.430000	0.017750	0.016750	0.017417	0.021500	0.022167	0.4795357	0.4851429	0.4829643	0.707	0.9684643	4.383036	4.626179	4.545607	103.8144	248.1149	7.700000
25-Oct-04	7.700000	7.300000	7.875000	7.825000	8.275000	0.100000	0.100000	0.100000	0.100000	0.100000	7.721613	7.817000	7.891705	7.741591	7.636724	1.950000	1.800000	1.850000	1.875000	1.375000	6.428000	4.902291	4.476682	3.560384	4.730052	8.937500	8.250000	9.250000	9.833333	10.000000	0.466875	0.399375	0.396250	0.371250	0.389583	0.020062	0.017750	0.016750	0.017417	0.021500	0.4839643	0.4795357	0.4851429	0.4829643	0.707	4.576428	4.383036	4.626179	4.545607	103.8144	8.500000
22-Nov-04	8.500000	7.700000	7.300000	7.875000	7.825000	0.175000	0.100000	0.100000	0.100000	0.100000	7.619318	7.721613	7.817000	7.891705	7.741591	1.850000	1.950000	1.800000	1.850000	1.875000	9.046576	6.428000	4.902291	4.476682	3.560384	11.687500	8.937500	8.250000	9.250000	9.833333	0.522500	0.466875	0.399375	0.396250	0.371250	0.029188	0.020062	0.017750	0.016750	0.017417	0.50025	0.4839643	0.4795357	0.4851429	0.4829643	8.514964	4.576428	4.383036	4.626179	4.545607	7.350000
20-Dec-04	7.350000	8.500000	7.700000	7.300000	7.875000	0.150000	0.175000	0.100000	0.100000	0.100000	7.537329	7.619318	7.721613	7.817000	7.891705	1.575000	1.850000	1.950000	1.800000	1.850000	10.132190	9.046576	6.428000	4.902291	4.476682	16.375000	11.687500	8.937500	8.250000	9.250000	0.485833	0.522500	0.466875	0.399375	0.396250	0.029250	0.029188	0.020062	0.017750	0.016750	1.016464	0.50025	0.4839643	0.4795357	0.4851429	327.7028	8.514964	4.576428	4.383036	4.626179	9.300000
17-Jan-05	9.300000	7.350000	8.500000	7.700000	7.300000	0.333333	0.150000	0.175000	0.100000	0.100000	7.377292	7.537329	7.619318	7.721613	7.817000	1.275000	1.575000	1.850000	1.950000	1.800000	8.727332	10.132190	9.046576	6.428000	4.902291	15.666670	16.375000	11.687500	8.937500	8.250000	0.450000	0.485833	0.522500	0.466875	0.399375	0.030333	0.029250	0.029188	0.020062	0.017750	1.080429	1.016464	0.50025	0.4839643	0.4795357	430.3448	327.7028	8.514964	4.576428	4.383036	8.225000
14-Feb-05	8.225000	9.300000	7.350000	8.500000	7.700000	0.250000	0.333333	0.150000	0.175000	0.100000	7.422500	7.377292	7.537329	7.619318	7.721613	1.350000	1.275000	1.575000	1.850000	1.950000	8.926666	8.727332	10.132190	9.046576	6.428000	16.500000	15.666670	16.375000	11.687500	8.937500	0.418333	0.450000	0.485833	0.522500	0.466875	0.025250	0.030333	0.029250	0.029188	0.020062	1.083	1.080429	1.016464	0.50025	0.4839643	435.0415	430.3448	327.7028	8.514964	4.576428	9.025000
14-Mar-05	9.025000	8.225000	9.300000	7.350000	8.500000	0.275000	0.250000	0.333333	0.150000	0.175000	7.476059	7.422500	7.377292	7.537329	7.619318	1.175000	1.350000	1.275000	1.575000	1.850000	9.911988	8.926666	8.727332	10.132190	9.046576	15.875000	16.500000	15.666670	16.375000	11.687500	0.377115	0.418333	0.450000	0.485833	0.522500	0.024208	0.025250	0.030333	0.029250	0.029188	0.9285357	1.083	1.080429	1.016464	0.50025	213.53	435.0415	430.3448	327.7028	8.514964	7.584091
11-Apr-05	7.584091	9.025000	8.225000	9.300000	7.350000	0.400000	0.275000	0.250000	0.333333	0.150000	7.595778	7.476059	7.422500	7.377292	7.537329	1.175000	1.175000	1.350000	1.275000	1.575000	7.887202	9.911988	8.926666	8.727332	10.132190	15.625000	15.875000	16.500000	15.666670	16.375000	0.376538	0.377115	0.418333	0.450000	0.485833	0.019510	0.024208	0.025250	0.030333	0.029250	0.9875	0.9285357	1.083	1.080429	1.016464	292.573	213.53	435.0415	430.3448	327.7028	6.836364
9-May-05	6.836364	7.584091	9.025000	8.225000	9.300000	0.533333	0.400000	0.275000	0.250000	0.333333	7.807664	7.595778	7.476059	7.422500	7.377292	1.425000	1.175000	1.175000	1.350000	1.275000	6.244272	7.887202	9.911988	8.926666	8.727332	15.166670	15.625000	15.875000	16.500000	15.666670	0.390000	0.376538	0.377115	0.418333	0.450000	0.017961	0.019510	0.024208	0.025250	0.030333	0.9906785	0.9875	0.9285357	1.083	1.080429	363.7909	292.573	213.53	435.0415	430.3448	9.950000
6-Jun-05	9.950000	6.836364	7.584091	9.025000	8.225000	0.591667	0.533333	0.400000	0.275000	0.250000	7.718958	7.807664	7.595778	7.476059	7.422500	1.275000	1.425000	1.175000	1.175000	1.350000	4.468583	6.244272	7.887202	9.911988	8.926666	14.250000	15.166670	15.625000	15.875000	16.500000	0.378333	0.390000	0.376538	0.377115	0.418333	0.017750	0.017961	0.019510	0.024208	0.025250	0.5090714	0.9906785	0.9875	0.9285357	1.083	58.00325	363.7909	292.573	213.53	435.0415	7.925000
4-Jul-05	7.925000	9.950000	6.836364	7.584091	9.025000	0.300000	0.591667	0.533333	0.400000	0.275000	8.012955	7.718958	7.807664	7.595778	7.476059	1.500000	1.275000	1.425000	1.175000	1.175000	3.424821	4.468583	6.244272	7.887202	9.911988	17.750000	14.250000	15.166670	15.625000	15.875000	0.358333	0.378333	0.390000	0.376538	0.377115	0.017167	0.017750	0.017961	0.019510	0.024208	1.044393	0.5090714	0.9906785	0.9875	0.9285357	370.9528	58.00325	363.7909	292.573	213.53	8.700000
1-Aug-05	8.700000	7.925000	9.950000	6.836364	7.584091	0.425000	0.300000	0.591667	0.533333	0.400000	7.982442	8.012955	7.718958	7.807664	7.595778	1.300000	1.500000	1.275000	1.425000	1.175000	5.018357	3.424821	4.468583	6.244272	7.887202	21.250000	17.750000	14.250000	15.166670	15.625000	0.339583	0.358333	0.378333	0.390000	0.376538	0.020250	0.017167	0.017750	0.017961	0.019510	0.8778929	1.044393	0.5090714	0.9906785	0.9875	159.6842	370.9528	58.00325	363.7909	292.573	9.862500
29-Aug-05	9.862500	8.700000	7.925000	9.950000	6.836364	0.987500	0.425000	0.300000	0.591667	0.533333	7.796354	7.982442	8.012955	7.718958	7.807664	1.387500	1.300000	1.500000	1.275000	1.425000	5.789917	5.018357	3.424821	4.468583	6.244272	22.000000	21.250000	17.750000	14.250000	15.166670	0.321250	0.339583	0.358333	0.378333	0.390000	0.022583	0.020250	0.017167	0.017750	0.017961	1.08175	0.8778929	1.044393	0.5090714	0.9906785	434.2579	159.6842	370.9528	58.00325	363.7909	10.612500
26-Sep-05	10.612500	9.862500	8.700000	7.925000	9.950000	1.637500	0.987500	0.425000	0.300000	0.591667	7.612605	7.796354	7.982442	8.012955	7.718958	1.637500	1.387500	1.300000	1.500000	1.275000	6.028917	5.789917	5.018357	3.424821	4.468583	22.000000	22.000000	21.250000	17.750000	14.250000	0.342536	0.321250	0.339583	0.358333	0.378333	0.024250	0.022583	0.020250	0.017167	0.017750	1.042821	1.08175	0.8778929	1.044393	0.5090714	373.2273	434.2579	159.6842	370.9528	58.00325	11.439130
24-Oct-05	11.439130	10.612500	9.862500	8.700000	7.925000	1.023913	1.637500	0.987500	0.425000	0.300000	7.703070	7.612605	7.796354	7.982442	8.012955	1.882609	1.637500	1.387500	1.300000	1.500000	6.840580	6.028917	5.789917	5.018357	3.424821	21.543480	22.000000	22.000000	21.250000	17.750000	0.373919	0.342536	0.321250	0.339583	0.358333	0.024210	0.024250	0.022583	0.020250	0.017167	0.8258214	1.042821	1.08175	0.8778929	1.044393	124.2841	373.2273	434.2579	159.6842	370.9528	12.397370
21-Nov-05	12.397370	11.439130	10.612500	9.862500	8.700000	0.100526	1.023913	1.637500	0.987500	0.425000	7.809432	7.703070	7.612605	7.796354	7.982442	2.028947	1.882609	1.637500	1.387500	1.300000	8.745395	6.840580	6.028917	5.789917	5.018357	21.052630	21.543480	22.000000	22.000000	21.250000	0.379384	0.373919	0.342536	0.321250	0.339583	0.039364	0.024210	0.024250	0.022583	0.020250	1.006393	0.8258214	1.042821	1.08175	0.8778929	321.5633	124.2841	373.2273	434.2579	159.6842	14.239470
19-Dec-05	14.239470	12.397370	11.439130	10.612500	9.862500	0.105439	0.100526	1.023913	1.637500	0.987500	7.286554	7.809432	7.703070	7.612605	7.796354	1.365790	2.028947	1.882609	1.637500	1.387500	18.169080	8.745395	6.840580	6.028917	5.789917	21.543860	21.052630	21.543480	22.000000	22.000000	0.223250	0.379384	0.373919	0.342536	0.321250	0.185873	0.039364	0.024210	0.024250	0.022583	0.9873214	1.006393	0.8258214	1.042821	1.08175	304.0511	321.5633	124.2841	373.2273	434.2579	7.880000
16-Jan-06	7.880000	14.239470	12.397370	11.439130	10.612500	0.206667	0.105439	0.100526	1.023913	1.637500	7.473636	7.286554	7.809432	7.703070	7.612605	1.000000	1.365790	2.028947	1.882609	1.637500	12.770000	18.169080	8.745395	6.840580	6.028917	22.666670	21.543860	21.052630	21.543480	22.000000	0.258150	0.223250	0.379384	0.373919	0.342536	0.017500	0.185873	0.039364	0.024210	0.024250	1.035107	0.9873214	1.006393	0.8258214	1.042821	356.2963	304.0511	321.5633	124.2841	373.2273	11.048000
13-Feb-06	11.048000	7.880000	14.239470	12.397370	11.439130	0.388000	0.206667	0.105439	0.100526	1.023913	7.444292	7.473636	7.286554	7.809432	7.703070	0.960000	1.000000	1.365790	2.028947	1.882609	12.734870	12.770000	18.169080	8.745395	6.840580	20.933330	22.666670	21.543860	21.052630	21.543480	0.319643	0.258150	0.223250	0.379384	0.373919	0.013500	0.017500	0.185873	0.039364	0.024210	0.9177143	1.035107	0.9873214	1.006393	0.8258214	223.5257	356.2963	304.0511	321.5633	124.2841	10.845710
13-Mar-06	10.845710	11.048000	7.880000	14.239470	12.397370	0.377619	0.388000	0.206667	0.105439	0.100526	7.345403	7.444292	7.473636	7.286554	7.809432	1.057143	0.960000	1.000000	1.365790	2.028947	10.361340	12.734870	12.770000	18.169080	8.745395	17.571430	20.933330	22.666670	21.543860	21.052630	0.390000	0.319643	0.258150	0.223250	0.379384	0.011429	0.013500	0.017500	0.185873	0.039364	0.96924	0.9177143	1.035107	0.9873214	1.006393	264.0936	223.5257	356.2963	304.0511	321.5633	9.520000
10-Apr-06	9.520000	10.845710	11.048000	7.880000	14.239470	0.303333	0.377619	0.388000	0.206667	0.105439	7.223333	7.345403	7.444292	7.473636	7.286554	1.200000	1.057143	0.960000	1.000000	1.365790	7.208333	10.361340	12.734870	12.770000	18.169080	13.666670	17.571430	20.933330	22.666670	21.543860	0.159750	0.390000	0.319643	0.258150	0.223250	0.010000	0.011429	0.013500	0.017500	0.185873	0.6965	0.96924	0.9177143	1.035107	0.9873214	68.38258	264.0936	223.5257	356.2963	304.0511	12.800000
8-May-06	12.800000	9.520000	10.845710	11.048000	7.880000	0.506667	0.303333	0.377619	0.388000	0.206667	7.920909	7.223333	7.345403	7.444292	7.473636	0.900000	1.200000	1.057143	0.960000	1.000000	10.600000	7.208333	10.361340	12.734870	12.770000	12.333330	13.666670	17.571430	20.933330	22.666670	0.427500	0.159750	0.390000	0.319643	0.258150	0.010000	0.010000	0.011429	0.013500	0.017500	0.7148572	0.6965	0.96924	0.9177143	1.035107	42.72132	68.38258	264.0936	223.5257	356.2963	10.260000
5-Jun-06	10.260000	12.800000	9.520000	10.845710	11.048000	0.875000	0.506667	0.303333	0.377619	0.388000	8.010000	7.920909	7.223333	7.345403	7.444292	0.900000	0.900000	1.200000	1.057143	0.960000	7.110001	10.600000	7.208333	10.361340	12.734870	12.000000	12.333330	13.666670	17.571430	20.933330	0.410000	0.427500	0.159750	0.390000	0.319643	0.010000	0.010000	0.010000	0.011429	0.013500	0.5590357	0.7148572	0.6965	0.96924	0.9177143	18.58879	42.72132	68.38258	264.0936	223.5257	6.416666
3-Jul-06	6.416666	10.260000	12.800000	9.520000	10.845710	1.227500	0.875000	0.506667	0.303333	0.377619	7.325455	8.010000	7.920909	7.223333	7.345403	0.900000	0.900000	0.900000	1.200000	1.057143	6.318182	7.110001	10.600000	7.208333	10.361340	11.000000	12.000000	12.333330	13.666670	17.571430	0.453000	0.410000	0.427500	0.159750	0.390000	0.010000	0.010000	0.010000	0.010000	0.011429	0.45	0.5590357	0.7148572	0.6965	0.96924	3.479286	18.58879	42.72132	68.38258	264.0936	7.900000
31-Jul-06	7.900000	6.416666	10.260000	12.800000	9.520000	0.500000	1.227500	0.875000	0.506667	0.303333	8.075000	7.325455	8.010000	7.920909	7.223333	1.200000	0.900000	0.900000	0.900000	1.200000	5.783333	6.318182	7.110001	10.600000	7.208333	11.250000	11.000000	12.000000	12.333330	13.666670	0.239750	0.453000	0.410000	0.427500	0.159750	0.016000	0.010000	0.010000	0.010000	0.010000	0.89325	0.45	0.5590357	0.7148572	0.6965	186.451	3.479286	18.58879	42.72132	68.38258	10.240000
28-Aug-06	10.240000	7.900000	6.416666	10.260000	12.800000	0.946667	0.500000	1.227500	0.875000	0.506667	8.130001	8.075000	7.325455	8.010000	7.920909	1.200000	1.200000	0.900000	0.900000	0.900000	2.900000	5.783333	6.318182	7.110001	10.600000	16.000000	11.250000	11.000000	12.000000	12.333330	0.278000	0.239750	0.453000	0.410000	0.427500	0.010000	0.016000	0.010000	0.010000	0.010000	1.056571	0.89325	0.45	0.5590357	0.7148572	395.1146	186.451	3.479286	18.58879	42.72132	14.216670
25-Sep-06	14.216670	10.240000	7.900000	6.416666	10.260000	1.862500	0.946667	0.500000	1.227500	0.875000	7.809167	8.130001	8.075000	7.325455	8.010000	1.000000	1.200000	1.200000	0.900000	0.900000	6.325001	2.900000	5.783333	6.318182	7.110001	22.500000	16.000000	11.250000	11.000000	12.000000	0.491200	0.278000	0.239750	0.453000	0.410000	0.010000	0.010000	0.016000	0.010000	0.010000	1.112821	1.056571	0.89325	0.45	0.5590357	494.9358	395.1146	186.451	3.479286	18.58879	13.500000
23-Oct-06	13.500000	14.216670	10.240000	7.900000	6.416666	0.100000	1.862500	0.946667	0.500000	1.227500	7.633333	7.809167	8.130001	8.075000	7.325455	0.900000	1.000000	1.200000	1.200000	0.900000	10.400000	6.325001	2.900000	5.783333	6.318182	21.500000	22.500000	16.000000	11.250000	11.000000	0.354500	0.491200	0.278000	0.239750	0.453000	0.010000	0.010000	0.010000	0.016000	0.010000	0.9089286	1.112821	1.056571	0.89325	0.45	227.378	494.9358	395.1146	186.451	3.479286	13.616670
20-Nov-06	13.616670	13.500000	14.216670	10.240000	7.900000	0.223333	0.100000	1.862500	0.946667	0.500000	7.257500	7.633333	7.809167	8.130001	8.075000	0.600000	0.900000	1.000000	1.200000	1.200000	13.708330	10.400000	6.325001	2.900000	5.783333	20.666670	21.500000	22.500000	16.000000	11.250000	0.324500	0.354500	0.491200	0.278000	0.239750	0.010000	0.010000	0.010000	0.010000	0.016000	0.9090357	0.9089286	1.112821	1.056571	0.89325	204.0291	227.378	494.9358	395.1146	186.451	7.540000
18-Dec-06	7.540000	13.616670	13.500000	14.216670	10.240000	0.496667	0.223333	0.100000	1.862500	0.946667	7.194545	7.257500	7.633333	7.809167	8.130001	1.000000	0.600000	0.900000	1.000000	1.200000	11.654540	13.708330	10.400000	6.325001	2.900000	17.333330	20.666670	21.500000	22.500000	16.000000	0.377250	0.324500	0.354500	0.491200	0.278000	0.020000	0.010000	0.010000	0.010000	0.010000	0.7015357	0.9090357	0.9089286	1.112821	1.056571	33.55032	204.0291	227.378	494.9358	395.1146	27.640000
15-Jan-07	27.640000	7.540000	13.616670	13.500000	14.216670	0.283333	0.496667	0.223333	0.100000	1.862500	7.428182	7.194545	7.257500	7.633333	7.809167	0.800000	1.000000	0.600000	0.900000	1.000000	25.145450	11.654540	13.708330	10.400000	6.325001	21.000000	17.333330	20.666670	21.500000	22.500000	0.307200	0.377250	0.324500	0.354500	0.491200	0.010000	0.020000	0.010000	0.010000	0.010000	0.68975	0.7015357	0.9090357	0.9089286	1.112821	27.66918	33.55032	204.0291	227.378	494.9358	8.316667
12-Feb-07	8.316667	27.640000	7.540000	13.616670	13.500000	0.162500	0.283333	0.496667	0.223333	0.100000	7.156364	7.428182	7.194545	7.257500	7.633333	1.200000	0.800000	1.000000	0.600000	0.900000	10.100000	25.145450	11.654540	13.708330	10.400000	8.250000	21.000000	17.333330	20.666670	21.500000	0.412500	0.307200	0.377250	0.324500	0.354500	0.022000	0.010000	0.020000	0.010000	0.010000	0.6889643	0.68975	0.7015357	0.9090357	0.9089286	27.36871	27.66918	33.55032	204.0291	227.378	11.440000
12-Mar-07	11.440000	8.316667	27.640000	7.540000	13.616670	0.476667	0.162500	0.283333	0.496667	0.223333	7.320000	7.156364	7.428182	7.194545	7.257500	0.700000	1.200000	0.800000	1.000000	0.600000	14.933330	10.100000	25.145450	11.654540	13.708330	9.000000	8.250000	21.000000	17.333330	20.666670	0.415000	0.412500	0.307200	0.377250	0.324500	0.010000	0.022000	0.010000	0.020000	0.010000	0.6810714	0.6889643	0.68975	0.7015357	0.9090357	25.88825	27.36871	27.66918	33.55032	204.0291	15.600000
9-Apr-07	15.600000	11.440000	8.316667	27.640000	7.540000	0.776667	0.476667	0.162500	0.283333	0.496667	7.280000	7.320000	7.156364	7.428182	7.194545	0.850000	0.700000	1.200000	0.800000	1.000000	7.416667	14.933330	10.100000	25.145450	11.654540	10.666670	9.000000	8.250000	21.000000	17.333330	0.348750	0.415000	0.412500	0.307200	0.377250	0.015000	0.010000	0.022000	0.010000	0.020000	1.050964	0.6810714	0.6889643	0.68975	0.7015357	383.5856	25.88825	27.36871	27.66918	33.55032	19.540000
7-May-07	19.540000	15.600000	11.440000	8.316667	27.640000	1.123333	0.776667	0.476667	0.162500	0.283333	7.247500	7.280000	7.320000	7.156364	7.428182	1.000000	0.850000	0.700000	1.200000	0.800000	8.258333	7.416667	14.933330	10.100000	25.145450	15.000000	10.666670	9.000000	8.250000	21.000000	0.421000	0.348750	0.415000	0.412500	0.307200	0.012500	0.015000	0.010000	0.022000	0.010000	1.085571	1.050964	0.6810714	0.6889643	0.68975	445.9252	383.5856	25.88825	27.36871	27.66918	13.766670
