t	x(t-1)	x(t-2)	x(t-3)	x(t-4)	x(t-5)	x(t-6)	x(t-7)	x(t-8)	x(t-9)	x(t-10)	x(t-11)	x(t-12)	x(t-13)	x(t-14)	x(t-15)	xt
151	-1.96331	-0.0198134	1.6454	2.98335	2.39135	1.68492	-2.58013	-2.13813	-2.66798	-3.75033	-2.62987	-1.34268	0.98595	1.65853	1.56183	-1.99182
152	-1.99182	-1.96331	-0.0198134	1.6454	2.98335	2.39135	1.68492	-2.58013	-2.13813	-2.66798	-3.75033	-2.62987	-1.34268	0.98595	1.65853	-4.46093
153	-4.46093	-1.99182	-1.96331	-0.0198134	1.6454	2.98335	2.39135	1.68492	-2.58013	-2.13813	-2.66798	-3.75033	-2.62987	-1.34268	0.98595	-2.98241
154	-2.98241	-4.46093	-1.99182	-1.96331	-0.0198134	1.6454	2.98335	2.39135	1.68492	-2.58013	-2.13813	-2.66798	-3.75033	-2.62987	-1.34268	0.240538
155	0.240538	-2.98241	-4.46093	-1.99182	-1.96331	-0.0198134	1.6454	2.98335	2.39135	1.68492	-2.58013	-2.13813	-2.66798	-3.75033	-2.62987	1.17587
156	1.17587	0.240538	-2.98241	-4.46093	-1.99182	-1.96331	-0.0198134	1.6454	2.98335	2.39135	1.68492	-2.58013	-2.13813	-2.66798	-3.75033	3.62085
157	3.62085	1.17587	0.240538	-2.98241	-4.46093	-1.99182	-1.96331	-0.0198134	1.6454	2.98335	2.39135	1.68492	-2.58013	-2.13813	-2.66798	4.10009
158	4.10009	3.62085	1.17587	0.240538	-2.98241	-4.46093	-1.99182	-1.96331	-0.0198134	1.6454	2.98335	2.39135	1.68492	-2.58013	-2.13813	3.51174
159	3.51174	4.10009	3.62085	1.17587	0.240538	-2.98241	-4.46093	-1.99182	-1.96331	-0.0198134	1.6454	2.98335	2.39135	1.68492	-2.58013	1.73741
160	1.73741	3.51174	4.10009	3.62085	1.17587	0.240538	-2.98241	-4.46093	-1.99182	-1.96331	-0.0198134	1.6454	2.98335	2.39135	1.68492	-0.661257
161	-0.661257	1.73741	3.51174	4.10009	3.62085	1.17587	0.240538	-2.98241	-4.46093	-1.99182	-1.96331	-0.0198134	1.6454	2.98335	2.39135	-1.45553
162	-1.45553	-0.661257	1.73741	3.51174	4.10009	3.62085	1.17587	0.240538	-2.98241	-4.46093	-1.99182	-1.96331	-0.0198134	1.6454	2.98335	-0.152296
163	-0.152296	-1.45553	-0.661257	1.73741	3.51174	4.10009	3.62085	1.17587	0.240538	-2.98241	-4.46093	-1.99182	-1.96331	-0.0198134	1.6454	-1.68082
164	-1.68082	-0.152296	-1.45553	-0.661257	1.73741	3.51174	4.10009	3.62085	1.17587	0.240538	-2.98241	-4.46093	-1.99182	-1.96331	-0.0198134	-1.85471
165	-1.85471	-1.68082	-0.152296	-1.45553	-0.661257	1.73741	3.51174	4.10009	3.62085	1.17587	0.240538	-2.98241	-4.46093	-1.99182	-1.96331	-1.03731
166	-1.03731	-1.85471	-1.68082	-0.152296	-1.45553	-0.661257	1.73741	3.51174	4.10009	3.62085	1.17587	0.240538	-2.98241	-4.46093	-1.99182	-1.05564
167	-1.05564	-1.03731	-1.85471	-1.68082	-0.152296	-1.45553	-0.661257	1.73741	3.51174	4.10009	3.62085	1.17587	0.240538	-2.98241	-4.46093	-0.405124
168	-0.405124	-1.05564	-1.03731	-1.85471	-1.68082	-0.152296	-1.45553	-0.661257	1.73741	3.51174	4.10009	3.62085	1.17587	0.240538	-2.98241	1.04928
169	1.04928	-0.405124	-1.05564	-1.03731	-1.85471	-1.68082	-0.152296	-1.45553	-0.661257	1.73741	3.51174	4.10009	3.62085	1.17587	0.240538	-0.369307
170	-0.369307	1.04928	-0.405124	-1.05564	-1.03731	-1.85471	-1.68082	-0.152296	-1.45553	-0.661257	1.73741	3.51174	4.10009	3.62085	1.17587	2.05103
171	2.05103	-0.369307	1.04928	-0.405124	-1.05564	-1.03731	-1.85471	-1.68082	-0.152296	-1.45553	-0.661257	1.73741	3.51174	4.10009	3.62085	1.12921
172	1.12921	2.05103	-0.369307	1.04928	-0.405124	-1.05564	-1.03731	-1.85471	-1.68082	-0.152296	-1.45553	-0.661257	1.73741	3.51174	4.10009	0.300743
173	0.300743	1.12921	2.05103	-0.369307	1.04928	-0.405124	-1.05564	-1.03731	-1.85471	-1.68082	-0.152296	-1.45553	-0.661257	1.73741	3.51174	1.04793
174	1.04793	0.300743	1.12921	2.05103	-0.369307	1.04928	-0.405124	-1.05564	-1.03731	-1.85471	-1.68082	-0.152296	-1.45553	-0.661257	1.73741	-0.300934
175	-0.300934	1.04793	0.300743	1.12921	2.05103	-0.369307	1.04928	-0.405124	-1.05564	-1.03731	-1.85471	-1.68082	-0.152296	-1.45553	-0.661257	-2.65273
176	-2.65273	-0.300934	1.04793	0.300743	1.12921	2.05103	-0.369307	1.04928	-0.405124	-1.05564	-1.03731	-1.85471	-1.68082	-0.152296	-1.45553	-3.33331
177	-3.33331	-2.65273	-0.300934	1.04793	0.300743	1.12921	2.05103	-0.369307	1.04928	-0.405124	-1.05564	-1.03731	-1.85471	-1.68082	-0.152296	-2.78411
178	-2.78411	-3.33331	-2.65273	-0.300934	1.04793	0.300743	1.12921	2.05103	-0.369307	1.04928	-0.405124	-1.05564	-1.03731	-1.85471	-1.68082	-0.883208
179	-0.883208	-2.78411	-3.33331	-2.65273	-0.300934	1.04793	0.300743	1.12921	2.05103	-0.369307	1.04928	-0.405124	-1.05564	-1.03731	-1.85471	1.59811
180	1.59811	-0.883208	-2.78411	-3.33331	-2.65273	-0.300934	1.04793	0.300743	1.12921	2.05103	-0.369307	1.04928	-0.405124	-1.05564	-1.03731	3.6637
181	3.6637	1.59811	-0.883208	-2.78411	-3.33331	-2.65273	-0.300934	1.04793	0.300743	1.12921	2.05103	-0.369307	1.04928	-0.405124	-1.05564	5.59119
182	5.59119	3.6637	1.59811	-0.883208	-2.78411	-3.33331	-2.65273	-0.300934	1.04793	0.300743	1.12921	2.05103	-0.369307	1.04928	-0.405124	4.93194
183	4.93194	5.59119	3.6637	1.59811	-0.883208	-2.78411	-3.33331	-2.65273	-0.300934	1.04793	0.300743	1.12921	2.05103	-0.369307	1.04928	2.24624
184	2.24624	4.93194	5.59119	3.6637	1.59811	-0.883208	-2.78411	-3.33331	-2.65273	-0.300934	1.04793	0.300743	1.12921	2.05103	-0.369307	0.849565
185	0.849565	2.24624	4.93194	5.59119	3.6637	1.59811	-0.883208	-2.78411	-3.33331	-2.65273	-0.300934	1.04793	0.300743	1.12921	2.05103	-0.64163
186	-0.64163	0.849565	2.24624	4.93194	5.59119	3.6637	1.59811	-0.883208	-2.78411	-3.33331	-2.65273	-0.300934	1.04793	0.300743	1.12921	-1.8184
187	-1.8184	-0.64163	0.849565	2.24624	4.93194	5.59119	3.6637	1.59811	-0.883208	-2.78411	-3.33331	-2.65273	-0.300934	1.04793	0.300743	-3.194
188	-3.194	-1.8184	-0.64163	0.849565	2.24624	4.93194	5.59119	3.6637	1.59811	-0.883208	-2.78411	-3.33331	-2.65273	-0.300934	1.04793	1.61932
189	1.61932	-3.194	-1.8184	-0.64163	0.849565	2.24624	4.93194	5.59119	3.6637	1.59811	-0.883208	-2.78411	-3.33331	-2.65273	-0.300934	3.4824
190	3.4824	1.61932	-3.194	-1.8184	-0.64163	0.849565	2.24624	4.93194	5.59119	3.6637	1.59811	-0.883208	-2.78411	-3.33331	-2.65273	2.49958
191	2.49958	3.4824	1.61932	-3.194	-1.8184	-0.64163	0.849565	2.24624	4.93194	5.59119	3.6637	1.59811	-0.883208	-2.78411	-3.33331	2.01636
192	2.01636	2.49958	3.4824	1.61932	-3.194	-1.8184	-0.64163	0.849565	2.24624	4.93194	5.59119	3.6637	1.59811	-0.883208	-2.78411	2.54756
193	2.54756	2.01636	2.49958	3.4824	1.61932	-3.194	-1.8184	-0.64163	0.849565	2.24624	4.93194	5.59119	3.6637	1.59811	-0.883208	-0.438355
194	-0.438355	2.54756	2.01636	2.49958	3.4824	1.61932	-3.194	-1.8184	-0.64163	0.849565	2.24624	4.93194	5.59119	3.6637	1.59811	-1.4256
195	-1.4256	-0.438355	2.54756	2.01636	2.49958	3.4824	1.61932	-3.194	-1.8184	-0.64163	0.849565	2.24624	4.93194	5.59119	3.6637	-2.51074
196	-2.51074	-1.4256	-0.438355	2.54756	2.01636	2.49958	3.4824	1.61932	-3.194	-1.8184	-0.64163	0.849565	2.24624	4.93194	5.59119	-2.60718
197	-2.60718	-2.51074	-1.4256	-0.438355	2.54756	2.01636	2.49958	3.4824	1.61932	-3.194	-1.8184	-0.64163	0.849565	2.24624	4.93194	-3.7232
198	-3.7232	-2.60718	-2.51074	-1.4256	-0.438355	2.54756	2.01636	2.49958	3.4824	1.61932	-3.194	-1.8184	-0.64163	0.849565	2.24624	-1.43745
199	-1.43745	-3.7232	-2.60718	-2.51074	-1.4256	-0.438355	2.54756	2.01636	2.49958	3.4824	1.61932	-3.194	-1.8184	-0.64163	0.849565	0.977739
200	0.977739	-1.43745	-3.7232	-2.60718	-2.51074	-1.4256	-0.438355	2.54756	2.01636	2.49958	3.4824	1.61932	-3.194	-1.8184	-0.64163	1.41234
201	1.41234	0.977739	-1.43745	-3.7232	-2.60718	-2.51074	-1.4256	-0.438355	2.54756	2.01636	2.49958	3.4824	1.61932	-3.194	-1.8184	2.3923
202	2.3923	1.41234	0.977739	-1.43745	-3.7232	-2.60718	-2.51074	-1.4256	-0.438355	2.54756	2.01636	2.49958	3.4824	1.61932	-3.194	0.611776
203	0.611776	2.3923	1.41234	0.977739	-1.43745	-3.7232	-2.60718	-2.51074	-1.4256	-0.438355	2.54756	2.01636	2.49958	3.4824	1.61932	-1.80361
204	-1.80361	0.611776	2.3923	1.41234	0.977739	-1.43745	-3.7232	-2.60718	-2.51074	-1.4256	-0.438355	2.54756	2.01636	2.49958	3.4824	-1.50724
205	-1.50724	-1.80361	0.611776	2.3923	1.41234	0.977739	-1.43745	-3.7232	-2.60718	-2.51074	-1.4256	-0.438355	2.54756	2.01636	2.49958	-2.28523
206	-2.28523	-1.50724	-1.80361	0.611776	2.3923	1.41234	0.977739	-1.43745	-3.7232	-2.60718	-2.51074	-1.4256	-0.438355	2.54756	2.01636	-2.10042
207	-2.10042	-2.28523	-1.50724	-1.80361	0.611776	2.3923	1.41234	0.977739	-1.43745	-3.7232	-2.60718	-2.51074	-1.4256	-0.438355	2.54756	0.15392
208	0.15392	-2.10042	-2.28523	-1.50724	-1.80361	0.611776	2.3923	1.41234	0.977739	-1.43745	-3.7232	-2.60718	-2.51074	-1.4256	-0.438355	1.499
209	1.499	0.15392	-2.10042	-2.28523	-1.50724	-1.80361	0.611776	2.3923	1.41234	0.977739	-1.43745	-3.7232	-2.60718	-2.51074	-1.4256	2.51321
210	2.51321	1.499	0.15392	-2.10042	-2.28523	-1.50724	-1.80361	0.611776	2.3923	1.41234	0.977739	-1.43745	-3.7232	-2.60718	-2.51074	1.38043
211	1.38043	2.51321	1.499	0.15392	-2.10042	-2.28523	-1.50724	-1.80361	0.611776	2.3923	1.41234	0.977739	-1.43745	-3.7232	-2.60718	2.77817
212	2.77817	1.38043	2.51321	1.499	0.15392	-2.10042	-2.28523	-1.50724	-1.80361	0.611776	2.3923	1.41234	0.977739	-1.43745	-3.7232	1.23833
213	1.23833	2.77817	1.38043	2.51321	1.499	0.15392	-2.10042	-2.28523	-1.50724	-1.80361	0.611776	2.3923	1.41234	0.977739	-1.43745	0.23068
214	0.23068	1.23833	2.77817	1.38043	2.51321	1.499	0.15392	-2.10042	-2.28523	-1.50724	-1.80361	0.611776	2.3923	1.41234	0.977739	-0.0599918
215	-0.0599918	0.23068	1.23833	2.77817	1.38043	2.51321	1.499	0.15392	-2.10042	-2.28523	-1.50724	-1.80361	0.611776	2.3923	1.41234	-0.370743
216	-0.370743	-0.0599918	0.23068	1.23833	2.77817	1.38043	2.51321	1.499	0.15392	-2.10042	-2.28523	-1.50724	-1.80361	0.611776	2.3923	-2.83294
217	-2.83294	-0.370743	-0.0599918	0.23068	1.23833	2.77817	1.38043	2.51321	1.499	0.15392	-2.10042	-2.28523	-1.50724	-1.80361	0.611776	-2.37637
218	-2.37637	-2.83294	-0.370743	-0.0599918	0.23068	1.23833	2.77817	1.38043	2.51321	1.499	0.15392	-2.10042	-2.28523	-1.50724	-1.80361	-2.21768
219	-2.21768	-2.37637	-2.83294	-0.370743	-0.0599918	0.23068	1.23833	2.77817	1.38043	2.51321	1.499	0.15392	-2.10042	-2.28523	-1.50724	-0.426343
220	-0.426343	-2.21768	-2.37637	-2.83294	-0.370743	-0.0599918	0.23068	1.23833	2.77817	1.38043	2.51321	1.499	0.15392	-2.10042	-2.28523	1.34497
221	1.34497	-0.426343	-2.21768	-2.37637	-2.83294	-0.370743	-0.0599918	0.23068	1.23833	2.77817	1.38043	2.51321	1.499	0.15392	-2.10042	-0.451034
222	-0.451034	1.34497	-0.426343	-2.21768	-2.37637	-2.83294	-0.370743	-0.0599918	0.23068	1.23833	2.77817	1.38043	2.51321	1.499	0.15392	0.0305443
223	0.0305443	-0.451034	1.34497	-0.426343	-2.21768	-2.37637	-2.83294	-0.370743	-0.0599918	0.23068	1.23833	2.77817	1.38043	2.51321	1.499	-0.29917
224	-0.29917	0.0305443	-0.451034	1.34497	-0.426343	-2.21768	-2.37637	-2.83294	-0.370743	-0.0599918	0.23068	1.23833	2.77817	1.38043	2.51321	-2.36359
225	-2.36359	-0.29917	0.0305443	-0.451034	1.34497	-0.426343	-2.21768	-2.37637	-2.83294	-0.370743	-0.0599918	0.23068	1.23833	2.77817	1.38043	-1.34658
226	-1.34658	-2.36359	-0.29917	0.0305443	-0.451034	1.34497	-0.426343	-2.21768	-2.37637	-2.83294	-0.370743	-0.0599918	0.23068	1.23833	2.77817	-1.93408
227	-1.93408	-1.34658	-2.36359	-0.29917	0.0305443	-0.451034	1.34497	-0.426343	-2.21768	-2.37637	-2.83294	-0.370743	-0.0599918	0.23068	1.23833	-1.75301
228	-1.75301	-1.93408	-1.34658	-2.36359	-0.29917	0.0305443	-0.451034	1.34497	-0.426343	-2.21768	-2.37637	-2.83294	-0.370743	-0.0599918	0.23068	2.13173
229	2.13173	-1.75301	-1.93408	-1.34658	-2.36359	-0.29917	0.0305443	-0.451034	1.34497	-0.426343	-2.21768	-2.37637	-2.83294	-0.370743	-0.0599918	1.38357
230	1.38357	2.13173	-1.75301	-1.93408	-1.34658	-2.36359	-0.29917	0.0305443	-0.451034	1.34497	-0.426343	-2.21768	-2.37637	-2.83294	-0.370743	1.765
231	1.765	1.38357	2.13173	-1.75301	-1.93408	-1.34658	-2.36359	-0.29917	0.0305443	-0.451034	1.34497	-0.426343	-2.21768	-2.37637	-2.83294	2.35775
232	2.35775	1.765	1.38357	2.13173	-1.75301	-1.93408	-1.34658	-2.36359	-0.29917	0.0305443	-0.451034	1.34497	-0.426343	-2.21768	-2.37637	1.20501
233	1.20501	2.35775	1.765	1.38357	2.13173	-1.75301	-1.93408	-1.34658	-2.36359	-0.29917	0.0305443	-0.451034	1.34497	-0.426343	-2.21768	-2.73208
234	-2.73208	1.20501	2.35775	1.765	1.38357	2.13173	-1.75301	-1.93408	-1.34658	-2.36359	-0.29917	0.0305443	-0.451034	1.34497	-0.426343	-3.1807
235	-3.1807	-2.73208	1.20501	2.35775	1.765	1.38357	2.13173	-1.75301	-1.93408	-1.34658	-2.36359	-0.29917	0.0305443	-0.451034	1.34497	-1.91226
236	-1.91226	-3.1807	-2.73208	1.20501	2.35775	1.765	1.38357	2.13173	-1.75301	-1.93408	-1.34658	-2.36359	-0.29917	0.0305443	-0.451034	-1.51197
237	-1.51197	-1.91226	-3.1807	-2.73208	1.20501	2.35775	1.765	1.38357	2.13173	-1.75301	-1.93408	-1.34658	-2.36359	-0.29917	0.0305443	-0.344102
238	-0.344102	-1.51197	-1.91226	-3.1807	-2.73208	1.20501	2.35775	1.765	1.38357	2.13173	-1.75301	-1.93408	-1.34658	-2.36359	-0.29917	0.346894
239	0.346894	-0.344102	-1.51197	-1.91226	-3.1807	-2.73208	1.20501	2.35775	1.765	1.38357	2.13173	-1.75301	-1.93408	-1.34658	-2.36359	1.27511
240	1.27511	0.346894	-0.344102	-1.51197	-1.91226	-3.1807	-2.73208	1.20501	2.35775	1.765	1.38357	2.13173	-1.75301	-1.93408	-1.34658	0.860266
241	0.860266	1.27511	0.346894	-0.344102	-1.51197	-1.91226	-3.1807	-2.73208	1.20501	2.35775	1.765	1.38357	2.13173	-1.75301	-1.93408	1.62479
242	1.62479	0.860266	1.27511	0.346894	-0.344102	-1.51197	-1.91226	-3.1807	-2.73208	1.20501	2.35775	1.765	1.38357	2.13173	-1.75301	1.00787
243	1.00787	1.62479	0.860266	1.27511	0.346894	-0.344102	-1.51197	-1.91226	-3.1807	-2.73208	1.20501	2.35775	1.765	1.38357	2.13173	-0.151676
244	-0.151676	1.00787	1.62479	0.860266	1.27511	0.346894	-0.344102	-1.51197	-1.91226	-3.1807	-2.73208	1.20501	2.35775	1.765	1.38357	-2.83505
245	-2.83505	-0.151676	1.00787	1.62479	0.860266	1.27511	0.346894	-0.344102	-1.51197	-1.91226	-3.1807	-2.73208	1.20501	2.35775	1.765	-2.46122
246	-2.46122	-2.83505	-0.151676	1.00787	1.62479	0.860266	1.27511	0.346894	-0.344102	-1.51197	-1.91226	-3.1807	-2.73208	1.20501	2.35775	-1.07527
247	-1.07527	-2.46122	-2.83505	-0.151676	1.00787	1.62479	0.860266	1.27511	0.346894	-0.344102	-1.51197	-1.91226	-3.1807	-2.73208	1.20501	0.443853
248	0.443853	-1.07527	-2.46122	-2.83505	-0.151676	1.00787	1.62479	0.860266	1.27511	0.346894	-0.344102	-1.51197	-1.91226	-3.1807	-2.73208	0.0913466
249	0.0913466	0.443853	-1.07527	-2.46122	-2.83505	-0.151676	1.00787	1.62479	0.860266	1.27511	0.346894	-0.344102	-1.51197	-1.91226	-3.1807	0.382683
250	0.382683	0.0913466	0.443853	-1.07527	-2.46122	-2.83505	-0.151676	1.00787	1.62479	0.860266	1.27511	0.346894	-0.344102	-1.51197	-1.91226	-1.22806
251	-1.22806	0.382683	0.0913466	0.443853	-1.07527	-2.46122	-2.83505	-0.151676	1.00787	1.62479	0.860266	1.27511	0.346894	-0.344102	-1.51197	0.803702
252	0.803702	-1.22806	0.382683	0.0913466	0.443853	-1.07527	-2.46122	-2.83505	-0.151676	1.00787	1.62479	0.860266	1.27511	0.346894	-0.344102	0.411497
253	0.411497	0.803702	-1.22806	0.382683	0.0913466	0.443853	-1.07527	-2.46122	-2.83505	-0.151676	1.00787	1.62479	0.860266	1.27511	0.346894	0.356465
254	0.356465	0.411497	0.803702	-1.22806	0.382683	0.0913466	0.443853	-1.07527	-2.46122	-2.83505	-0.151676	1.00787	1.62479	0.860266	1.27511	0.715614
255	0.715614	0.356465	0.411497	0.803702	-1.22806	0.382683	0.0913466	0.443853	-1.07527	-2.46122	-2.83505	-0.151676	1.00787	1.62479	0.860266	-1.67862
256	-1.67862	0.715614	0.356465	0.411497	0.803702	-1.22806	0.382683	0.0913466	0.443853	-1.07527	-2.46122	-2.83505	-0.151676	1.00787	1.62479	-1.68421
257	-1.68421	-1.67862	0.715614	0.356465	0.411497	0.803702	-1.22806	0.382683	0.0913466	0.443853	-1.07527	-2.46122	-2.83505	-0.151676	1.00787	-1.13817
258	-1.13817	-1.68421	-1.67862	0.715614	0.356465	0.411497	0.803702	-1.22806	0.382683	0.0913466	0.443853	-1.07527	-2.46122	-2.83505	-0.151676	-1.07076
259	-1.07076	-1.13817	-1.68421	-1.67862	0.715614	0.356465	0.411497	0.803702	-1.22806	0.382683	0.0913466	0.443853	-1.07527	-2.46122	-2.83505	-1.40698
260	-1.40698	-1.07076	-1.13817	-1.68421	-1.67862	0.715614	0.356465	0.411497	0.803702	-1.22806	0.382683	0.0913466	0.443853	-1.07527	-2.46122	-0.320617
261	-0.320617	-1.40698	-1.07076	-1.13817	-1.68421	-1.67862	0.715614	0.356465	0.411497	0.803702	-1.22806	0.382683	0.0913466	0.443853	-1.07527	2.59699
262	2.59699	-0.320617	-1.40698	-1.07076	-1.13817	-1.68421	-1.67862	0.715614	0.356465	0.411497	0.803702	-1.22806	0.382683	0.0913466	0.443853	0.395187
263	0.395187	2.59699	-0.320617	-1.40698	-1.07076	-1.13817	-1.68421	-1.67862	0.715614	0.356465	0.411497	0.803702	-1.22806	0.382683	0.0913466	1.71382
264	1.71382	0.395187	2.59699	-0.320617	-1.40698	-1.07076	-1.13817	-1.68421	-1.67862	0.715614	0.356465	0.411497	0.803702	-1.22806	0.382683	-0.222351
265	-0.222351	1.71382	0.395187	2.59699	-0.320617	-1.40698	-1.07076	-1.13817	-1.68421	-1.67862	0.715614	0.356465	0.411497	0.803702	-1.22806	1.43048
266	1.43048	-0.222351	1.71382	0.395187	2.59699	-0.320617	-1.40698	-1.07076	-1.13817	-1.68421	-1.67862	0.715614	0.356465	0.411497	0.803702	1.67943
267	1.67943	1.43048	-0.222351	1.71382	0.395187	2.59699	-0.320617	-1.40698	-1.07076	-1.13817	-1.68421	-1.67862	0.715614	0.356465	0.411497	1.40371
268	1.40371	1.67943	1.43048	-0.222351	1.71382	0.395187	2.59699	-0.320617	-1.40698	-1.07076	-1.13817	-1.68421	-1.67862	0.715614	0.356465	1.18084
269	1.18084	1.40371	1.67943	1.43048	-0.222351	1.71382	0.395187	2.59699	-0.320617	-1.40698	-1.07076	-1.13817	-1.68421	-1.67862	0.715614	0.173858
270	0.173858	1.18084	1.40371	1.67943	1.43048	-0.222351	1.71382	0.395187	2.59699	-0.320617	-1.40698	-1.07076	-1.13817	-1.68421	-1.67862	-2.73806
271	-2.73806	0.173858	1.18084	1.40371	1.67943	1.43048	-0.222351	1.71382	0.395187	2.59699	-0.320617	-1.40698	-1.07076	-1.13817	-1.68421	-3.62657
272	-3.62657	-2.73806	0.173858	1.18084	1.40371	1.67943	1.43048	-0.222351	1.71382	0.395187	2.59699	-0.320617	-1.40698	-1.07076	-1.13817	-1.91182
273	-1.91182	-3.62657	-2.73806	0.173858	1.18084	1.40371	1.67943	1.43048	-0.222351	1.71382	0.395187	2.59699	-0.320617	-1.40698	-1.07076	-1.593
274	-1.593	-1.91182	-3.62657	-2.73806	0.173858	1.18084	1.40371	1.67943	1.43048	-0.222351	1.71382	0.395187	2.59699	-0.320617	-1.40698	-0.413486
275	-0.413486	-1.593	-1.91182	-3.62657	-2.73806	0.173858	1.18084	1.40371	1.67943	1.43048	-0.222351	1.71382	0.395187	2.59699	-0.320617	2.31031
276	2.31031	-0.413486	-1.593	-1.91182	-3.62657	-2.73806	0.173858	1.18084	1.40371	1.67943	1.43048	-0.222351	1.71382	0.395187	2.59699	3.01818
277	3.01818	2.31031	-0.413486	-1.593	-1.91182	-3.62657	-2.73806	0.173858	1.18084	1.40371	1.67943	1.43048	-0.222351	1.71382	0.395187	-0.304135
278	-0.304135	3.01818	2.31031	-0.413486	-1.593	-1.91182	-3.62657	-2.73806	0.173858	1.18084	1.40371	1.67943	1.43048	-0.222351	1.71382	-1.34693
279	-1.34693	-0.304135	3.01818	2.31031	-0.413486	-1.593	-1.91182	-3.62657	-2.73806	0.173858	1.18084	1.40371	1.67943	1.43048	-0.222351	-3.04505
280	-3.04505	-1.34693	-0.304135	3.01818	2.31031	-0.413486	-1.593	-1.91182	-3.62657	-2.73806	0.173858	1.18084	1.40371	1.67943	1.43048	-3.25184
281	-3.25184	-3.04505	-1.34693	-0.304135	3.01818	2.31031	-0.413486	-1.593	-1.91182	-3.62657	-2.73806	0.173858	1.18084	1.40371	1.67943	-1.73944
282	-1.73944	-3.25184	-3.04505	-1.34693	-0.304135	3.01818	2.31031	-0.413486	-1.593	-1.91182	-3.62657	-2.73806	0.173858	1.18084	1.40371	-0.50841
283	-0.50841	-1.73944	-3.25184	-3.04505	-1.34693	-0.304135	3.01818	2.31031	-0.413486	-1.593	-1.91182	-3.62657	-2.73806	0.173858	1.18084	2.33676
284	2.33676	-0.50841	-1.73944	-3.25184	-3.04505	-1.34693	-0.304135	3.01818	2.31031	-0.413486	-1.593	-1.91182	-3.62657	-2.73806	0.173858	2.5198
285	2.5198	2.33676	-0.50841	-1.73944	-3.25184	-3.04505	-1.34693	-0.304135	3.01818	2.31031	-0.413486	-1.593	-1.91182	-3.62657	-2.73806	2.93777
286	2.93777	2.5198	2.33676	-0.50841	-1.73944	-3.25184	-3.04505	-1.34693	-0.304135	3.01818	2.31031	-0.413486	-1.593	-1.91182	-3.62657	2.07935
287	2.07935	2.93777	2.5198	2.33676	-0.50841	-1.73944	-3.25184	-3.04505	-1.34693	-0.304135	3.01818	2.31031	-0.413486	-1.593	-1.91182	-0.95715
288	-0.95715	2.07935	2.93777	2.5198	2.33676	-0.50841	-1.73944	-3.25184	-3.04505	-1.34693	-0.304135	3.01818	2.31031	-0.413486	-1.593	0.811905
289	0.811905	-0.95715	2.07935	2.93777	2.5198	2.33676	-0.50841	-1.73944	-3.25184	-3.04505	-1.34693	-0.304135	3.01818	2.31031	-0.413486	-1.21383
290	-1.21383	0.811905	-0.95715	2.07935	2.93777	2.5198	2.33676	-0.50841	-1.73944	-3.25184	-3.04505	-1.34693	-0.304135	3.01818	2.31031	-1.2807
291	-1.2807	-1.21383	0.811905	-0.95715	2.07935	2.93777	2.5198	2.33676	-0.50841	-1.73944	-3.25184	-3.04505	-1.34693	-0.304135	3.01818	1.26861
292	1.26861	-1.2807	-1.21383	0.811905	-0.95715	2.07935	2.93777	2.5198	2.33676	-0.50841	-1.73944	-3.25184	-3.04505	-1.34693	-0.304135	1.87905
293	1.87905	1.26861	-1.2807	-1.21383	0.811905	-0.95715	2.07935	2.93777	2.5198	2.33676	-0.50841	-1.73944	-3.25184	-3.04505	-1.34693	0.950103
294	0.950103	1.87905	1.26861	-1.2807	-1.21383	0.811905	-0.95715	2.07935	2.93777	2.5198	2.33676	-0.50841	-1.73944	-3.25184	-3.04505	1.20243
295	1.20243	0.950103	1.87905	1.26861	-1.2807	-1.21383	0.811905	-0.95715	2.07935	2.93777	2.5198	2.33676	-0.50841	-1.73944	-3.25184	0.710438
296	0.710438	1.20243	0.950103	1.87905	1.26861	-1.2807	-1.21383	0.811905	-0.95715	2.07935	2.93777	2.5198	2.33676	-0.50841	-1.73944	-2.29373
297	-2.29373	0.710438	1.20243	0.950103	1.87905	1.26861	-1.2807	-1.21383	0.811905	-0.95715	2.07935	2.93777	2.5198	2.33676	-0.50841	-2.36124
298	-2.36124	-2.29373	0.710438	1.20243	0.950103	1.87905	1.26861	-1.2807	-1.21383	0.811905	-0.95715	2.07935	2.93777	2.5198	2.33676	-1.30749
299	-1.30749	-2.36124	-2.29373	0.710438	1.20243	0.950103	1.87905	1.26861	-1.2807	-1.21383	0.811905	-0.95715	2.07935	2.93777	2.5198	-1.13585
300	-1.13585	-1.30749	-2.36124	-2.29373	0.710438	1.20243	0.950103	1.87905	1.26861	-1.2807	-1.21383	0.811905	-0.95715	2.07935	2.93777	0.930283
301	0.930283	-1.13585	-1.30749	-2.36124	-2.29373	0.710438	1.20243	0.950103	1.87905	1.26861	-1.2807	-1.21383	0.811905	-0.95715	2.07935	1.46075
302	1.46075	0.930283	-1.13585	-1.30749	-2.36124	-2.29373	0.710438	1.20243	0.950103	1.87905	1.26861	-1.2807	-1.21383	0.811905	-0.95715	2.26567
303	2.26567	1.46075	0.930283	-1.13585	-1.30749	-2.36124	-2.29373	0.710438	1.20243	0.950103	1.87905	1.26861	-1.2807	-1.21383	0.811905	0.924886
