n	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	Y1
242	0.0106171	0.393948	0.867127	0.827268	0.675659	0.0196445	0.921812	0.991751	0.528079	0.0698885	15.9389
243	0.125275	0.477996	0.461106	0.048639	0.291173	0.873412	0.699265	0.571639	0.668175	0.934312	3.26922
244	0.185323	0.142225	0.232951	0.154393	0.426541	0.594832	0.46189	0.882242	0.107738	0.472507	5.84271
245	0.99451	0.221587	0.943601	0.522588	0.291475	0.69504	0.923895	0.41675	0.173036	0.385001	17.1992
246	0.465389	0.464208	0.258413	0.164654	0.0358477	0.926589	0.0989663	0.221171	0.0688135	0.331917	6.91447
247	0.926749	0.837454	0.377597	0.0344874	0.309961	0.653787	0.00935241	0.609736	0.605637	0.00386199	8.57429
248	0.831323	0.549238	0.52645	0.122798	0.244277	0.450345	0.539549	0.417313	0.835346	0.00493794	14.8718
249	0.584516	0.527224	0.351557	0.962112	0.561712	0.661518	0.615899	0.571064	0.271254	0.221536	21.4599
250	0.574926	0.102577	0.770774	0.101377	0.225375	0.015051	0.551721	0.764924	0.432364	0.387067	6.51889
251	0.480826	0.939454	0.231253	0.501174	0.208012	0.369793	0.590334	0.808488	0.883896	0.17485	16.6437
252	0.335712	0.235453	0.136962	0.897424	0.896971	0.752861	0.468488	0.168225	0.974398	0.0434146	17.6905
253	0.144791	0.496178	0.760223	0.696513	0.261102	0.192586	0.0835797	0.0309635	0.506471	0.564406	12.7853
254	0.970417	0.737725	0.0655793	0.17843	0.107517	0.655914	0.986918	0.991413	0.830764	0.32263	13.5803
255	0.720587	0.688542	0.292063	0.694985	0.731957	0.562866	0.440157	0.876748	0.0590435	0.200379	21.0671
256	0.573261	0.320145	0.392965	0.65684	0.351109	0.899437	0.221246	0.321526	0.637161	0.286825	14.0042
257	0.942739	0.486873	0.736092	0.773503	0.809503	0.962958	0.741229	0.0295571	0.0867955	0.461816	24.5052
258	0.718099	0.378859	0.156801	0.450056	0.941724	0.596958	0.326804	0.000767693	0.797337	0.900065	18.5293
259	0.556905	0.672021	0.0897392	0.778152	0.993547	0.7269	0.0649769	0.493503	0.471579	0.00771607	24.3435
260	0.980376	0.20767	0.781219	0.789879	0.170628	0.522448	0.819437	0.257423	0.984264	0.537536	16.6673
261	0.987592	0.578006	0.738023	0.314397	0.578774	0.53536	0.214462	0.899687	0.725663	0.771367	15.9634
262	0.571708	0.815402	0.549519	0.565256	0.542303	0.614496	0.0587587	0.0138811	0.622212	0.0391351	16.9829
263	0.829015	0.392179	0.925878	0.648451	0.649603	0.910142	0.185987	0.285885	0.0512077	0.173579	21.4119
264	0.863891	0.789231	0.487976	0.442665	0.324591	0.702437	0.342352	0.0502544	0.473805	0.91406	13.8989
265	0.637819	0.538074	0.42184	0.26003	0.577209	0.643391	0.663461	0.406224	0.0355706	0.589339	11.8995
266	0.0546747	0.685173	0.499481	0.240662	0.971058	0.550689	0.414241	0.834949	0.33992	0.902217	7.19901
267	0.604654	0.619965	0.714766	0.0784585	0.534025	0.580422	0.101782	0.0133406	0.988382	0.7396	14.5295
268	0.551415	0.410222	0.99963	0.128624	0.0536133	0.663091	0.534848	0.0891839	0.25243	0.589522	13.8695
269	0.830184	0.745415	0.302601	0.244425	0.580364	0.642521	0.146641	0.857978	0.307032	0.751295	16.1706
270	0.477943	0.0217983	0.829754	0.0119682	0.602221	0.931535	0.0253088	0.590602	0.671135	0.576724	5.74807
271	0.333857	0.240195	0.143621	0.586288	0.829717	0.917979	0.338199	0.659901	0.663394	0.6408	14.7941
272	0.904326	0.243758	0.283321	0.0509667	0.101735	0.590354	0.802262	0.579678	0.612152	0.632015	8.7789
273	0.56355	0.616955	0.804975	0.234686	0.193679	0.805799	0.905452	0.899026	0.860237	0.239309	12.691
274	0.139221	0.00385829	0.825596	0.968939	0.921837	0.163796	0.62884	0.58523	0.804596	0.533165	16.5742
275	0.678271	0.386394	0.510402	0.290423	0.0184091	0.102048	0.504796	0.58196	0.719004	0.309771	11.0416
276	0.816645	0.912683	0.115571	0.722097	0.811709	0.975807	0.961406	0.95093	0.979666	0.787003	22.0309
277	0.486733	0.755394	0.0818735	0.315721	0.843312	0.666005	0.246445	0.521583	0.0523992	0.756846	20.0858
278	0.812006	0.0708083	0.858895	0.316802	0.652768	0.577898	0.626573	0.469413	0.490581	0.742143	9.86564
279	0.717951	0.152917	0.25322	0.697616	0.93992	0.173089	0.599119	0.890718	0.721797	0.0858521	15.6732
280	0.646113	0.80367	0.401573	0.489424	0.469676	0.648018	0.0110069	0.522075	0.404864	0.823013	18.0206
281	0.139814	0.245651	0.841657	0.766387	0.715065	0.332238	0.50853	0.906575	0.634528	0.226481	13.1182
282	0.0594924	0.887748	0.924097	0.999412	0.0608362	0.523216	0.89013	0.782633	0.609068	0.536243	15.5744
283	0.0256669	0.0559791	0.658659	0.0366738	0.578054	0.0635237	0.859686	0.170937	0.327283	0.9995	3.65054
284	0.416589	0.16894	0.765887	0.131653	0.501178	0.274417	0.0382287	0.135705	0.500898	0.0977211	7.05552
285	0.0971331	0.0842894	0.948211	0.987263	0.866922	0.557279	0.523506	0.453226	0.567921	0.549173	18.4234
286	0.509205	0.22658	0.585846	0.0872588	0.290104	0.445533	0.258196	0.617387	0.445033	0.674785	6.65523
287	0.806438	0.287504	0.485337	0.844667	0.423209	0.986235	0.942388	0.446662	0.41123	0.039521	16.5786
288	0.530952	0.359441	0.0267842	0.397874	0.91672	0.55029	0.8511	0.484641	0.0994628	0.360305	19.8251
289	0.447564	0.00132573	0.130842	0.70576	0.618712	0.575875	0.380544	0.405038	0.786796	0.186983	13.8966
290	0.692542	0.272133	0.0316495	0.115752	0.258368	0.974037	0.562414	0.669598	0.0135584	0.0933659	12.4039
291	0.590633	0.34234	0.430401	0.690096	0.702645	0.141623	0.375405	0.150208	0.142949	0.506247	17.1216
292	0.855968	0.761661	0.0821224	0.236512	0.166699	0.868918	0.423495	0.859242	0.141051	0.455145	15.9084
293	0.429182	0.537407	0.0690179	0.44274	0.630773	0.0980574	0.483083	0.122013	0.0438174	0.0737159	17.8535
294	0.464353	0.474219	0.763811	0.166998	0.615842	0.139216	0.317206	0.75879	0.645464	0.173174	12.6787
295	0.409687	0.687151	0.596504	0.833182	0.546393	0.737555	0.288326	0.521386	0.136975	0.717508	20.7482
296	0.0587931	0.205993	0.160248	0.689566	0.30405	0.643331	0.811579	0.347868	0.717047	0.275933	12.4263
297	0.442931	0.437928	0.620075	0.760137	0.196719	0.265539	0.933311	0.71717	0.993125	0.342998	14.5184
298	0.404321	0.589629	0.176179	0.950714	0.327184	0.464505	0.472099	0.464159	0.182014	0.530892	21.3342
299	0.220459	0.974202	0.985593	0.0320382	0.32207	0.702641	0.307971	0.144156	0.1835	0.750902	11.7022
300	0.582084	0.803575	0.511039	0.778803	0.0691138	0.44435	0.495973	0.0622386	0.787347	0.900294	18.1827
301	0.851007	0.979052	0.428032	0.323107	0.443211	0.610046	0.853999	0.113363	0.952308	0.0744578	10.8539
302	0.0875648	0.937901	0.106496	0.409635	0.640542	0.414467	0.553791	0.824041	0.165369	0.135875	14.0164
303	0.914678	0.69673	0.120757	0.410651	0.758969	0.908104	0.310944	0.410836	0.871631	0.161952	21.3396
304	0.389888	0.299663	0.485059	0.833099	0.909708	0.339058	0.946461	0.862016	0.413516	0.0340263	17.8962
305	0.443661	0.440458	0.934478	0.997451	0.2645	0.0998469	0.133326	0.892116	0.776254	0.048004	20.9281
306	0.588846	0.897011	0.458655	0.347815	0.805115	0.769599	0.758651	0.676745	0.931551	0.148539	17.8579
307	0.981637	0.886116	0.755667	0.928099	0.748131	0.169183	0.962125	0.548048	0.689194	0.405786	18.242
308	0.988506	0.623672	0.403238	0.253006	0.723519	0.536564	0.145122	0.499773	0.584568	0.733968	15.5597
309	0.0817827	0.201899	0.812821	0.840433	0.878644	0.744372	0.988972	0.855051	0.160982	0.97061	14.7739
310	0.741167	0.916649	0.898709	0.489298	0.0858311	0.860834	0.0373466	0.775025	0.26662	0.0258531	15.9684
311	0.278859	0.122217	0.206421	0.423981	0.62199	0.790989	0.157949	0.0187743	0.834212	0.239732	11.7965
312	0.220673	0.647033	0.0801656	0.0993164	0.391405	0.0691378	0.954368	0.552387	0.0397475	0.695535	10.7616
313	0.184833	0.554866	0.79929	0.22218	0.329892	0.0659098	0.248033	0.728589	0.735767	0.526892	9.54539
314	0.850806	0.942188	0.950873	0.472796	0.733178	0.108823	0.491571	0.567389	0.348555	0.712244	16.8837
315	0.81156	0.605827	0.497858	0.765928	0.158214	0.537606	0.461462	0.62725	0.476062	0.646295	18.0945
316	0.182116	0.275352	0.868475	0.512008	0.341262	0.116508	0.240597	0.0770289	0.6434	0.0914027	10.8309
317	0.564199	0.752395	0.703096	0.0557698	0.319784	0.0516508	0.768013	0.534206	0.480371	0.579573	12.7565
318	0.140033	0.978229	0.345501	0.298248	0.515835	0.806963	0.925497	0.991897	0.453259	0.107613	9.05084
319	0.619621	0.60851	0.438242	0.860217	0.685539	0.0816417	0.95162	0.704757	0.675915	0.515819	20.4808
320	0.457151	0.379011	0.571589	0.776935	0.430662	0.339602	0.311141	0.911033	0.919176	0.451175	15.73
321	0.749422	0.405098	0.0716397	0.674919	0.396995	0.524898	0.782533	0.664243	0.846632	0.402153	20.2417
322	0.272754	0.284874	0.262371	0.958293	0.366516	0.213991	0.663049	0.0424307	0.72981	0.120201	14.2832
323	0.897136	0.852104	0.641001	0.208278	0.763137	0.560176	0.659452	0.652399	0.824853	0.408875	11.3236
324	0.0574968	0.896493	0.083794	0.454491	0.421391	0.866327	0.118735	0.268023	0.26848	0.391488	14.2322
325	0.349781	0.919413	0.744841	0.0128304	0.961843	0.474651	0.133031	0.383285	0.77605	0.0301674	16.0666
326	0.235388	0.417051	0.238445	0.998525	0.977227	0.897897	0.650924	0.80208	0.306772	0.708421	20.8327
327	0.162912	0.119964	0.256892	0.281647	0.387987	0.525373	0.673135	0.940884	0.0562232	0.022916	5.69357
328	0.860296	0.801065	0.0357464	0.822139	0.275716	0.168778	0.205424	0.0517661	0.198945	0.440813	20.9459
329	0.439338	0.446045	0.335287	0.0902622	0.248125	0.642059	0.798683	0.946698	0.032625	0.961596	5.94991
330	0.0666617	0.289518	0.243243	0.454649	0.81489	0.916378	0.395532	0.871113	0.939294	0.255829	9.81672
331	0.99966	0.342763	0.724205	0.468477	0.780153	0.163543	0.914522	0.11544	0.253805	0.162647	17.9506
332	0.757499	0.0524885	0.109345	0.790125	0.0140841	0.176006	0.079642	0.257327	0.630655	0.894532	12.5542
333	0.282016	0.437823	0.0880377	0.359984	0.385717	0.231855	0.643376	0.385378	0.574618	0.367581	12.2908
334	0.853855	0.354771	0.531124	0.768377	0.470211	0.784929	0.931024	0.227711	0.837417	0.0403683	18.0555
335	0.108828	0.84703	0.99201	0.282532	0.873217	0.757655	0.39553	0.155233	0.195478	0.483568	14.6863
336	0.515216	0.581196	0.715423	0.158592	0.966573	0.290041	0.526173	0.820428	0.644812	0.0572967	15.6449
337	0.842226	0.519828	0.342735	0.679643	0.560197	0.36057	0.531144	0.776571	0.458048	0.639973	18.9561
338	0.623601	0.450057	0.922505	0.496818	0.207712	0.318035	0.652051	0.403191	0.801603	0.167267	17.6477
339	0.325859	0.950959	0.807067	0.852032	0.771387	0.451879	0.909329	0.360192	0.566903	0.751554	22.5441
340	0.88002	0.909638	0.431197	0.440217	0.270209	0.962342	0.216789	0.728256	0.602314	0.84039	10.3932
341	0.337208	0.386026	0.842854	0.989258	0.789217	0.644457	0.156525	0.773603	0.161482	0.482384	20.2679
342	0.724562	0.968549	0.334416	0.495949	0.420429	0.243745	0.856141	0.987332	0.995299	0.736162	16.5768
343	0.176379	0.167179	0.388838	0.393168	0.895435	0.991152	0.233557	0.073749	0.515971	0.570765	9.41262
344	0.459775	0.358825	0.560023	0.248992	0.00328197	0.716548	0.0225948	0.164764	0.198933	0.747157	6.43063
345	0.243106	0.553743	0.777093	0.0992475	0.541075	0.772392	0.835409	0.438045	0.198887	0.0117881	9.43787
346	0.605223	0.587725	0.404956	0.500659	0.578877	0.638513	0.574408	0.0948478	0.209278	0.0341828	16.8081
347	0.283175	0.456955	0.48585	0.30577	0.621719	0.684782	0.0529265	0.755033	0.218131	0.296033	11.6565
348	0.308776	0.995223	0.39528	0.84985	0.767615	0.230689	0.287895	0.966503	0.242477	0.893119	21.5216
349	0.393777	0.133104	0.285946	0.968185	0.227952	0.495224	0.00236773	0.681625	0.264525	0.285543	15.3969
350	0.13858	0.750374	0.591312	0.7603	0.435157	0.644239	0.515333	0.653287	0.940271	0.824109	14.3638
351	0.673959	0.416126	0.566241	0.961854	0.382628	0.808718	0.854973	0.936856	0.456151	0.24875	17.9946
352	0.0699601	0.742097	0.216935	0.297912	0.237321	0.219303	0.979537	0.501846	0.504845	0.118118	7.14938
353	0.878417	0.687377	0.740396	0.39375	0.340664	0.680667	0.217858	0.989175	0.0162189	0.891817	15.8741
354	0.405301	0.58246	0.853671	0.787929	0.391178	0.708644	0.724785	0.84733	0.957394	0.794745	19.4236
355	0.0926569	0.826748	0.393632	0.0721944	0.328595	0.898478	0.190312	0.580815	0.994635	0.0687289	3.76654
356	0.268192	0.735031	0.462479	0.608857	0.415699	0.680337	0.598032	0.431918	0.572154	0.00333222	13.7373
357	0.791261	0.405555	0.13447	0.516045	0.252885	0.0918645	0.31079	0.842312	0.266194	0.403447	17.5154
358	0.66906	0.659826	0.475641	0.997655	0.558304	0.665953	0.57847	0.552939	0.734682	0.846663	21.981
359	0.455519	0.703669	0.877498	0.0535511	0.135586	0.449652	0.0568833	0.149964	0.875478	0.848144	11.6155
360	0.555519	0.00994797	0.36419	0.808404	0.101812	0.67498	0.650716	0.368006	0.078427	0.319776	8.68792
361	0.317431	0.586137	0.220022	0.895901	0.139076	0.954704	0.742564	0.427046	0.151865	0.198083	16.7914
362	0.130715	0.0293628	0.251634	0.266301	0.479015	0.308517	0.416264	0.354493	0.156662	0.971783	4.16416
363	0.780187	0.466253	0.195831	0.430903	0.83426	0.274258	0.750679	0.862092	0.828327	0.0681104	19.7745
364	0.448229	0.0483486	0.964012	0.587305	0.00305258	0.706575	0.0143505	0.154917	0.904658	0.145065	10.5196
365	0.411366	0.663295	0.46481	0.82763	0.017788	0.621472	0.799414	0.382229	0.142323	0.579601	15.5635
366	0.848482	0.338155	0.0105039	0.682742	0.612413	0.761183	0.544834	0.44074	0.829294	0.993064	22.4692
367	0.580368	0.492141	0.499881	0.594719	0.647059	0.404539	0.739784	0.831339	0.560831	0.151149	18.4577
368	0.494634	0.0256415	0.97878	0.512422	0.647113	0.778193	0.894651	0.789437	0.357794	0.743133	12.4273
369	0.425875	0.740005	0.129481	0.97071	0.180745	0.958775	0.963773	0.669833	0.75208	0.544142	21.3934
370	0.161975	0.251961	0.13886	0.809034	0.6565	0.878644	0.640373	0.217331	0.0297934	0.135007	15.5611
371	0.786766	0.54208	0.679523	0.14456	0.285213	0.807114	0.512858	0.711088	0.547119	0.642339	14.0478
372	0.681798	0.727863	0.601114	0.645571	0.397697	0.353195	0.189713	0.559672	0.605156	0.328573	17.8953
373	0.207217	0.00907761	0.478987	0.23701	0.144084	0.72196	0.245583	0.791513	0.612046	0.0323497	1.79207
374	0.333593	0.291569	0.17691	0.618806	0.0986827	0.689768	0.329894	0.645801	0.332107	0.0116926	11.5983
375	0.657264	0.771361	0.286416	0.846977	0.331033	0.891572	0.17555	0.699738	0.153227	0.382767	21.6497
376	0.708816	0.632214	0.619777	0.8529	0.354174	0.865361	0.644413	0.96622	0.89771	0.978006	20.3101
377	0.596812	0.356471	0.764388	0.926707	0.00227268	0.0964953	0.938399	0.375937	0.0297167	0.595663	16.6203
378	0.147299	0.316133	0.44264	0.478332	0.207704	0.61819	0.17807	0.360932	0.000956713	0.886886	8.61309
379	0.486095	0.384199	0.31354	0.383805	0.362205	0.571328	0.458426	0.959017	0.9278	0.222814	11.0735
380	0.885723	0.930072	0.319309	0.824122	0.30601	0.349026	0.419785	0.453309	0.665159	0.862425	15.6324
381	0.233795	0.481572	0.996596	0.226941	0.102306	0.736382	0.57426	0.588401	0.12058	0.8878	10.1852
382	0.972206	0.482785	0.459128	0.430632	0.441802	0.386928	0.653445	0.327525	0.317	0.972754	15.465
383	0.32178	0.571433	0.0763186	0.986939	0.433858	0.00795897	0.859802	0.914473	0.117669	0.0935964	21.4558
384	0.396045	0.114265	0.320537	0.498351	0.850647	0.894797	0.0867517	0.971227	0.782597	0.0589577	11.0162
385	0.489589	0.895813	0.628654	0.143034	0.223338	0.945654	0.115789	0.374985	0.568665	0.437569	11.1112
386	0.946418	0.644983	0.424507	0.380276	0.652942	0.284309	0.294749	0.770611	0.377905	0.690794	17.2599
387	0.189145	0.735523	0.59324	0.275897	0.70675	0.375837	0.334854	0.160762	0.617563	0.824444	11.047
388	0.0565758	0.246217	0.967478	0.279914	0.191871	0.0832669	0.654899	0.760536	0.520836	0.601317	8.43961
389	0.981593	0.0584611	0.229652	0.276343	0.829072	0.607557	0.967137	0.713949	0.306	0.156282	10.7626
390	0.449472	0.899239	0.432179	0.156223	0.275076	0.767033	0.316985	0.892639	0.591477	0.373561	11.4771
391	0.653475	0.330728	0.642222	0.308374	0.0912634	0.163057	0.909692	0.496782	0.1084	0.891285	10.4045
392	0.555243	0.338052	0.167628	0.384316	0.94561	0.134765	0.0982649	0.251609	0.291046	0.547737	15.6115
393	0.70396	0.425925	0.490258	0.0209454	0.318564	0.0817345	0.394506	0.45742	0.640689	0.0479816	10.3581
394	0.788148	0.282911	0.356356	0.879411	0.445968	0.266048	0.376193	0.554369	0.157333	0.931437	18.5937
395	0.315753	0.83803	0.459726	0.414018	0.0896395	0.750772	0.961755	0.240488	0.473997	0.665715	11.6917
396	0.666412	0.964255	0.686661	0.984976	0.0459892	0.0811671	0.442396	0.686678	0.129149	0.230544	20.2887
397	0.109955	0.415558	0.751553	0.486148	0.969926	0.908886	0.417585	0.862347	0.233847	0.733338	12.3918
398	0.700378	0.693572	0.147356	0.790017	0.444344	0.109111	0.0305051	0.918341	0.774826	0.696918	23.6188
399	0.681894	0.928585	0.542654	0.12429	0.615263	0.671802	0.354834	0.584853	0.157307	0.464789	13.3902
400	0.000410601	0.90886	0.950937	0.970337	0.817745	0.368523	0.832684	0.0515924	0.101861	0.533062	18.7033
401	0.323079	0.189509	0.358327	0.353584	0.10785	0.133153	0.0505019	0.990446	0.594639	0.732396	5.53649
402	0.919031	0.137293	0.856686	0.534294	0.809095	0.21152	0.119147	0.966402	0.676309	0.119558	16.7073
403	0.0898948	0.693007	0.995769	0.922579	0.744599	0.0976298	0.455641	0.489764	0.346846	0.77872	20.1189
404	0.679273	0.705173	0.132305	0.787123	0.838325	0.182807	0.77757	0.432964	0.915202	0.6966	25.1252
405	0.230895	0.379351	0.983408	0.350042	0.345753	0.659718	0.4696	0.221014	0.286964	0.559494	14.0908
406	0.914021	0.282733	0.482073	0.65862	0.380363	0.937715	0.148384	0.727209	0.716435	0.827658	15.5276
407	0.614781	0.270707	0.031546	0.392351	0.703671	0.946748	0.0889511	0.273928	0.718636	0.319846	17.9722
408	0.65328	0.702045	0.669888	0.999033	0.361762	0.139488	0.220047	0.648727	0.698982	0.134069	23.3049
409	0.11877	0.941074	0.0390324	0.835205	0.768731	0.471414	0.683944	0.383512	0.742122	0.71549	19.234
410	0.775863	0.445793	0.662239	0.864814	0.719721	0.380875	0.18466	0.373001	0.0829198	0.854548	19.549
411	0.994035	0.592081	0.0934087	0.693017	0.72615	0.0248686	0.874073	0.518839	0.336692	0.992843	22.5859
412	0.459913	0.375724	0.828048	0.228644	0.847139	0.511992	0.612156	0.58926	0.227483	0.388019	13.0253
413	0.270596	0.437493	0.127776	0.353516	0.292041	0.49981	0.798198	0.286077	0.0918911	0.891607	12.2406
414	0.979094	0.818041	0.916476	0.853167	0.33688	0.253167	0.84601	0.796793	0.628892	0.674058	19.0882
415	0.18605	0.637593	0.0652907	0.413533	0.0256125	0.100344	0.303254	0.278446	0.855119	0.573851	11.6611
416	0.715939	0.982895	0.927367	0.00798011	0.482704	0.725565	0.294057	0.574596	0.617172	0.273151	11.8368
417	0.126318	0.729517	0.786815	0.972328	0.52631	0.415707	0.646386	0.551747	0.891737	0.832436	17.5853
418	0.189341	0.957028	0.245969	0.214953	0.0573717	0.549224	0.493399	0.91249	0.123074	0.209338	7.83823
419	0.776006	0.511375	0.952685	0.393178	0.784525	0.345322	0.926825	0.910843	0.0748388	0.71364	20.8806
420	0.883171	0.601149	0.129347	0.529557	0.152896	0.0210835	0.361993	0.342237	0.978111	0.607963	18.8234
421	0.157186	0.0505891	0.947973	0.28026	0.259927	0.843358	0.330701	0.477245	0.221448	0.106706	7.85533
422	0.98862	0.174133	0.499884	0.773145	0.519454	0.426709	0.683988	0.594293	0.140349	0.56716	14.6488
423	0.0967167	0.348338	0.290779	0.45871	0.690575	0.26889	0.0666728	0.247766	0.304373	0.223859	9.34549
424	0.298355	0.252346	0.504119	0.558282	0.0957045	0.83482	0.0355268	0.317152	0.941527	0.0241466	7.97518
425	0.797292	0.0107392	0.86812	0.48128	0.605032	0.00846868	0.0484399	0.800474	0.278164	0.145157	7.92792
426	0.148813	0.568943	0.603867	0.839388	0.837833	0.67054	0.0871539	0.142206	0.894398	0.385509	13.8301
427	0.94379	0.490257	0.233338	0.979317	0.807409	0.174864	0.00346381	0.298694	0.616275	0.800756	23.6466
428	0.309433	0.484394	0.282036	0.914465	0.492863	0.330476	0.71494	0.771027	0.475632	0.863753	16.8648
429	0.703141	0.177804	0.750039	0.790295	0.320011	0.644437	0.175803	0.714563	0.0429547	0.119594	13.9736
430	0.20482	0.276292	0.098911	0.0122294	0.451157	0.102375	0.310923	0.0674315	0.90313	0.620357	7.58173
431	0.534822	0.0446891	0.515642	0.249762	0.815716	0.991274	0.113514	0.155687	0.0707733	0.816655	6.00861
432	0.333491	0.820812	0.60695	0.653502	0.465249	0.782753	0.368065	0.508204	0.902347	0.572885	17.1382
433	0.103633	0.896038	0.303084	0.00676295	0.516395	0.85491	0.191929	0.0512168	0.899599	0.707571	4.84131
434	0.300979	0.715316	0.698845	0.414493	0.871003	0.769619	0.231148	0.204495	0.590431	0.838098	16.1285
435	0.563883	0.523198	0.798947	0.348379	0.524456	0.384062	0.584032	0.628089	0.2801	0.887117	14.5804
436	0.634851	0.796494	0.742027	0.826781	0.847711	0.641626	0.534352	0.14869	0.356942	0.233197	24.0216
437	0.00281557	0.794331	0.43244	0.593246	0.632429	0.290436	0.648926	0.25328	0.516498	0.212809	7.7695
438	0.776479	0.315445	0.561188	0.300935	0.699507	0.145221	0.929023	0.979606	0.0323375	0.563875	14.2494
439	0.390655	0.623811	0.415991	0.925007	0.772501	0.772933	0.158204	0.335684	0.000878856	0.161019	20.8888
440	0.130015	0.433319	0.754266	0.762444	0.723755	0.403191	0.0157245	0.240253	0.616	0.792203	14.5181
441	0.0931377	0.255205	0.322409	0.0221609	0.234811	0.354747	0.586035	0.0109114	0.129111	0.976691	1.49084
442	0.634723	0.545102	0.901698	0.407224	0.318036	0.0599016	0.742907	0.318915	0.220921	0.872922	19.9794
443	0.378378	0.651091	0.716242	0.994378	0.443294	0.271941	0.171566	0.536432	0.527146	0.493976	19.6883
444	0.558593	0.761957	0.848722	0.144628	0.772868	0.977834	0.121319	0.407591	0.522936	0.0230164	17.8415
445	0.082918	0.557722	0.159886	0.303839	0.430644	0.912119	0.279026	0.0660107	0.388108	0.657403	9.35412
446	0.717102	0.10435	0.651781	0.160395	0.376291	0.823348	0.696827	0.903437	0.317323	0.25542	6.75664
447	0.400048	0.438262	0.143879	0.521366	0.845853	0.666815	0.544383	0.660668	0.507786	0.627301	16.2414
448	0.21839	0.667672	0.93114	0.649034	0.579792	0.210166	0.715045	0.9679	0.867569	0.432147	16.7425
449	0.592542	0.448542	0.342698	0.289369	0.351978	0.660021	0.544789	0.0173722	0.826066	0.944836	12.5968
450	0.455634	0.969945	0.466203	0.301487	0.63676	0.0105854	0.962155	0.144546	0.637886	0.180545	17.3613
451	0.829579	0.39201	0.779191	0.544624	0.35991	0.64676	0.976771	0.43216	0.166111	0.569313	17.6232
452	0.880702	0.508808	0.858682	0.23268	0.168829	0.403471	0.250052	0.994895	0.348307	0.705687	17.2632
453	0.149874	0.558363	0.0320072	0.979453	0.950373	0.811199	0.524077	0.310283	0.457959	0.500848	21.2772
454	0.742443	0.62407	0.0701613	0.623144	0.132878	0.928843	0.855825	0.301707	0.332314	0.105877	19.358
455	0.811564	0.261442	0.495131	0.818737	0.863042	0.320226	0.788066	0.609187	0.783207	0.93794	19.7221
456	0.16755	0.815214	0.917393	0.117923	0.626413	0.441471	0.428205	0.0843719	0.942319	0.170648	12.3782
457	0.941324	0.649617	0.143027	0.273638	0.755494	0.439629	0.954259	0.567058	0.701071	0.44939	18.9454
458	0.385795	0.564112	0.769615	0.173862	0.173299	0.552822	0.111802	0.340849	0.368037	0.0291947	10.3611
459	0.470665	0.886977	0.0788214	0.412984	0.0576252	0.787263	0.425464	0.851418	0.628583	0.366788	17.8064
460	0.501035	0.771609	0.640426	0.256529	0.211238	0.594684	0.823587	0.912309	0.0440741	0.209382	13.286
461	0.383244	0.649721	0.366512	0.495046	0.99057	0.734549	0.52424	0.449341	0.728998	0.994905	18.6662
462	0.336318	0.80782	0.40789	0.393943	0.595083	0.833354	0.245361	0.223665	0.200142	0.746396	14.3724
463	0.118822	0.479326	0.0358954	0.595243	0.293015	0.419139	0.244964	0.659527	0.914185	0.235534	14.7565
464	0.394076	0.438425	0.684875	0.123074	0.433331	0.0211931	0.930894	0.84122	0.415137	0.525976	10.5178
465	0.749642	0.874716	0.406894	0.744916	0.715283	0.40982	0.951429	0.150535	0.236333	0.0702509	21.195
466	0.629861	0.272228	0.665494	0.922876	0.691367	0.910458	0.582403	0.605552	0.145992	0.976479	17.4259
467	0.85206	0.0304474	0.318528	0.267197	0.556424	0.993102	0.927695	0.306065	0.867818	0.334589	6.87372
468	0.0509814	0.583101	0.744408	0.00241037	0.733636	0.980741	0.0726613	0.363496	0.252969	0.738156	5.71682
469	0.648614	0.868776	0.549889	0.794606	0.845255	0.593867	0.625473	0.944809	0.0711748	0.477534	22.2375
470	0.975256	0.389703	0.74473	0.53168	0.382806	0.672425	0.837745	0.250624	0.00701368	0.888727	18.404
471	0.891137	0.567361	0.732163	0.963799	0.930858	0.985132	0.701954	0.21723	0.929469	0.350568	25.8786
472	0.0860059	0.479358	0.145175	0.931261	0.073224	0.770648	0.87607	0.144399	0.248182	0.851327	13.5034
473	0.383007	0.916908	0.665337	0.220752	0.167532	0.672351	0.109479	0.00125721	0.423773	0.000616314	12.7363
474	0.568618	0.155936	0.964415	0.499476	0.141068	0.666369	0.716706	0.0705368	0.0169372	0.802712	12.9438
475	0.733973	0.623118	0.93276	0.610043	0.767517	0.180941	0.46137	0.301619	0.173854	0.844377	22.3726
476	0.218527	0.839191	0.0651288	0.386059	0.511541	0.174608	0.387317	0.935314	0.175224	0.955935	15.3914
477	0.806008	0.172117	0.302855	0.822945	0.974829	0.85275	0.985057	0.708802	0.475868	0.917817	16.5603
478	0.318845	0.243385	0.0987583	0.780215	0.545005	0.272612	0.624592	0.763532	0.111803	0.68972	15.1326
479	0.864328	0.536908	0.558658	0.0395525	0.492843	0.649909	0.179192	0.948254	0.882227	0.9852	13.2269
480	0.120371	0.185082	0.808145	0.0951994	0.0378321	0.793202	0.804001	0.5137	0.711019	0.122846	4.33421
481	0.903061	0.30209	0.0823889	0.527653	0.0656218	0.194191	0.217373	0.215213	0.817535	0.0817017	17.3683
482	0.752121	0.376194	0.121254	0.244964	0.0261023	0.300446	0.193217	0.908329	0.285645	0.313588	12.9611
